station,station_coor,distance,near
1,"[25.0408578889, 121.567904444]",9655.784816888623,False
2,"[25.041254, 121.55742]",9163.205024323817,False
3,"[25.0377972222, 121.565169444]",9833.838316270894,False
4,"[25.0360361111, 121.562325]",9891.118777301555,False
5,"[25.0365638889, 121.5686639]",10113.990140699583,False
6,"[25.034047, 121.565973]",10245.008674354422,False
7,"[25.0330388889, 121.565619444]",10331.533361875137,False
8,"[25.0352138889, 121.563688889]",10030.698718812248,False
9,"[25.031785, 121.57448]",10858.461796286114,False
10,"[25.0286611111, 121.566116667]",10795.633763901806,False
11,"[25.034937, 121.55762]",9823.057749981135,False
12,"[25.026679, 121.561747]",10829.522865593843,False
13,"[25.03809, 121.58367]",10750.820234284343,False
14,"[25.06424, 121.54037]",6174.611085163728,False
16,"[25.036084, 121.579135]",10684.264293177948,False
17,"[25.05862, 121.55514]",7310.284141360132,False
18,"[25.049408, 121.55261]",8140.730008525493,False
19,"[25.02863, 121.56981]",10955.070684960518,False
21,"[25.057985, 121.548982]",7119.509400668893,False
22,"[25.048824, 121.57845]",9474.330696428036,False
23,"[25.055074, 121.602798]",10641.705728383748,False
24,"[25.03293, 121.53747]",9509.695312174521,False
25,"[25.04543, 121.57205]",9424.66409447809,False
26,"[25.050142, 121.592375]",10261.258852277642,False
27,"[25.05469, 121.61669]",11764.220406108194,False
28,"[25.04814, 121.57467]",9316.147111296876,False
29,"[25.03164, 121.52655]",9542.679816421549,False
30,"[25.017054, 121.544352]",11369.47464440518,False
31,"[25.022413, 121.53456]",10628.91288406158,False
32,"[25.023884, 121.553161]",10843.06335092577,False
33,"[25.04878, 121.56087]",8547.128024246249,False
34,"[25.058369, 121.532934]",6644.344531682199,False
35,"[25.059978, 121.533302]",6473.773245824771,False
36,"[25.02101, 121.54153]",10884.772627276196,False
37,"[25.0337, 121.528988]",9327.556460399002,False
38,"[25.026603, 121.52944]",10117.972090094507,False
39,"[25.058, 121.61422]",11346.628710170506,False
40,"[25.04287, 121.5864]",10485.529455937536,False
41,"[25.047425, 121.613706]",12029.661025285644,False
42,"[25.04431, 121.58174]",10075.053657026265,False
43,"[25.035639, 121.614154]",12948.292635529706,False
44,"[25.05973, 121.616187]",11398.950545927999,False
45,"[25.01476, 121.534538]",11474.57545944547,False
46,"[25.056504, 121.611389]",11215.67946762463,False
47,"[25.042275, 121.533939]",8429.604123065596,False
48,"[25.05247, 121.608202]",11244.166442236896,False
49,"[25.040901, 121.548252]",8888.523047967694,False
50,"[25.062002, 121.560186]",7228.831591462532,False
51,"[25.065031, 121.536775]",5994.071016192209,False
52,"[25.054761, 121.536925]",7111.426436419269,False
53,"[25.044781, 121.536609]",8195.617477030704,False
54,"[25.028798, 121.538073]",9972.99449230039,False
55,"[25.049505, 121.549408]",8016.414282518296,False
56,"[25.038954, 121.522334]",8721.112643106064,False
57,"[25.026217, 121.53519]",10216.45228264327,False
58,"[25.045267, 121.5222]",8019.197695364039,False
