station,station_coor,distance
1,"[25.0408578889, 121.567904444]",12546.83399169976
2,"[25.041254, 121.55742]",11997.46535420932
3,"[25.0377972222, 121.565169444]",12703.263698461045
4,"[25.0360361111, 121.562325]",12739.384908218575
5,"[25.0365638889, 121.5686639]",12996.747230575487
6,"[25.034047, 121.565973]",13107.556056538793
7,"[25.0330388889, 121.565619444]",13189.239408261648
8,"[25.0352138889, 121.563688889]",12884.308838158197
9,"[25.031785, 121.57448]",13752.879091183398
10,"[25.0286611111, 121.566116667]",13643.177081270778
11,"[25.034937, 121.55762]",12637.09328075038
12,"[25.026679, 121.561747]",13644.93209389687
13,"[25.03809, 121.58367]",13681.708328557723
14,"[25.06424, 121.54037]",8949.838819618462
16,"[25.036084, 121.579135]",13602.44950556756
17,"[25.05862, 121.55514]",10191.962785178264
18,"[25.049408, 121.55261]",10969.72557234112
19,"[25.02863, 121.56981]",13821.525962450864
21,"[25.057985, 121.548982]",9953.956361392497
22,"[25.048824, 121.57845]",12410.30110979673
23,"[25.055074, 121.602798]",13553.71423627724
24,"[25.03293, 121.53747]",12121.01212205366
25,"[25.04543, 121.57205]",12341.77557968773
26,"[25.050142, 121.592375]",13199.287203891876
27,"[25.05469, 121.61669]",14641.200180063524
28,"[25.04814, 121.57467]",12244.86911598679
29,"[25.03164, 121.52655]",12000.264925296455
30,"[25.017054, 121.544352]",14010.998925015188
31,"[25.022413, 121.53456]",13175.377687537612
32,"[25.023884, 121.553161]",13586.120385154725
33,"[25.04878, 121.56087]",11427.787789429545
34,"[25.058369, 121.532934]",9284.483158967972
35,"[25.059978, 121.533302]",9127.007732777782
36,"[25.02101, 121.54153]",13508.002024702795
37,"[25.0337, 121.528988]",11825.965836249039
38,"[25.026603, 121.52944]",12607.042513902335
39,"[25.058, 121.61422]",14216.747265833803
40,"[25.04287, 121.5864]",13424.429059735052
41,"[25.047425, 121.613706]",14938.697451841133
42,"[25.04431, 121.58174]",13010.465959766787
43,"[25.035639, 121.614154]",15879.706387590873
