station,station_coor,distance
1,"[25.0408578889, 121.567904444]",1892.0309382004564
2,"[25.041254, 121.55742]",2159.469989835411
3,"[25.0377972222, 121.565169444]",1559.8021031656372
4,"[25.0360361111, 121.562325]",1431.840300599044
5,"[25.0365638889, 121.5686639]",1422.5500475081583
6,"[25.034047, 121.565973]",1136.6823925691674
7,"[25.0330388889, 121.565619444]",1029.1365338486967
8,"[25.0352138889, 121.563688889]",1304.4269434673927
9,"[25.031785, 121.57448]",1161.7179443351554
10,"[25.0286611111, 121.566116667]",540.1776408591529
11,"[25.034937, 121.55762]",1549.8039692333198
12,"[25.026679, 121.561747]",611.5906686556815
13,"[25.03809, 121.58367]",2309.99940672357
14,"[25.06424, 121.54037]",5228.09578358129
16,"[25.036084, 121.579135]",1830.4763729478145
17,"[25.05862, 121.55514]",4044.0438935149014
18,"[25.049408, 121.55261]",3187.21135602592
19,"[25.02863, 121.56981]",602.6793273675729
21,"[25.057985, 121.548982]",4204.291972926442
22,"[25.048824, 121.57845]",3007.09986871908
23,"[25.055074, 121.602798]",5007.796960287931
24,"[25.03293, 121.53747]",3137.745848476547
25,"[25.04543, 121.57205]",2452.223063963022
26,"[25.050142, 121.592375]",3884.9928436688624
27,"[25.05469, 121.61669]",6070.241818318178
28,"[25.04814, 121.57467]",2808.8681447937593
29,"[25.03164, 121.52655]",4162.441031543806
30,"[25.017054, 121.544352]",2400.7038020071645
31,"[25.022413, 121.53456]",3268.709212232521
32,"[25.023884, 121.553161]",1390.522212112308
33,"[25.04878, 121.56087]",2837.7044483826658
34,"[25.058369, 121.532934]",5145.1468011730085
35,"[25.059978, 121.533302]",5255.900527720325
36,"[25.02101, 121.54153]",2582.0329968452106
37,"[25.0337, 121.528988]",3979.233045044766
38,"[25.026603, 121.52944]",3792.789921305905
39,"[25.058, 121.61422]",6088.8818711512895
40,"[25.04287, 121.5864]",2881.268012351936
41,"[25.047425, 121.613706]",5389.05874306911
42,"[25.04431, 121.58174]",2717.651112312421
43,"[25.035639, 121.614154]",4931.72206877717
44,"[25.05973, 121.616187]",6363.776257917364
