station,station_coor,distance
1,"[25.0408578889, 121.567904444]",10115.353972161218
2,"[25.041254, 121.55742]",9639.073074351267
3,"[25.0377972222, 121.565169444]",10300.621702217808
4,"[25.0360361111, 121.562325]",10363.43465609059
5,"[25.0365638889, 121.5686639]",10576.330153322131
6,"[25.034047, 121.565973]",10713.49198946927
7,"[25.0330388889, 121.565619444]",10801.254365390712
8,"[25.0352138889, 121.563688889]",10501.637532961944
9,"[25.031785, 121.57448]",11315.970352593415
10,"[25.0286611111, 121.566116667]",11267.600748054914
11,"[25.034937, 121.55762]",10302.296923492388
12,"[25.026679, 121.561747]",11307.97454709576
13,"[25.03809, 121.58367]",11185.442502928789
14,"[25.06424, 121.54037]",6662.359899278764
16,"[25.036084, 121.579135]",11129.56829379256
17,"[25.05862, 121.55514]",7775.254258998738
18,"[25.049408, 121.55261]",8618.425931248275
19,"[25.02863, 121.56981]",11422.0679548072
21,"[25.057985, 121.548982]",7597.086336412433
22,"[25.048824, 121.57845]",9902.906070170424
23,"[25.055074, 121.602798]",11003.760674257914
24,"[25.03293, 121.53747]",10005.848854606904
25,"[25.04543, 121.57205]",9871.404054788849
26,"[25.050142, 121.592375]",10657.348175790228
27,"[25.05469, 121.61669]",12099.654432436142
28,"[25.04814, 121.57467]",9753.781438265643
29,"[25.03164, 121.52655]",10039.328110184273
30,"[25.017054, 121.544352]",11864.169914831247
31,"[25.022413, 121.53456]",11126.01230502688
32,"[25.023884, 121.553161]",11331.087580714917
33,"[25.04878, 121.56087]",9011.290292440175
34,"[25.058369, 121.532934]",7140.546784558828
35,"[25.059978, 121.533302]",6969.648464930366
36,"[25.02101, 121.54153]",11380.270094419231
37,"[25.0337, 121.528988]",9824.664457449699
38,"[25.026603, 121.52944]",10615.070170967938
39,"[25.058, 121.61422]",11677.495335640775
40,"[25.04287, 121.5864]",10907.734132844937
41,"[25.047425, 121.613706]",12389.13205969592
42,"[25.04431, 121.58174]",10504.200754826532
43,"[25.035639, 121.614154]",13331.846249269449
44,"[25.05973, 121.616187]",11720.974706938141
45,"[25.01476, 121.534538]",11971.749678248956
46,"[25.056504, 121.611389]",11556.32016319016
