station,station_coor,distance
1,"[25.0408578889, 121.567904444]",7766.147552694917
2,"[25.041254, 121.55742]",7134.866088495894
3,"[25.0377972222, 121.565169444]",7880.125534937046
4,"[25.0360361111, 121.562325]",7887.58344847842
5,"[25.0365638889, 121.5686639]",8194.86195312664
6,"[25.034047, 121.565973]",8271.729450412948
7,"[25.0330388889, 121.565619444]",8346.509259226232
8,"[25.0352138889, 121.563688889]",8038.052287950157
9,"[25.031785, 121.57448]",8970.290592716638
10,"[25.0286611111, 121.566116667]",8786.416672772353
11,"[25.034937, 121.55762]",7755.287552066832
12,"[25.026679, 121.561747]",8761.071966346173
13,"[25.03809, 121.58367]",9040.574448133342
14,"[25.06424, 121.54037]",4062.6587322729206
16,"[25.036084, 121.579135]",8894.358811923532
17,"[25.05862, 121.55514]",5419.410198906214
18,"[25.049408, 121.55261]",6108.284151483037
19,"[25.02863, 121.56981]",8987.4281169598
21,"[25.057985, 121.548982]",5107.273528647519
22,"[25.048824, 121.57845]",7832.295246967335
23,"[25.055074, 121.602798]",9428.12459190489
24,"[25.03293, 121.53747]",7237.379120155144
25,"[25.04543, 121.57205]",7643.628334141373
26,"[25.050142, 121.592375]",8832.923880768025
27,"[25.05469, 121.61669]",10691.006790506704
28,"[25.04814, 121.57467]",7608.647109763496
29,"[25.03164, 121.52655]",7209.589382750311
30,"[25.017054, 121.544352]",9118.6844364163
31,"[25.022413, 121.53456]",8326.805868669682
32,"[25.023884, 121.553161]",8678.134509479578
33,"[25.04878, 121.56087]",6635.949741253329
34,"[25.058369, 121.532934]",4384.052019022298
35,"[25.059978, 121.533302]",4223.034766683372
36,"[25.02101, 121.54153]",8621.825383513842
37,"[25.0337, 121.528988]",7005.23940179945
38,"[25.026603, 121.52944]",7794.522268910876
39,"[25.058, 121.61422]",10309.830449492249
40,"[25.04287, 121.5864]",8870.302105599721
41,"[25.047425, 121.613706]",10803.890055745638
42,"[25.04431, 121.58174]",8416.711304072138
43,"[25.035639, 121.614154]",11555.691655109615
44,"[25.05973, 121.616187]",10413.946383381324
45,"[25.01476, 121.534538]",9166.96876715697
46,"[25.056504, 121.611389]",10122.458358994321
47,"[25.042275, 121.533939]",6145.31693325014
48,"[25.05247, 121.608202]",10044.59750111268
49,"[25.040901, 121.548252]",6742.66153393248
50,"[25.062002, 121.560186]",5487.795588697947
51,"[25.065031, 121.536775]",3821.4604644761757
52,"[25.054761, 121.536925]",4887.997473281844
53,"[25.044781, 121.536609]",5938.842431922074
54,"[25.028798, 121.538073]",7698.660997734759
55,"[25.049505, 121.549408]",5937.033902405384
56,"[25.038954, 121.522334]",6375.931664800459
