station,station_coor,distance
1,"[25.0408578889, 121.567904444]",6481.287632044137
2,"[25.041254, 121.55742]",5424.5619110131665
3,"[25.0377972222, 121.565169444]",6220.6717689111865
4,"[25.0360361111, 121.562325]",5952.643707663289
5,"[25.0365638889, 121.5686639]",6582.527792971316
6,"[25.034047, 121.565973]",6344.319412680678
7,"[25.0330388889, 121.565619444]",6325.264050045551
8,"[25.0352138889, 121.563688889]",6099.530189774253
9,"[25.031785, 121.57448]",7228.789317163633
10,"[25.0286611111, 121.566116667]",6466.837849308397
11,"[25.034937, 121.55762]",5497.139256828602
12,"[25.026679, 121.561747]",6095.677720968561
13,"[25.03809, 121.58367]",8079.176413219881
14,"[25.06424, 121.54037]",4470.534514838559
16,"[25.036084, 121.579135]",7638.165310088999
17,"[25.05862, 121.55514]",5522.250526380923
18,"[25.049408, 121.55261]",5012.241160268116
19,"[25.02863, 121.56981]",6830.628705922551
21,"[25.057985, 121.548982]",4916.922768005411
22,"[25.048824, 121.57845]",7583.4693545837
23,"[25.055074, 121.602798]",10104.287080746812
24,"[25.03293, 121.53747]",3552.8759168308507
25,"[25.04543, 121.57205]",6910.093654168154
26,"[25.050142, 121.592375]",8993.855781921731
27,"[25.05469, 121.61669]",11485.04357723173
28,"[25.04814, 121.57467]",7196.953740071305
29,"[25.03164, 121.52655]",2573.4097326481806
30,"[25.017054, 121.544352]",4941.960868326065
31,"[25.022413, 121.53456]",3790.929272650781
32,"[25.023884, 121.553161]",5376.418997125741
33,"[25.04878, 121.56087]",5824.23058331467
34,"[25.058369, 121.532934]",3486.694888758007
35,"[25.059978, 121.533302]",3615.312017328098
36,"[25.02101, 121.54153]",4465.872698650038
37,"[25.0337, 121.528988]",2712.3126763537134
38,"[25.026603, 121.52944]",3103.099133689286
39,"[25.058, 121.61422]",11291.070472899528
40,"[25.04287, 121.5864]",8344.658082498067
41,"[25.047425, 121.613706]",11112.279457729766
42,"[25.04431, 121.58174]",7879.348630842944
43,"[25.035639, 121.614154]",11160.82704417134
44,"[25.05973, 121.616187]",11518.443485477741
45,"[25.01476, 121.534538]",4329.332519294925
46,"[25.056504, 121.611389]",10983.65740269091
47,"[25.042275, 121.533939]",3059.258525397977
48,"[25.05247, 121.608202]",10606.798438131576
49,"[25.040901, 121.548252]",4501.678263754857
50,"[25.062002, 121.560186]",6130.6529044405725
51,"[25.065031, 121.536775]",4228.462407457002
