station,station_coor,distance
1,"[25.0408578889, 121.567904444]",13705.553247301183
2,"[25.041254, 121.55742]",12950.757301158634
3,"[25.0377972222, 121.565169444]",13760.230550685834
4,"[25.0360361111, 121.562325]",13712.733418166028
5,"[25.0365638889, 121.5686639]",14101.378300866716
6,"[25.034047, 121.565973]",14122.492809983012
7,"[25.0330388889, 121.565619444]",14182.297192420916
8,"[25.0352138889, 121.563688889]",13872.318555989106
9,"[25.031785, 121.57448]",14890.393568388125
10,"[25.0286611111, 121.566116667]",14582.34654529551
11,"[25.034937, 121.55762]",13497.248126739518
12,"[25.026679, 121.561747]",14472.043046738472
13,"[25.03809, 121.58367]",15069.691326708231
14,"[25.06424, 121.54037]",9907.399558266812
16,"[25.036084, 121.579135]",14885.200433896509
17,"[25.05862, 121.55514]",11407.55870812143
18,"[25.049408, 121.55261]",11953.258099481962
19,"[25.02863, 121.56981]",14829.217559029492
21,"[25.057985, 121.548982]",11011.075642111658
22,"[25.048824, 121.57845]",13892.610057593456
23,"[25.055074, 121.602798]",15483.118395440713
24,"[25.03293, 121.53747]",12490.66272429475
25,"[25.04543, 121.57205]",13654.081250451243
26,"[25.050142, 121.592375]",14914.481432244182
27,"[25.05469, 121.61669]",16709.685043499947
28,"[25.04814, 121.57467]",13650.862039324304
29,"[25.03164, 121.52655]",12075.022383775102
30,"[25.017054, 121.544352]",14360.418799017243
31,"[25.022413, 121.53456]",13358.018849718555
32,"[25.023884, 121.553161]",14201.98406514098
33,"[25.04878, 121.56087]",12581.57493897804
34,"[25.058369, 121.532934]",9907.477032964018
35,"[25.059978, 121.533302]",9790.793393175221
36,"[25.02101, 121.54153]",13837.121318807822
37,"[25.0337, 121.528988]",11986.845658000717
38,"[25.026603, 121.52944]",12706.258215554577
39,"[25.058, 121.61422]",16313.471277307692
40,"[25.04287, 121.5864]",14931.70561312926
41,"[25.047425, 121.613706]",16865.788372313553
42,"[25.04431, 121.58174]",14468.909774658066
43,"[25.035639, 121.614154]",17637.317960172542
44,"[25.05973, 121.616187]",16397.02127305019
45,"[25.01476, 121.534538]",14113.438675203824
46,"[25.056504, 121.611389]",16145.680250076239
47,"[25.042275, 121.533939]",11422.736430307808
48,"[25.05247, 121.608202]",16098.40163162328
49,"[25.040901, 121.548252]",12388.143694094148
50,"[25.062002, 121.560186]",11541.072225478236
51,"[25.065031, 121.536775]",9594.865555284623
52,"[25.054761, 121.536925]",10471.582038166925
53,"[25.044781, 121.536609]",11342.067559442274
54,"[25.028798, 121.538073]",12914.550267914747
55,"[25.049505, 121.549408]",11728.801263009358
56,"[25.038954, 121.522334]",11157.552900569792
57,"[25.026217, 121.53519]",13017.259159576935
58,"[25.045267, 121.5222]",10530.234076604977
59,"[25.052227, 121.525805]",10048.662054157832
60,"[25.064317, 121.533487]",9433.024044220403
61,"[25.0131, 121.539723]",14516.58230127536
62,"[25.026827, 121.520258]",12290.481721044178
63,"[25.037569, 121.545632]",12523.337473116688
64,"[25.037773, 121.517029]",11045.240540762163
65,"[25.022725, 121.502708]",12146.42616484916
66,"[25.007528, 121.537188]",14952.82507387203
67,"[25.042973, 121.516428]",10494.55292168382
68,"[25.025865, 121.506536]",11915.575934458522
69,"[24.999837, 121.547778]",16199.82009282512
70,"[25.032752, 121.561645]",13943.94780837708
71,"[25.032985, 121.554204]",13450.840392717733
72,"[25.048611, 121.529346]",10579.862164214053
73,"[25.072228, 121.510195]",7329.097514387406
74,"[25.033817, 121.530547]",12051.353783923647
75,"[25.0300508, 121.557635]",13920.85897300061
76,"[25.056387, 121.527522]",9759.903232358169
77,"[25.059147, 121.56297]",11959.874005175989
78,"[25.071824, 121.519287]",7883.208400812483
79,"[25.061285, 121.520205]",8896.438511462726
80,"[25.02751, 121.495869]",11469.153891216147
81,"[25.020547, 121.528552]",13271.029129914199
82,"[25.041778, 121.508693]",10311.42708053309
83,"[25.033344, 121.534236]",12282.409176442437
84,"[25.029705, 121.502899]",11402.640219809093
85,"[25.033362, 121.54911]",13107.78627744414
86,"[25.062344, 121.545138]",10394.382870714366
87,"[25.033078, 121.543057]",12782.622115938882
88,"[25.032922, 121.57087]",14548.407254045078
89,"[25.027323, 121.516385]",12090.488887962647
90,"[25.037783, 121.501708]",10506.444602879299
91,"[25.070629, 121.523268]",8234.446450441124
92,"[25.046618, 121.507169]",9754.046974350393
93,"[25.023877, 121.569836]",15230.372970501152
94,"[24.993254, 121.541059]",16554.002362992476
95,"[25.023393, 121.497679]",11955.220757246288
96,"[25.061567, 121.566558]",12071.075172944247
97,"[25.082825, 121.524721]",7331.818540243163
98,"[24.999378, 121.540197]",15900.764432119118
99,"[25.057866, 121.520711]",9244.504270594913
100,"[25.045753, 121.530697]",10920.650130071843
101,"[25.043668, 121.528487]",10999.855287435756
102,"[25.02043, 121.525322]",13146.767383643359
103,"[25.033639, 121.503028]",10986.031949342081
104,"[25.004023, 121.54074]",15460.765141926635
105,"[25.044412, 121.505409]",9921.724523756926
106,"[25.032932, 121.497674]",10921.751288483363
107,"[25.036402, 121.509422]",10896.929233025905
108,"[25.073306, 121.515843]",7544.69169763862
109,"[25.071606, 121.530805]",8650.009719138025
110,"[25.086376, 121.560888]",10088.508658303954
111,"[25.040184, 121.543497]",12161.658847240247
112,"[25.137456, 121.503124]",3284.438512292859
113,"[25.037724, 121.561178]",13495.64581000946
114,"[25.109908, 121.530386]",6219.438648082243
115,"[25.048222, 121.520526]",10161.030550375412
116,"[25.096122, 121.530215]",6865.130270055785
117,"[25.132581, 121.498618]",2712.489955817232
118,"[25.136929, 121.499152]",2886.7149384168797
119,"[25.08418, 121.555116]",9698.631787169112
120,"[25.035479, 121.50026]",10712.783915431437
121,"[25.05298, 121.540568]",10856.433726459576
122,"[25.079666, 121.57584]",11768.680104526562
123,"[25.116325, 121.534136]",6390.063490904666
124,"[25.115863, 121.518163]",4844.039824270863
125,"[25.038609, 121.498495]",10330.381247256584
126,"[25.022073, 121.548336]",14096.691129549254
127,"[25.073277, 121.619521]",16061.346639818388
128,"[25.026808, 121.546726]",13567.6059078988
129,"[25.078424, 121.58456]",12614.93909113053
130,"[25.031445, 121.519411]",11785.640931742184
131,"[25.079322, 121.568688]",11152.949005974771
132,"[25.01603085, 121.5331757]",13925.896294672726
133,"[25.111839, 121.525888]",5721.290289272733
134,"[25.10336, 121.522629]",5800.36384660541
135,"[25.114513, 121.515677]",4652.460115252225
136,"[25.117457, 121.51668]",4651.812667629085
137,"[25.137976, 121.493066]",2367.187816422189
138,"[25.040558, 121.575372]",14267.913735225386
139,"[25.054501, 121.510549]",9082.537341990213
140,"[25.063404, 121.512909]",8312.91197974252
141,"[24.989902, 121.569984]",18285.35914825402
142,"[24.997996, 121.57444]",17790.317218836153
143,"[24.997659, 121.578752]",18075.635001476603
144,"[24.988363, 121.576536]",18791.167811801562
145,"[25.066688, 121.516149]",8170.085936693594
146,"[25.092546, 121.526556]",6779.683253738862
147,"[25.089175, 121.521814]",6639.447814369609
148,"[25.110331, 121.518316]",5069.451846456073
149,"[25.116665, 121.509621]",3997.9523145269063
150,"[25.036568, 121.57343]",14436.3383224871
151,"[24.987507, 121.549827]",17512.931006143688
152,"[25.08521, 121.519175]",6747.626244675542
153,"[25.059885, 121.516299]",8822.472322870128
154,"[25.093396, 121.519867]",6187.460632699845
155,"[25.076193, 121.57505]",11881.98924327304
156,"[25.06853, 121.61538]",15890.693729294502
157,"[25.082703, 121.571467]",11222.64935401546
158,"[25.067026, 121.61355]",15795.134351118992
159,"[25.082866, 121.566695]",10787.846025163128
161,"[25.131143, 121.503768]",3205.1748762331654
162,"[25.062924, 121.52772]",9185.204160440651
163,"[25.018097, 121.559279]",15083.470785620359
164,"[25.126286, 121.500801]",2901.110846140047
165,"[25.120788, 121.505693]",3487.984989040617
166,"[24.980602, 121.556177]",18487.245089372253
167,"[25.095714, 121.518046]",5883.418338519808
168,"[25.02288, 121.522855]",12797.186544193299
169,"[25.030015, 121.509813]",11578.983159110607
170,"[25.059245, 121.568883]",12414.726821408947
171,"[24.996842, 121.559651]",17080.23994453162
172,"[25.051562, 121.562891]",12513.793499008912
173,"[25.052181, 121.533211]",10473.251770594647
174,"[25.051702, 121.553057]",11798.160093392431
175,"[25.051618, 121.544847]",11249.66411028184
176,"[25.055997, 121.542318]",10714.958323946537
177,"[25.082538, 121.507495]",6220.937604825545
178,"[25.078908, 121.510306]",6713.955851933988
179,"[25.041355, 121.59073]",15375.968268369601
180,"[25.06877, 121.592654]",13833.0097757217
181,"[25.02585, 121.537383]",13161.860119748411
