station,station_coor,distance,near
1,"[25.0408578889, 121.567904444]",7282.7093678728115,False
2,"[25.041254, 121.55742]",6916.105645927492,False
3,"[25.0377972222, 121.565169444]",7505.75651468232,False
4,"[25.0360361111, 121.562325]",7605.355767629722,False
5,"[25.0365638889, 121.5686639]",7755.081483011251,False
6,"[25.034047, 121.565973]",7926.6843498629805,False
7,"[25.0330388889, 121.565619444]",8021.973204776326,False
8,"[25.0352138889, 121.563688889]",7732.612154969598,False
9,"[25.031785, 121.57448]",8469.045426726816,False
10,"[25.0286611111, 121.566116667]",8501.011438948444,False
11,"[25.034937, 121.55762]",7604.3825852691725,False
12,"[25.026679, 121.561747]",8594.07877820306,False
13,"[25.03809, 121.58367]",8272.034120941153,False
14,"[25.06424, 121.54037]",4159.523481802442,False
16,"[25.036084, 121.579135]",8240.751050291537,False
17,"[25.05862, 121.55514]",4991.981891182781,False
18,"[25.049408, 121.55261]",5925.219014802122,False
19,"[25.02863, 121.56981]",8622.377236682123,False
21,"[25.057985, 121.548982]",4921.012905843,False
22,"[25.048824, 121.57845]",6981.1033873543565,False
23,"[25.055074, 121.602798]",8097.805831812597,False
24,"[25.03293, 121.53747]",7648.760802903055,False
25,"[25.04543, 121.57205]",6990.149857231547,False
26,"[25.050142, 121.592375]",7719.277863574904,False
27,"[25.05469, 121.61669]",9241.049274711944,False
28,"[25.04814, 121.57467]",6848.845565490633,False
29,"[25.03164, 121.52655]",7918.5689849543605,False
30,"[25.017054, 121.544352]",9412.039105534624,False
31,"[25.022413, 121.53456]",8833.726614048137,False
32,"[25.023884, 121.553161]",8733.054014697356,False
33,"[25.04878, 121.56087]",6210.076336478709,False
34,"[25.058369, 121.532934]",4879.662443124639,False
35,"[25.059978, 121.533302]",4697.083411604929,False
36,"[25.02101, 121.54153]",8966.195526901583,False
37,"[25.0337, 121.528988]",7650.920491531669,False
38,"[25.026603, 121.52944]",8424.696362467104,False
39,"[25.058, 121.61422]",8829.276953571123,False
40,"[25.04287, 121.5864]",7977.225639853934,False
41,"[25.047425, 121.613706]",9486.594838764218,False
42,"[25.04431, 121.58174]",7582.543572643697,False
43,"[25.035639, 121.614154]",10401.119054238256,False
44,"[25.05973, 121.616187]",8893.077983130906,False
45,"[25.01476, 121.534538]",9682.767609486438,False
46,"[25.056504, 121.611389]",8687.592372915504,False
47,"[25.042275, 121.533939]",6639.4563114805,False
48,"[25.05247, 121.608202]",8702.353860965119,False
49,"[25.040901, 121.548252]",6793.831402309204,False
50,"[25.062002, 121.560186]",4813.588355329761,False
51,"[25.065031, 121.536775]",4093.089497667864,False
52,"[25.054761, 121.536925]",5229.064908094403,False
53,"[25.044781, 121.536609]",6338.124706512941,False
54,"[25.028798, 121.538073]",8105.332975218917,False
55,"[25.049505, 121.549408]",5859.3202440725445,False
56,"[25.038954, 121.522334]",7219.318103762437,False
57,"[25.026217, 121.53519]",8407.291793667258,False
58,"[25.045267, 121.5222]",6547.935461219995,False
59,"[25.052227, 121.525805]",5703.464530640522,False
60,"[25.064317, 121.533487]",4218.5650250030085,False
61,"[25.0131, 121.539723]",9846.39229894553,False
62,"[25.026827, 121.520258]",8577.062352946377,False
63,"[25.037569, 121.545632]",7140.131632161247,False
64,"[25.037773, 121.517029]",7500.610827365907,False
65,"[25.022725, 121.502708]",9584.77739534832,False
66,"[25.007528, 121.537188]",10472.12736598387,False
67,"[25.042973, 121.516428]",6976.814386694142,False
68,"[25.025865, 121.506536]",9112.49219347742,False
69,"[24.999837, 121.547778]",11341.04277083427,False
70,"[25.032752, 121.561645]",7938.084870874623,False
71,"[25.032985, 121.554204]",7749.7656416255995,False
72,"[25.048611, 121.529346]",6012.236821205006,False
73,"[25.072228, 121.510195]",4506.703770078602,False
74,"[25.033817, 121.530547]",7614.819551736441,False
75,"[25.0300508, 121.557635]",8135.544098230676,False
76,"[25.056387, 121.527522]",5211.640208977009,False
77,"[25.059147, 121.56297]",5218.562589479966,False
78,"[25.071824, 121.519287]",3970.7993532731552,False
79,"[25.061285, 121.520205]",4951.456446243284,False
80,"[25.02751, 121.495869]",9412.64513027799,False
81,"[25.020547, 121.528552]",9103.998435094989,False
82,"[25.041778, 121.508693]",7408.604061515345,False
83,"[25.033344, 121.534236]",7624.872362920899,False
84,"[25.029705, 121.502899]",8871.289582195133,False
85,"[25.033362, 121.54911]",7636.564560324802,False
86,"[25.062344, 121.545138]",4389.9020391206805,False
87,"[25.033078, 121.543057]",7626.9914236759,False
88,"[25.032922, 121.57087]",8213.098688363376,False
89,"[25.027323, 121.516385]",8627.402701370009,False
90,"[25.037783, 121.501708]",8128.3440892595045,False
91,"[25.070629, 121.523268]",3882.667984689004,False
92,"[25.046618, 121.507169]",7002.384966540691,False
93,"[25.023877, 121.569836]",9122.603534616921,False
94,"[24.993254, 121.541059]",12052.353943420061,False
95,"[25.023393, 121.497679]",9733.031891126693,False
96,"[25.061567, 121.566558]",5147.190212069266,False
97,"[25.082825, 121.524721]",2657.0051263996384,False
98,"[24.999378, 121.540197]",11371.667901442923,False
99,"[25.057866, 121.520711]",5278.551583129399,False
100,"[25.045753, 121.530697]",6300.4497913939085,False
101,"[25.043668, 121.528487]",6568.2371541227585,False
102,"[25.02043, 121.525322]",9167.227848058632,False
103,"[25.033639, 121.503028]",8473.064114795456,False
104,"[25.004023, 121.54074]",10854.92036422545,False
105,"[25.044412, 121.505409]",7303.02761441944,False
