station,station_coor,distance,near
1,"[25.0408578889, 121.567904444]",2157.8914802794006,False
2,"[25.041254, 121.55742]",1133.5341680968568,False
3,"[25.0377972222, 121.565169444]",1862.4312411852036,False
4,"[25.0360361111, 121.562325]",1593.4892737522805,False
5,"[25.0365638889, 121.5686639]",2221.363039724161,False
6,"[25.034047, 121.565973]",1996.8095695814263,False
7,"[25.0330388889, 121.565619444]",1991.4876652977664,False
8,"[25.0352138889, 121.563688889]",1744.4839788843567,False
9,"[25.031785, 121.57448]",2889.183869671463,False
10,"[25.0286611111, 121.566116667]",2225.877796946996,False
11,"[25.034937, 121.55762]",1159.2881161075863,False
12,"[25.026679, 121.561747]",1985.1001774686954,False
13,"[25.03809, 121.58367]",3725.777979052825,False
14,"[25.06424, 121.54037]",2965.5511889958725,False
16,"[25.036084, 121.579135]",3277.2965378375134,False
17,"[25.05862, 121.55514]",2425.857455849161,False
18,"[25.049408, 121.55261]",1382.5445074092695,False
19,"[25.02863, 121.56981]",2560.673753267949,False
21,"[25.057985, 121.548982]",2213.023357896858,False
22,"[25.048824, 121.57845]",3411.16207904165,False
23,"[25.055074, 121.602798]",5956.003817053542,False
24,"[25.03293, 121.53747]",1097.6274799282596,False
25,"[25.04543, 121.57205]",2678.797414106737,False
26,"[25.050142, 121.592375]",4790.511891116872,False
27,"[25.05469, 121.61669]",7286.6201683713425,False
28,"[25.04814, 121.57467]",3028.217673787533,False
29,"[25.03164, 121.52655]",2155.704052349825,False
30,"[25.017054, 121.544352]",2362.149715490161,False
31,"[25.022413, 121.53456]",2138.079451122002,False
32,"[25.023884, 121.553161]",1719.409912774146,False
33,"[25.04878, 121.56087]",1851.3240352600521,False
34,"[25.058369, 121.532934]",2636.967605082093,False
35,"[25.059978, 121.533302]",2772.5539937945387,False
36,"[25.02101, 121.54153]",1979.9281461680293,False
37,"[25.0337, 121.528988]",1851.8586033404063,False
38,"[25.026603, 121.52944]",2163.3883307528,False
39,"[25.058, 121.61422]",7150.665167080193,False
40,"[25.04287, 121.5864]",4034.398195699311,False
41,"[25.047425, 121.613706]",6829.116410916025,False
42,"[25.04431, 121.58174]",3596.172738853566,False
43,"[25.035639, 121.614154]",6802.879046364158,False
44,"[25.05973, 121.616187]",7399.3939112171065,False
45,"[25.01476, 121.534538]",2878.7372262946255,False
46,"[25.056504, 121.611389]",6828.505758928534,False
47,"[25.042275, 121.533939]",1362.2883003660886,False
48,"[25.05247, 121.608202]",6397.042259135797,False
49,"[25.040901, 121.548252]",339.9821135131766,True
50,"[25.062002, 121.560186]",2976.340447194701,False
51,"[25.065031, 121.536775]",3147.039453021683,False
52,"[25.054761, 121.536925]",2088.510285112343,False
53,"[25.044781, 121.536609]",1252.1544843532618,False
54,"[25.028798, 121.538073]",1358.082377906279,False
55,"[25.049505, 121.549408]",1287.4876032152035,False
56,"[25.038954, 121.522334]",2455.022031140305,False
57,"[25.026217, 121.53519]",1764.9109143375667,False
58,"[25.045267, 121.5222]",2589.408040822494,False
59,"[25.052227, 121.525805]",2619.4411601594925,False
60,"[25.064317, 121.533487]",3194.915901355132,False
61,"[25.0131, 121.539723]",2876.962633832119,False
62,"[25.026827, 121.520258]",2947.473506341129,False
63,"[25.037569, 121.545632]",126.93790244487771,True
64,"[25.037773, 121.517029]",2988.38791720287,False
65,"[25.022725, 121.502708]",4753.122005729582,False
66,"[25.007528, 121.537188]",3541.45126711542,False
67,"[25.042973, 121.516428]",3094.5236853416463,False
68,"[25.025865, 121.506536]",4271.243291411792,False
69,"[24.999837, 121.547778]",4266.250628653535,False
70,"[25.032752, 121.561645]",1623.7359493464614,False
71,"[25.032985, 121.554204]",953.1766539666982,True
72,"[25.048611, 121.529346]",2096.318309315276,False
73,"[25.072228, 121.510195]",5276.056712126341,False
74,"[25.033817, 121.530547]",1697.3663076831704,False
