station,station_coor,distance,near
1,"[25.0408578889, 121.567904444]",12442.248344837282,False
2,"[25.041254, 121.55742]",11941.359431289175,False
3,"[25.0377972222, 121.565169444]",12619.419337812968,False
4,"[25.0360361111, 121.562325]",12673.093540799822,False
5,"[25.0365638889, 121.5686639]",12900.548611954593,False
6,"[25.034047, 121.565973]",13029.748456815892,False
7,"[25.0330388889, 121.565619444]",13115.506396378049,False
8,"[25.0352138889, 121.563688889]",12813.829743508168,False
9,"[25.031785, 121.57448]",13644.581130346513,False
10,"[25.0286611111, 121.566116667]",13577.755945463725,False
11,"[25.034937, 121.55762]",12595.466112383656,False
12,"[25.026679, 121.561747]",13602.967953138836,False
13,"[25.03809, 121.58367]",13519.405962003095,False
14,"[25.06424, 121.54037]",8927.458210472192,False
16,"[25.036084, 121.579135]",13463.681327351744,False
17,"[25.05862, 121.55514]",10096.587578515371,False
18,"[25.049408, 121.55261]",10916.685114739279,False
19,"[25.02863, 121.56981]",13740.47810770863,False
21,"[25.057985, 121.548982]",9896.254107293138,False
22,"[25.048824, 121.57845]",12235.365931441016,False
23,"[25.055074, 121.602798]",13269.573860712475,False
24,"[25.03293, 121.53747]",12183.975750580541,False
25,"[25.04543, 121.57205]",12205.1669048752,False
26,"[25.050142, 121.592375]",12966.491985930212,False
27,"[25.05469, 121.61669]",14319.663501833802,False
28,"[25.04814, 121.57467]",12088.215692835382,False
29,"[25.03164, 121.52655]",12122.103959236038,False
30,"[25.017054, 121.544352]",14063.757782551218,False
31,"[25.022413, 121.53456]",13266.787179236271,False
32,"[25.023884, 121.553161]",13588.098672481965,False
33,"[25.04878, 121.56087]",11333.515348688221,False
34,"[25.058369, 121.532934]",9327.996098044805,False
35,"[25.059978, 121.533302]",9164.387631864534,False
36,"[25.02101, 121.54153]",13568.192340426305,False
37,"[25.0337, 121.528988]",11932.683270688902,False
38,"[25.026603, 121.52944]",12719.045133542193,False
39,"[25.058, 121.61422]",13890.349305807089,False
40,"[25.04287, 121.5864]",13237.238476170076,False
41,"[25.047425, 121.613706]",14648.703887488895,False
42,"[25.04431, 121.58174]",12836.76821645296,False
43,"[25.035639, 121.614154]",15624.379457992087,False
44,"[25.05973, 121.616187]",13917.344537007324,False
45,"[25.01476, 121.534538]",14103.0841110406,False
46,"[25.056504, 121.611389]",13786.72041618169,False
47,"[25.042275, 121.533939]",11091.550265067444,False
48,"[25.05247, 121.608202]",13860.070467874933,False
49,"[25.040901, 121.548252]",11638.185282533666,False
50,"[25.062002, 121.560186]",10010.554137362533,False
51,"[25.065031, 121.536775]",8725.438821615184,False
52,"[25.054761, 121.536925]",9821.204019905847,False
53,"[25.044781, 121.536609]",10883.501693634,False
54,"[25.028798, 121.538073]",12645.225395630938,False
55,"[25.049505, 121.549408]",10783.298174339818,False
56,"[25.038954, 121.522334]",11261.74888663151,False
57,"[25.026217, 121.53519]",12864.078377987395,False
58,"[25.045267, 121.5222]",10562.905157707637,False
59,"[25.052227, 121.525805]",9847.859153302252,False
60,"[25.064317, 121.533487]",8704.302093047434,False
61,"[25.0131, 121.539723]",14385.194096334128,False
62,"[25.026827, 121.520258]",12583.305998304284,False
63,"[25.037569, 121.545632]",11905.51024220316,False
64,"[25.037773, 121.517029]",11345.32516242792,False
65,"[25.022725, 121.502708]",13014.408855996968,False
66,"[25.007528, 121.537188]",14942.276987599744,False
67,"[25.042973, 121.516428]",10764.436451597332,False
68,"[25.025865, 121.506536]",12650.014576597947,False
69,"[24.999837, 121.547778]",16004.686167801776,False
70,"[25.032752, 121.561645]",12978.09962302665,False
71,"[25.032985, 121.554204]",12670.73726595043,False
72,"[25.048611, 121.529346]",10306.944450950738,False
73,"[25.072228, 121.510195]",7490.626345339281,False
74,"[25.033817, 121.530547]",11946.347115437253,False
75,"[25.0300508, 121.557635]",13099.686069169064,False
76,"[25.056387, 121.527522]",9423.125200632485,False
77,"[25.059147, 121.56297]",10426.676322116022,False
78,"[25.071824, 121.519287]",7596.163912119261,False
79,"[25.061285, 121.520205]",8770.528040488838,False
80,"[25.02751, 121.495869]",12541.249745730738,False
81,"[25.020547, 121.528552]",13371.692515402554,False
82,"[25.041778, 121.508693]",10876.92372257686,False
83,"[25.033344, 121.534236]",12068.478425012207,False
84,"[25.029705, 121.502899]",12238.396975560774,False
85,"[25.033362, 121.54911]",12459.016299428715,False
86,"[25.062344, 121.545138]",9298.739919701255,False
87,"[25.033078, 121.543057]",12309.153301818102,False
88,"[25.032922, 121.57087]",13362.359231027525,False
89,"[25.027323, 121.516385]",12501.495035819413,False
90,"[25.037783, 121.501708]",11349.65578973225,False
91,"[25.070629, 121.523268]",7787.889113695235,False
92,"[25.046618, 121.507169]",10341.510446219245,False
93,"[25.023877, 121.569836]",14218.124115685356,False
94,"[24.993254, 121.541059]",16574.465599115683,False
95,"[25.023393, 121.497679]",12977.91829435397,False
96,"[25.061567, 121.566558]",10391.102063780596,False
97,"[25.082825, 121.524721]",6489.285253563851,False
98,"[24.999378, 121.540197]",15889.470254788259,False
