station,station_coor,distance,near
1,"[25.0408578889, 121.567904444]",4692.561513219623,False
2,"[25.041254, 121.55742]",4582.169706691332,False
3,"[25.0377972222, 121.565169444]",4296.701506337454,False
4,"[25.0360361111, 121.562325]",4050.6118192225904,False
5,"[25.0365638889, 121.5686639]",4255.196994864218,False
6,"[25.034047, 121.565973]",3910.655164066039,False
7,"[25.0330388889, 121.565619444]",3793.168114267786,False
8,"[25.0352138889, 121.563688889]",3984.902302915586,False
9,"[25.031785, 121.57448]",3989.8750801691735,False
10,"[25.0286611111, 121.566116667]",3340.004700398454,False
11,"[25.034937, 121.55762]",3880.9877856874914,False
12,"[25.026679, 121.561747]",3015.938215436464,False
13,"[25.03809, 121.58367]",5066.355465995465,False
14,"[25.06424, 121.54037]",7306.729863040249,False
16,"[25.036084, 121.579135]",4635.662173271267,False
17,"[25.05862, 121.55514]",6511.374027176262,False
18,"[25.049408, 121.55261]",5496.92896305016,False
19,"[25.02863, 121.56981]",3468.9179985941987,False
21,"[25.057985, 121.548982]",6478.568889199192,False
22,"[25.048824, 121.57845]",5875.812770765322,False
23,"[25.055074, 121.602798]",7725.0041089975,False
24,"[25.03293, 121.53747]",4102.106358914751,False
25,"[25.04543, 121.57205]",5298.092383351349,False
26,"[25.050142, 121.592375]",6667.89427731713,False
27,"[25.05469, 121.61669]",8621.075611036122,False
28,"[25.04814, 121.57467]",5667.961575455799,False
29,"[25.03164, 121.52655]",4594.77634592324,False
30,"[25.017054, 121.544352]",2222.1386978819687,False
31,"[25.022413, 121.53456]",3290.507256468302,False
32,"[25.023884, 121.553161]",2663.4241495281267,False
33,"[25.04878, 121.56087]",5439.16449468755,False
34,"[25.058369, 121.532934]",6885.762116140247,False
35,"[25.059978, 121.533302]",7042.351049840452,False
36,"[25.02101, 121.54153]",2745.8503166547216,False
37,"[25.0337, 121.528988]",4623.492241007176,False
38,"[25.026603, 121.52944]",3981.415800067178,False
39,"[25.058, 121.61422]",8714.659157740005,False
40,"[25.04287, 121.5864]",5661.796609370808,False
41,"[25.047425, 121.613706]",7847.025771035739,False
42,"[25.04431, 121.58174]",5562.9637346082645,False
43,"[25.035639, 121.614154]",7072.567105114439,False
44,"[25.05973, 121.616187]",8990.316233124207,False
45,"[25.01476, 121.534538]",2707.848003781294,False
46,"[25.056504, 121.611389]",8400.199669077077,False
47,"[25.042275, 121.533939]",5191.713863694442,False
48,"[25.05247, 121.608202]",7851.917027255894,False
49,"[25.040901, 121.548252]",4606.639555699644,False
50,"[25.062002, 121.560186]",6900.008388622118,False
51,"[25.065031, 121.536775]",7478.018810340446,False
52,"[25.054761, 121.536925]",6377.178655327399,False
53,"[25.044781, 121.536609]",5340.905030741296,False
54,"[25.028798, 121.538073]",3668.480530963187,False
55,"[25.049505, 121.549408]",5536.878556226532,False
56,"[25.038954, 121.522334]",5493.830983268326,False
57,"[25.026217, 121.53519]",3583.0768151252355,False
58,"[25.045267, 121.5222]",6069.335005805127,False
59,"[25.052227, 121.525805]",6547.902877459336,False
60,"[25.064317, 121.533487]",7494.723007186881,False
61,"[25.0131, 121.539723]",2186.2822236727147,False
62,"[25.026827, 121.520258]",4669.22034587886,False
63,"[25.037569, 121.545632]",4298.135320112171,False
64,"[25.037773, 121.517029]",5742.174663191176,False
65,"[25.022725, 121.502708]",5928.747128058604,False
66,"[25.007528, 121.537188]",2066.301890858012,False
67,"[25.042973, 121.516428]",6215.601719657054,False
68,"[25.025865, 121.506536]",5747.969746323287,False
69,"[24.999837, 121.547778]",825.6465043668475,True
70,"[25.032752, 121.561645]",3679.209268126274,False
71,"[25.032985, 121.554204]",3664.6668250608677,False
72,"[25.048611, 121.529346]",6027.572335086019,False
73,"[25.072228, 121.510195]",9254.68441477776,False
74,"[25.033817, 121.530547]",4543.648648171121,False
75,"[25.0300508, 121.557635]",3338.3251637622916,False
76,"[25.056387, 121.527522]",6887.160759528996,False
77,"[25.059147, 121.56297]",6607.222928647567,False
78,"[25.071824, 121.519287]",8793.257168989994,False
79,"[25.061285, 121.520205]",7701.931811147918,False
80,"[25.02751, 121.495869]",6781.203620996156,False
81,"[25.020547, 121.528552]",3580.2066979769497,False
82,"[25.041778, 121.508693]",6648.381795251185,False
83,"[25.033344, 121.534236]",4299.619370564661,False
84,"[25.029705, 121.502899]",6281.366774837114,False
85,"[25.033362, 121.54911]",3766.1980782472033,False
86,"[25.062344, 121.545138]",7010.3497339812075,False
87,"[25.033078, 121.543057]",3894.38480723839,False
88,"[25.032922, 121.57087]",3949.9434267479464,False
89,"[25.027323, 121.516385]",5009.358054323672,False
90,"[25.037783, 121.501708]",6890.486893555428,False
91,"[25.070629, 121.523268]",8509.71484362972,False
92,"[25.046618, 121.507169]",7139.217378831791,False
93,"[25.023877, 121.569836]",2993.810681134532,False
94,"[24.993254, 121.541059]",1682.583552254375,False
95,"[25.023393, 121.497679]",6420.730873233798,False
96,"[25.061567, 121.566558]",6921.283383515022,False
97,"[25.082825, 121.524721]",9725.802132326779,False
98,"[24.999378, 121.540197]",1591.0875400431898,False
99,"[25.057866, 121.520711]",7343.297914963416,False
100,"[25.045753, 121.530697]",5682.44927716544,False
101,"[25.043668, 121.528487]",5583.195181143106,False
102,"[25.02043, 121.525322]",3829.2381399218793,False
103,"[25.033639, 121.503028]",6510.795488878041,False
104,"[25.004023, 121.54074]",1596.3110661851854,False
105,"[25.044412, 121.505409]",7089.77296651137,False
106,"[25.032932, 121.497674]",6917.836487819872,False
107,"[25.036402, 121.509422]",6190.295750784097,False
108,"[25.073306, 121.515843]",9091.913317154404,False
109,"[25.071606, 121.530805]",8348.972398556012,False
110,"[25.086376, 121.560888]",9609.963491564939,False
111,"[25.040184, 121.543497]",4634.427059862912,False
112,"[25.137456, 121.503124]",16177.5865865511,False
113,"[25.037724, 121.561178]",4220.105041723721,False
114,"[25.109908, 121.530386]",12482.667923962601,False
115,"[25.048222, 121.520526]",6436.116228612679,False
116,"[25.096122, 121.530215]",10991.397027230078,False
117,"[25.132581, 121.498618]",15826.684487193419,False
118,"[25.136929, 121.499152]",16258.72099627438,False
119,"[25.08418, 121.555116]",9353.376160435679,False
120,"[25.035479, 121.50026]",6856.587711218891,False
121,"[25.05298, 121.540568]",6084.829500058364,False
