station,station_coor,distance
1,"[25.0408578889, 121.567904444]",3254.239546656127
2,"[25.041254, 121.55742]",2197.222055930116
3,"[25.0377972222, 121.565169444]",3018.729504226009
4,"[25.0360361111, 121.562325]",2780.646413210198
5,"[25.0365638889, 121.5686639]",3389.936695064233
6,"[25.034047, 121.565973]",3194.902465315128
7,"[25.0330388889, 121.565619444]",3195.8452953635574
8,"[25.0352138889, 121.563688889]",2937.415253699606
9,"[25.031785, 121.57448]",4088.076489089089
10,"[25.0286611111, 121.566116667]",3431.5683203388817
11,"[25.034937, 121.55762]",2366.1494954021027
12,"[25.026679, 121.561747]",3161.014887830508
13,"[25.03809, 121.58367]",4862.022993401874
14,"[25.06424, 121.54037]",2468.0046834058126
16,"[25.036084, 121.579135]",4437.8439214106975
17,"[25.05862, 121.55514]",2661.4354932695305
18,"[25.049408, 121.55261]",1875.0388250872502
19,"[25.02863, 121.56981]",3769.478000770787
21,"[25.057985, 121.548982]",2187.1264038955915
22,"[25.048824, 121.57845]",4369.282519074374
23,"[25.055074, 121.602798]",6908.11530168217
24,"[25.03293, 121.53747]",1075.4707750484215
25,"[25.04543, 121.57205]",3681.7605285617096
26,"[25.050142, 121.592375]",5777.853924188379
27,"[25.05469, 121.61669]",8276.16759540795
28,"[25.04814, 121.57467]",3981.230479078162
29,"[25.03164, 121.52655]",1512.682679383363
30,"[25.017054, 121.544352]",2957.9714580356185
31,"[25.022413, 121.53456]",2231.87454509081
32,"[25.023884, 121.553161]",2716.4428068151674
33,"[25.04878, 121.56087]",2635.9971317947216
34,"[25.058369, 121.532934]",1789.9948510132526
35,"[25.059978, 121.533302]",1962.1809213731576
36,"[25.02101, 121.54153]",2457.6350862368017
37,"[25.0337, 121.528988]",1182.9680901198378
38,"[25.026603, 121.52944]",1870.9837981137266
39,"[25.058, 121.61422]",8101.177059404809
40,"[25.04287, 121.5864]",5112.80922921819
41,"[25.047425, 121.613706]",7882.6699152108795
42,"[25.04431, 121.58174]",4647.675027501473
43,"[25.035639, 121.614154]",7945.116914458638
44,"[25.05973, 121.616187]",8337.011965771337
45,"[25.01476, 121.534538]",3082.182378088436
46,"[25.056504, 121.611389]",7787.785957641822
47,"[25.042275, 121.533939]",173.63810073550297
48,"[25.05247, 121.608202]",7392.956132917324
49,"[25.040901, 121.548252]",1281.305178716994
50,"[25.062002, 121.560186]",3290.935763058616
51,"[25.065031, 121.536775]",2512.2916061092496
52,"[25.054761, 121.536925]",1373.7778553012665
53,"[25.044781, 121.536609]",275.51756619705515
54,"[25.028798, 121.538073]",1538.6707376963402
55,"[25.049505, 121.549408]",1591.9775487568224
56,"[25.038954, 121.522334]",1397.0489531030357
57,"[25.026217, 121.53519]",1806.7791766662424
58,"[25.045267, 121.5222]",1390.478523461765
59,"[25.052227, 121.525805]",1470.7366670412218
60,"[25.064317, 121.533487]",2440.0940347859737
61,"[25.0131, 121.539723]",3290.4129258130674
62,"[25.026827, 121.520258]",2329.534846913414
63,"[25.037569, 121.545632]",1143.2538994599056
64,"[25.037773, 121.517029]",1947.052359573576
65,"[25.022725, 121.502708]",3978.837960022584
66,"[25.007528, 121.537188]",3887.39392574927
67,"[25.042973, 121.516428]",1937.3371503101416
68,"[25.025865, 121.506536]",3465.4179969399584
69,"[24.999837, 121.547778]",4894.49973276929
70,"[25.032752, 121.561645]",2832.6232204648463
71,"[25.032985, 121.554204]",2145.6958276754817
72,"[25.048611, 121.529346]",933.3245425680268
73,"[25.072228, 121.510195]",4186.9834820371525
74,"[25.033817, 121.530547]",1089.9826962593727
75,"[25.0300508, 121.557635]",2609.5579696411755
76,"[25.056387, 121.527522]",1751.723220329915
77,"[25.059147, 121.56297]",3319.110259057147
78,"[25.071824, 121.519287]",3657.5413495666858
79,"[25.061285, 121.520205]",2608.112512478238
80,"[25.02751, 121.495869]",4338.994476669052
81,"[25.020547, 121.528552]",2539.4439864164883
82,"[25.041778, 121.508693]",2716.8091146465476
83,"[25.033344, 121.534236]",1023.663631477584
84,"[25.029705, 121.502899]",3591.534139594915
85,"[25.033362, 121.54911]",1691.8204520189258
86,"[25.062344, 121.545138]",2408.6777733634685
87,"[25.033078, 121.543057]",1282.658936384278
88,"[25.032922, 121.57087]",3703.3572083104036
89,"[25.027323, 121.516385]",2569.1384662090295
90,"[25.037783, 121.501708]",3458.8172055332557
91,"[25.070629, 121.523268]",3371.413409414213
92,"[25.046618, 121.507169]",2906.2295938299544
93,"[25.023877, 121.569836]",4016.5085256172397
94,"[24.993254, 121.541059]",5498.576201552386
95,"[25.023393, 121.497679]",4373.84734415603
96,"[25.061567, 121.566558]",3769.2590093813296
97,"[25.082825, 121.524721]",4621.373716859725
98,"[24.999378, 121.540197]",4812.398890416531
99,"[25.057866, 121.520711]",2280.19029324547
100,"[25.045753, 121.530697]",618.9133548322204
101,"[25.043668, 121.528487]",734.037975840848
102,"[25.02043, 121.525322]",2661.5256132077147
103,"[25.033639, 121.503028]",3429.8181299568223
104,"[25.004023, 121.54074]",4304.6988238031
105,"[25.044412, 121.505409]",3054.2731442096024
106,"[25.032932, 121.497674]",3969.9594128747117
107,"[25.036402, 121.509422]",2726.8884773008135
108,"[25.073306, 121.515843]",3967.972091840824
109,"[25.071606, 121.530805]",3277.3894632753645
110,"[25.086376, 121.560888]",5505.223024549242
111,"[25.040184, 121.543497]",830.0272199561874
112,"[25.137456, 121.503124]",11059.226734897356
113,"[25.037724, 121.561178]",2625.1238462886586
114,"[25.109908, 121.530386]",7518.548806466566
115,"[25.048222, 121.520526]",1652.8407974262452
