station,station_coor,distance
1,"[25.0408578889, 121.567904444]",4268.139106983452
2,"[25.041254, 121.55742]",3211.1347620376227
3,"[25.0377972222, 121.565169444]",4017.00956595536
4,"[25.0360361111, 121.562325]",3761.38626708562
5,"[25.0365638889, 121.5686639]",4383.415402758598
6,"[25.034047, 121.565973]",4164.538230615217
7,"[25.0330388889, 121.565619444]",4154.859796224997
8,"[25.0352138889, 121.563688889]",3913.1200524252
9,"[25.031785, 121.57448]",5055.737042480219
10,"[25.0286611111, 121.566116667]",4343.488088212773
11,"[25.034937, 121.55762]",3321.892568804072
12,"[25.026679, 121.561747]",4019.8092721552293
13,"[25.03809, 121.58367]",5870.173507392874
14,"[25.06424, 121.54037]",2898.631083696974
16,"[25.036084, 121.579135]",5436.602878205852
17,"[25.05862, 121.55514]",3513.163503207616
18,"[25.049408, 121.55261]",2850.8874399551923
19,"[25.02863, 121.56981]",4696.361695756288
21,"[25.057985, 121.548982]",2961.718144724111
22,"[25.048824, 121.57845]",5384.238999290065
23,"[25.055074, 121.602798]",7918.231615086571
24,"[25.03293, 121.53747]",1560.3691393654071
25,"[25.04543, 121.57205]",4700.61211227396
26,"[25.050142, 121.592375]",6793.763626038665
27,"[25.05469, 121.61669]",9290.477049234381
28,"[25.04814, 121.57467]",4996.5348023880315
29,"[25.03164, 121.52655]",1144.5402863551976
30,"[25.017054, 121.544352]",3349.040621050951
31,"[25.022413, 121.53456]",2348.5162649223325
32,"[25.023884, 121.553161]",3427.3693219901456
33,"[25.04878, 121.56087]",3639.275562082967
34,"[25.058369, 121.532934]",1977.129832554277
35,"[25.059978, 121.533302]",2157.099967858338
36,"[25.02101, 121.54153]",2825.481371352457
37,"[25.0337, 121.528988]",974.5683138600572
38,"[25.026603, 121.52944]",1744.7273576619755
39,"[25.058, 121.61422]",9109.71071699595
40,"[25.04287, 121.5864]",6130.7924964111835
41,"[25.047425, 121.613706]",8901.803418064152
42,"[25.04431, 121.58174]",5666.714296396388
43,"[25.035639, 121.614154]",8953.139838736824
44,"[25.05973, 121.616187]",9342.946153104094
45,"[25.01476, 121.534538]",3149.9761566083275
46,"[25.056504, 121.611389]",8798.092287440499
47,"[25.042275, 121.533939]",845.8695888176564
48,"[25.05247, 121.608202]",8408.534258369755
49,"[25.040901, 121.548252]",2289.4027558722587
50,"[25.062002, 121.560186]",4143.74894005113
51,"[25.065031, 121.536775]",2810.165697553523
52,"[25.054761, 121.536925]",1832.9038668729188
53,"[25.044781, 121.536609]",1159.1340018787137
54,"[25.028798, 121.538073]",1926.48245320613
55,"[25.049505, 121.549408]",2547.805287547335
56,"[25.038954, 121.522334]",460.44335922522
57,"[25.026217, 121.53519]",1995.285494348699
58,"[25.045267, 121.5222]",504.80944309242494
59,"[25.052227, 121.525805]",1149.3238438445944
60,"[25.064317, 121.533487]",2618.3416056874235
61,"[25.0131, 121.539723]",3505.5655771342986
62,"[25.026827, 121.520258]",1758.197849523609
63,"[25.037569, 121.545632]",2079.1899415372973
64,"[25.037773, 121.517029]",973.3404622336327
65,"[25.022725, 121.502708]",3136.978212019934
66,"[25.007528, 121.537188]",3997.031334188032
