station,station_coor,distance
1,"[25.0408578889, 121.567904444]",4906.792846761354
2,"[25.041254, 121.55742]",3850.653295408612
3,"[25.0377972222, 121.565169444]",4644.7894270124725
4,"[25.0360361111, 121.562325]",4379.388113938751
5,"[25.0365638889, 121.5686639]",5007.490397507867
6,"[25.034047, 121.565973]",4774.941131723024
7,"[25.0330388889, 121.565619444]",4759.324915580643
8,"[25.0352138889, 121.563688889]",4527.791208290656
9,"[25.031785, 121.57448]",5662.465282719621
10,"[25.0286611111, 121.566116667]",4921.331330243423
11,"[25.034937, 121.55762]",3928.6422151124275
12,"[25.026679, 121.561747]",4572.090341201868
13,"[25.03809, 121.58367]",6503.057551566493
14,"[25.06424, 121.54037]",3352.393761624818
16,"[25.036084, 121.579135]",6062.771894169167
17,"[25.05862, 121.55514]",4117.846232516871
18,"[25.049408, 121.55261]",3493.9203020142713
19,"[25.02863, 121.56981]",5280.642401796351
21,"[25.057985, 121.548982]",3546.4854361540824
22,"[25.048824, 121.57845]",6032.387460247687
23,"[25.055074, 121.602798]",8566.184955351933
24,"[25.03293, 121.53747]",2046.7955482249902
25,"[25.04543, 121.57205]",5347.271055046716
26,"[25.050142, 121.592375]",7441.824831799838
27,"[25.05469, 121.61669]",9938.67658043158
28,"[25.04814, 121.57467]",5644.645805412254
29,"[25.03164, 121.52655]",1275.4536905107154
30,"[25.017054, 121.544352]",3674.1848495342897
31,"[25.022413, 121.53456]",2580.1096777615926
32,"[25.023884, 121.553161]",3914.232344210882
33,"[25.04878, 121.56087]",4286.66007047477
34,"[25.058369, 121.532934]",2377.7703184903307
35,"[25.059978, 121.533302]",2545.91319840325
36,"[25.02101, 121.54153]",3161.052178262879
37,"[25.0337, 121.528988]",1275.8046095800037
38,"[25.026603, 121.52944]",1902.5671101029843
39,"[25.058, 121.61422]",9757.414130987223
40,"[25.04287, 121.5864]",6773.287521908333
41,"[25.047425, 121.613706]",9547.66325931853
42,"[25.04431, 121.58174]",6311.405554590934
43,"[25.035639, 121.614154]",9584.714909717477
44,"[25.05973, 121.616187]",9990.176182056013
45,"[25.01476, 121.534538]",3299.6823537885784
46,"[25.056504, 121.611389]",9446.050876662495
47,"[25.042275, 121.533939]",1491.9584757960577
48,"[25.05247, 121.608202]",9056.651074088399
49,"[25.040901, 121.548252]",2926.9357932904577
50,"[25.062002, 121.560186]",4744.69916672806
51,"[25.065031, 121.536775]",3207.455810580526
52,"[25.054761, 121.536925]",2353.1742374926575
53,"[25.044781, 121.536609]",1804.1863051721482
54,"[25.028798, 121.538073]",2334.5930170046277
55,"[25.049505, 121.549408]",3187.5423337941847
56,"[25.038954, 121.522334]",387.87322684649786
57,"[25.026217, 121.53519]",2299.975476888326
58,"[25.045267, 121.5222]",564.635837733883
59,"[25.052227, 121.525805]",1416.8074893488279
60,"[25.064317, 121.533487]",2967.537901936281
61,"[25.0131, 121.539723]",3726.3873513139492
62,"[25.026827, 121.520258]",1577.189964059061
63,"[25.037569, 121.545632]",2689.8632655063607
64,"[25.037773, 121.517029]",418.121644526593
65,"[25.022725, 121.502708]",2622.991085513525
66,"[25.007528, 121.537188]",4137.656079198865
67,"[25.042973, 121.516428]",356.50726279972616
68,"[25.025865, 121.506536]",2109.927003003932
69,"[24.999837, 121.547778]",5405.6005618347635
70,"[25.032752, 121.561645]",4373.061165574286
71,"[25.032985, 121.554204]",3636.944509498149
72,"[25.048611, 121.529346]",1328.6299091725784
73,"[25.072228, 121.510195]",3591.195842585044
74,"[25.033817, 121.530547]",1393.2904542433025
75,"[25.0300508, 121.557635]",4058.535923986139
76,"[25.056387, 121.527522]",1907.5058187715542
77,"[25.059147, 121.56297]",4850.114859053373
78,"[25.071824, 121.519287]",3429.8746426481775
79,"[25.061285, 121.520205]",2260.2540672958044
80,"[25.02751, 121.495869]",2787.0142761881093
81,"[25.020547, 121.528552]",2459.5684118981317
82,"[25.041778, 121.508693]",1062.101426657217
83,"[25.033344, 121.534236]",1736.5894860442522
84,"[25.029705, 121.502899]",2065.935556898793
85,"[25.033362, 121.54911]",3130.2026095607116
86,"[25.062344, 121.545138]",3531.5411980865965
87,"[25.033078, 121.543057]",2559.1470106939028
88,"[25.032922, 121.57087]",5282.222326828493
89,"[25.027323, 121.516385]",1544.657080359059
90,"[25.037783, 121.501708]",1797.5601789940583
91,"[25.070629, 121.523268]",3322.3685957971643
92,"[25.046618, 121.507169]",1364.5121123240954
93,"[25.023877, 121.569836]",5444.59525302343
94,"[24.993254, 121.541059]",5745.712216682884
95,"[25.023393, 121.497679]",2919.6574439294723
96,"[25.061567, 121.566558]",5291.58705551548
97,"[25.082825, 121.524721]",4686.247300149551
