station,station_coor,distance
1,"[25.0408578889, 121.567904444]",14394.87268109055
2,"[25.041254, 121.55742]",13654.540863119619
3,"[25.0377972222, 121.565169444]",14457.958883076537
4,"[25.0360361111, 121.562325]",14416.658354064613
5,"[25.0365638889, 121.5686639]",14796.020384159814
6,"[25.034047, 121.565973]",14824.148791257394
7,"[25.0330388889, 121.565619444]",14885.682940348448
8,"[25.0352138889, 121.563688889]",14575.486893239435
9,"[25.031785, 121.57448]",15583.870330357167
10,"[25.0286611111, 121.566116667]",15290.267418020796
11,"[25.034937, 121.55762]",14208.566126859974
12,"[25.026679, 121.561747]",15187.124112108982
13,"[25.03809, 121.58367]",15740.742163160023
14,"[25.06424, 121.54037]",10601.533453443775
16,"[25.036084, 121.579135]",15566.00113320794
17,"[25.05862, 121.55514]",12085.410907162115
18,"[25.049408, 121.55261]",12652.336248056634
19,"[25.02863, 121.56981]",15532.673604267386
21,"[25.057985, 121.548982]",11701.399190981418
22,"[25.048824, 121.57845]",14551.18374922076
23,"[25.055074, 121.602798]",16088.96327882864
24,"[25.03293, 121.53747]",13225.307703247427
25,"[25.04543, 121.57205]",14329.399602257385
26,"[25.050142, 121.592375]",15548.235532815403
27,"[25.05469, 121.61669]",17296.664920168736
28,"[25.04814, 121.57467]",14316.872799312545
29,"[25.03164, 121.52655]",12817.458799567608
30,"[25.017054, 121.544352]",15097.710042693427
31,"[25.022413, 121.53456]",14099.102743543994
32,"[25.023884, 121.553161]",14928.366602646167
33,"[25.04878, 121.56087]",13268.5598430355
34,"[25.058369, 121.532934]",10624.619899716972
35,"[25.059978, 121.533302]",10505.095376835097
36,"[25.02101, 121.54153]",14574.59733771905
37,"[25.0337, 121.528988]",12727.31957068127
38,"[25.026603, 121.52944]",13448.660913078415
39,"[25.058, 121.61422]",16895.067323659277
40,"[25.04287, 121.5864]",15589.989517397891
41,"[25.047425, 121.613706]",17474.775437802382
42,"[25.04431, 121.58174]",15131.418937387005
43,"[25.035639, 121.614154]",18270.931743868372
44,"[25.05973, 121.616187]",16971.139860158513
45,"[25.01476, 121.534538]",14856.432411007085
46,"[25.056504, 121.611389]",16735.275627934767
47,"[25.042275, 121.533939]",12154.667819253536
48,"[25.05247, 121.608202]",16702.94215429146
49,"[25.040901, 121.548252]",13104.705187379817
50,"[25.062002, 121.560186]",12201.725836158581
51,"[25.065031, 121.536775]",10294.420113134709
52,"[25.054761, 121.536925]",11187.331293832765
53,"[25.044781, 121.536609]",12069.089801682363
54,"[25.028798, 121.538073]",13650.904837150696
55,"[25.049505, 121.549408]",12432.71676722976
56,"[25.038954, 121.522334]",11900.054045454348
57,"[25.026217, 121.53519]",13756.703040326043
58,"[25.045267, 121.5222]",11270.636667878205
59,"[25.052227, 121.525805]",10781.803898226535
60,"[25.064317, 121.533487]",10140.117557993417
61,"[25.0131, 121.539723]",15257.800080075975
62,"[25.026827, 121.520258]",13035.580139435922
63,"[25.037569, 121.545632]",13246.423055640098
64,"[25.037773, 121.517029]",11789.961684372738
65,"[25.022725, 121.502708]",12886.3189523274
66,"[25.007528, 121.537188]",15696.247743140675
67,"[25.042973, 121.516428]",11238.675223292055
68,"[25.025865, 121.506536]",12658.32348934896
