station,station_coor,distance
1,"[25.0408578889, 121.567904444]",5003.704970168733
2,"[25.041254, 121.55742]",4035.9296736917854
3,"[25.0377972222, 121.565169444]",4905.303049327635
4,"[25.0360361111, 121.562325]",4756.865423140407
5,"[25.0365638889, 121.5686639]",5280.353886988093
6,"[25.034047, 121.565973]",5185.732998262345
7,"[25.0330388889, 121.565619444]",5216.395331541899
8,"[25.0352138889, 121.563688889]",4921.861169097401
9,"[25.031785, 121.57448]",6050.244890361234
10,"[25.0286611111, 121.566116667]",5538.9289714709985
11,"[25.034937, 121.55762]",4435.240622023569
12,"[25.026679, 121.561747]",5340.4985856284175
13,"[25.03809, 121.58367]",6592.084269319731
14,"[25.06424, 121.54037]",1910.4276775994788
16,"[25.036084, 121.579135]",6253.087173233291
17,"[25.05862, 121.55514]",3301.2126513439803
18,"[25.049408, 121.55261]",3221.597830902198
19,"[25.02863, 121.56981]",5841.32421922874
21,"[25.057985, 121.548982]",2682.503149202099
22,"[25.048824, 121.57845]",5757.90575998125
23,"[25.055074, 121.602798]",8112.539851385314
24,"[25.03293, 121.53747]",3257.3319142932564
25,"[25.04543, 121.57205]",5221.883826979159
26,"[25.050142, 121.592375]",7117.898460041445
27,"[25.05469, 121.61669]",9512.28398803241
28,"[25.04814, 121.57467]",5401.064400780902
29,"[25.03164, 121.52655]",3052.8506798483045
30,"[25.017054, 121.544352]",5146.496247261591
31,"[25.022413, 121.53456]",4231.815549025478
32,"[25.023884, 121.553161]",4972.452811260109
33,"[25.04878, 121.56087]",4036.312293072136
34,"[25.058369, 121.532934]",1065.5954202898129
35,"[25.059978, 121.533302]",1108.7553769220667
36,"[25.02101, 121.54153]",4627.552449558347
37,"[25.0337, 121.528988]",2873.0558683696568
38,"[25.026603, 121.52944]",3653.8643983865445
39,"[25.058, 121.61422]",9252.660513548153
40,"[25.04287, 121.5864]",6690.062820783552
41,"[25.047425, 121.613706]",9287.84075473703
42,"[25.04431, 121.58174]",6195.016538646252
43,"[25.035639, 121.614154]",9599.314997341633
44,"[25.05973, 121.616187]",9450.792008490784
45,"[25.01476, 121.534538]",5051.667172575246
46,"[25.056504, 121.611389]",8970.825378574134
47,"[25.042275, 121.533939]",2179.064858564121
48,"[25.05247, 121.608202]",8675.10031707561
49,"[25.040901, 121.548252]",3282.4561012445506
50,"[25.062002, 121.560186]",3825.6237516195256
51,"[25.065031, 121.536775]",1606.5830487789424
52,"[25.054761, 121.536925]",1534.6674315665725
53,"[25.044781, 121.536609]",2121.1462869603365
54,"[25.028798, 121.538073]",3695.480722861594
55,"[25.049505, 121.549408]",2914.6235141094576
56,"[25.038954, 121.522334]",2210.357566985188
57,"[25.026217, 121.53519]",3849.8317676807806
58,"[25.045267, 121.5222]",1508.4757875929092
59,"[25.052227, 121.525805]",811.9956503087924
60,"[25.064317, 121.533487]",1275.3092192202162
61,"[25.0131, 121.539723]",5377.403184040087
62,"[25.026827, 121.520258]",3565.155368920795
63,"[25.037569, 121.545632]",3329.064143672345
64,"[25.037773, 121.517029]",2402.636169514077
65,"[25.022725, 121.502708]",4476.869036773961
66,"[25.007528, 121.537188]",5896.938909196509
67,"[25.042973, 121.516428]",1862.1981690923035
68,"[25.025865, 121.506536]",3997.709606992848
69,"[24.999837, 121.547778]",7041.8517455219735
70,"[25.032752, 121.561645]",4905.717951892288
71,"[25.032985, 121.554204]",4306.545672422777
72,"[25.048611, 121.529346]",1336.3731759214065
73,"[25.072228, 121.510195]",1929.2343324665676
74,"[25.033817, 121.530547]",2901.0444718572553
75,"[25.0300508, 121.557635]",4781.738958512335
76,"[25.056387, 121.527522]",586.0935413716337
77,"[25.059147, 121.56297]",4089.9743255752232
78,"[25.071824, 121.519287]",1477.567503452922
79,"[25.061285, 121.520205]",349.04653513422255
80,"[25.02751, 121.495869]",4388.232995178372
81,"[25.020547, 121.528552]",4302.472026027691
82,"[25.041778, 121.508693]",2343.850598342906
83,"[25.033344, 121.534236]",3076.030481943515
84,"[25.029705, 121.502899]",3786.3399461628633
85,"[25.033362, 121.54911]",3908.812581566216
86,"[25.062344, 121.545138]",2326.6099809471884
87,"[25.033078, 121.543057]",3541.899115870685
88,"[25.032922, 121.57087]",5672.268058641396
89,"[25.027323, 121.516385]",3555.1210800700105
90,"[25.037783, 121.501708]",3132.020016403741
91,"[25.070629, 121.523268]",1314.8763930083314
