station,station_coor,distance
1,"[25.0408578889, 121.567904444]",3743.08890703561
2,"[25.041254, 121.55742]",3231.16542724245
3,"[25.0377972222, 121.565169444]",3305.2076666546773
4,"[25.0360361111, 121.562325]",2974.975557365747
5,"[25.0365638889, 121.5686639]",3437.1109380403227
6,"[25.034047, 121.565973]",3047.493502713764
7,"[25.0330388889, 121.565619444]",2943.319177356504
8,"[25.0352138889, 121.563688889]",2988.4022064862775
9,"[25.031785, 121.57448]",3560.3729915551903
10,"[25.0286611111, 121.566116667]",2667.777327320621
11,"[25.034937, 121.55762]",2611.6810193380047
12,"[25.026679, 121.561747]",2183.370802076338
13,"[25.03809, 121.58367]",4718.83969747101
14,"[25.06424, 121.54037]",5537.8113649815805
16,"[25.036084, 121.579135]",4215.409176929462
17,"[25.05862, 121.55514]",5008.2174252666055
18,"[25.049408, 121.55261]",3953.33166412048
19,"[25.02863, 121.56981]",2975.3853615716903
21,"[25.057985, 121.548982]",4844.804454616432
22,"[25.048824, 121.57845]",5106.101302931975
23,"[25.055074, 121.602798]",7386.386714931449
24,"[25.03293, 121.53747]",2164.563645610946
25,"[25.04543, 121.57205]",4400.9849541159765
26,"[25.050142, 121.592375]",6223.069642463983
27,"[25.05469, 121.61669]",8516.309433106988
28,"[25.04814, 121.57467]",4801.246491436447
29,"[25.03164, 121.52655]",2632.1589467972826
30,"[25.017054, 121.544352]",275.87162058136227
31,"[25.022413, 121.53456]",1339.6965423604736
32,"[25.023884, 121.553161]",1341.5301758133546
33,"[25.04878, 121.56087]",4137.237682413256
34,"[25.058369, 121.532934]",5009.575157561653
35,"[25.059978, 121.533302]",5175.270037986529
36,"[25.02101, 121.54153]",780.9133195780837
37,"[25.0337, 121.528988]",2648.115602525241
38,"[25.026603, 121.52944]",2034.6407172368765
39,"[25.058, 121.61422]",8508.507021834428
40,"[25.04287, 121.5864]",5250.169477084709
41,"[25.047425, 121.613706]",7855.35706679696
42,"[25.04431, 121.58174]",4986.916461740108
43,"[25.035639, 121.614154]",7381.66444180212
44,"[25.05973, 121.616187]",8780.911043787715
45,"[25.01476, 121.534538]",1021.2950900260387
46,"[25.056504, 121.611389]",8179.332085366344
47,"[25.042275, 121.533939]",3262.8321727641846
48,"[25.05247, 121.608202]",7662.218512197473
49,"[25.040901, 121.548252]",2947.80464252392
50,"[25.062002, 121.560186]",5498.78707771967
51,"[25.065031, 121.536775]",5664.922238159163
52,"[25.054761, 121.536925]",4534.4827020777
53,"[25.044781, 121.536609]",3453.97131603938
54,"[25.028798, 121.538073]",1714.0633942549978
55,"[25.049505, 121.549408]",3911.58647761161
56,"[25.038954, 121.522334]",3522.052589379419
57,"[25.026217, 121.53519]",1607.5574168627934
58,"[25.045267, 121.5222]",4094.1201682838964
59,"[25.052227, 121.525805]",4596.483756120969
60,"[25.064317, 121.533487]",5643.033319760234
61,"[25.0131, 121.539723]",525.4615953362129
62,"[25.026827, 121.520258]",2811.1727108086884
63,"[25.037569, 121.545632]",2556.9794753406613
64,"[25.037773, 121.517029]",3795.0331510889896
65,"[25.022725, 121.502708]",4324.00166917068
66,"[25.007528, 121.537188]",1088.7246856755326
67,"[25.042973, 121.516428]",4249.507026856326
68,"[25.025865, 121.506536]",4041.9182401146118
69,"[24.999837, 121.547778]",1670.0566963271203
70,"[25.032752, 121.561645]",2646.3569468656
71,"[25.032985, 121.554204]",2259.7010245575443
72,"[25.048611, 121.529346]",4085.949427574685
73,"[25.072228, 121.510195]",7289.667054115443
74,"[25.033817, 121.530547]",2568.3064608398226
75,"[25.0300508, 121.557635]",2159.069502311463
76,"[25.056387, 121.527522]",4958.38553051093
77,"[25.059147, 121.56297]",5286.364639641355
78,"[25.071824, 121.519287]",6858.708588272222
79,"[25.061285, 121.520205]",5747.628488440582
80,"[25.02751, 121.495869]",5122.9041090538385
81,"[25.020547, 121.528552]",1754.131766344777
82,"[25.041778, 121.508693]",4720.177324523745
83,"[25.033344, 121.534236]",2335.439039332201
84,"[25.029705, 121.502899]",4532.123522004021
85,"[25.033362, 121.54911]",2134.7164210793017
86,"[25.062344, 121.545138]",5310.210327571665
87,"[25.033078, 121.543057]",2062.199467764766
88,"[25.032922, 121.57087]",3335.122242673185
89,"[25.027323, 121.516385]",3182.4542130031477
90,"[25.037783, 121.501708]",5038.8146180228005
91,"[25.070629, 121.523268]",6593.778441249897
92,"[25.046618, 121.507169]",5192.301077057862
93,"[25.023877, 121.569836]",2737.804559345592
94,"[24.993254, 121.541059]",2400.2261782154787
95,"[25.023393, 121.497679]",4835.160508692825
96,"[25.061567, 121.566558]",5669.906003412799
97,"[25.082825, 121.524721]",7849.050919103834
98,"[24.999378, 121.540197]",1750.569078157524
99,"[25.057866, 121.520711]",5383.6129644253415
100,"[25.045753, 121.530697]",3740.293193517536
101,"[25.043668, 121.528487]",3621.2478385957006
102,"[25.02043, 121.525322]",2055.0215622169335
103,"[25.033639, 121.503028]",4700.224589053589
104,"[25.004023, 121.54074]",1239.9948910483963
105,"[25.044412, 121.505409]",5161.853471125809
106,"[25.032932, 121.497674]",5155.906610037775
107,"[25.036402, 121.509422]",4300.75091960404
108,"[25.073306, 121.515843]",7145.721431080595
109,"[25.071606, 121.530805]",6491.970239597594
110,"[25.086376, 121.560888]",8147.677063272974
111,"[25.040184, 121.543497]",2848.3829846451895
112,"[25.137456, 121.503124]",14288.524647320197
113,"[25.037724, 121.561178]",3063.176830089769
114,"[25.109908, 121.530386]",10696.109341550246
115,"[25.048222, 121.520526]",4461.3300952523105
116,"[25.096122, 121.530215]",9182.156522410165
117,"[25.132581, 121.498618]",13915.775546130575
118,"[25.136929, 121.499152]",14355.214248364397
119,"[25.08418, 121.555116]",7809.254162897969
120,"[25.035479, 121.50026]",5041.6891305392155
121,"[25.05298, 121.540568]",4288.7481765808225
122,"[25.079666, 121.57584]",7887.9667675583205
123,"[25.116325, 121.534136]",11362.080458060685
124,"[25.115863, 121.518163]",11573.255079409493
125,"[25.038609, 121.498495]",5364.624022014294
126,"[25.022073, 121.548336]",910.3118492406827
127,"[25.073277, 121.619521]",9972.059631695993
128,"[25.026808, 121.546726]",1374.2575520164357
129,"[25.078424, 121.58456]",8156.501973788284
130,"[25.031445, 121.519411]",3160.809234541543
131,"[25.079322, 121.568688]",7593.591904269185
132,"[25.01603085, 121.5331757]",1169.4131295188224
133,"[25.111839, 121.525888]",10977.862179885324
134,"[25.10336, 121.522629]",10117.41163061252
135,"[25.114513, 121.515677]",11488.335177802379
136,"[25.117457, 121.51668]",11780.638375654577
137,"[25.137976, 121.493066]",14671.35960377374
138,"[25.040558, 121.575372]",4231.489245493677
139,"[25.054501, 121.510549]",5613.688596773442
140,"[25.063404, 121.512909]",6300.896632679519
141,"[24.989902, 121.569984]",3747.376909046668
142,"[24.997996, 121.57444]",3521.8538012277268
143,"[24.997659, 121.578752]",3916.501422838289
144,"[24.988363, 121.576536]",4337.776936821861
145,"[25.066688, 121.516149]",6466.536701086833
146,"[25.092546, 121.526556]",8858.311918321371
147,"[25.089175, 121.521814]",8607.174505444778
148,"[25.110331, 121.518316]",10971.912367340328
149,"[25.116665, 121.509621]",11886.602856767404
150,"[25.036568, 121.57343]",3790.5482925311503
151,"[24.987507, 121.549827]",3055.9772633402717
152,"[25.08521, 121.519175]",8261.957659392381
153,"[25.059885, 121.516299]",5791.181098670113
154,"[25.093396, 121.519867]",9112.098613936509
155,"[25.076193, 121.57505]",7502.473425440314
156,"[25.06853, 121.61538]",9312.159192910072
157,"[25.082703, 121.571467]",8040.449952981828
158,"[25.067026, 121.61355]",9063.455189122567
159,"[25.082866, 121.566695]",7909.464057609418
161,"[25.131143, 121.503768]",13599.12301465942
162,"[25.062924, 121.52772]",5639.306780404492
163,"[25.018097, 121.559279]",1522.6635873074247
164,"[25.126286, 121.500801]",13182.610950166878
165,"[25.120788, 121.505693]",12444.204700312506
166,"[24.980602, 121.556177]",3953.1600754240208
167,"[25.095714, 121.518046]",9410.855044755339
168,"[25.02288, 121.522855]",2383.730682874672
169,"[25.030015, 121.509813]",3908.7311142918875
170,"[25.059245, 121.568883]",5532.179375417411
171,"[24.996842, 121.559651]",2484.5988813228732
172,"[25.051562, 121.562891]",4502.279337267874
173,"[25.052181, 121.533211]",4336.477767941293
174,"[25.051702, 121.553057]",4212.254384064482
175,"[25.051618, 121.544847]",4117.363623253418
176,"[25.055997, 121.542318]",4610.350681842006
177,"[25.082538, 121.507495]",8432.716053926884
178,"[25.078908, 121.510306]",7945.679690668556
179,"[25.041355, 121.59073]",5512.901785838806
180,"[25.06877, 121.592654]",7724.073963189474
181,"[25.02585, 121.537383]",1451.5512846287634
182,"[25.0253, 121.523537]",2439.915375219311
183,"[25.05379, 121.514179]",5332.6640361857735
184,"[25.084759, 121.537892]",7832.270083085856
185,"[25.042342, 121.54605]",3089.004651418047
186,"[25.035414, 121.514218]",3844.0527013289934
187,"[25.037465, 121.555769]",2778.488342118353
188,"[25.090293, 121.50189]",9456.823012492654
189,"[25.087987, 121.58781]",9246.167099762533
190,"[25.079278, 121.546683]",7195.830521705428
191,"[25.083873, 121.60206]",9631.789291873638
192,"[25.072485, 121.607955]",9060.166509704579
193,"[25.041277, 121.61935]",8088.160956239998
194,"[25.047958, 121.524388]",4235.92268707627
195,"[25.035851, 121.523987]",3151.595992119044
196,"[25.068744, 121.589233]",7510.884409114507
197,"[25.049845, 121.571885]",4783.825282292758
201,"[25.057164, 121.597924]",7155.027590262796
202,"[25.124646, 121.467336]",14506.292826014922
203,"[25.024487, 121.51057]",3608.0430132462766
204,"[25.113625, 121.53742]",11036.38683463132
205,"[24.988241, 121.55561]",3130.377836954763
206,"[25.005386, 121.55716]",1622.0570077844898
207,"[25.103242, 121.487477]",11417.70400843386
208,"[25.035555, 121.495342]",5489.821655518467
209,"[25.137837, 121.486071]",14921.273234142596
210,"[25.079766, 121.558135]",7373.05607971424
211,"[25.080915, 121.597339]",9085.14380307703
212,"[25.084223, 121.549452]",7757.796358520876
213,"[25.107782, 121.523107]",10587.687498459023
214,"[25.055935, 121.578645]",5731.561904613155
215,"[25.04993, 121.510367]",5233.294660122811
216,"[25.082553, 121.544601]",7557.144155596918
217,"[25.062645, 121.574267]",6119.02997392854
218,"[25.043299, 121.564108]",3745.0711354541722
219,"[25.031147, 121.49074]",5737.457598556487
220,"[25.059162, 121.510512]",6033.858934369315
221,"[25.019276, 121.57107]",2710.5247353023956
222,"[25.064108, 121.522065]",5958.582380634246
223,"[25.1274, 121.507267]",13097.416077611237
224,"[25.088243, 121.510535]",8882.480447340491
225,"[25.0186, 121.554839]",1117.3176559206913
226,"[25.054365, 121.594228]",6669.952228941743
227,"[25.084244, 121.57668]",8389.54172738509
228,"[24.998811, 121.56789]",2924.518050119872
229,"[25.049394, 121.514611]",4914.237915343001
230,"[25.075366, 121.580811]",7676.249484970688
231,"[25.047805, 121.545022]",3693.508113431504
232,"[25.118843, 121.529738]",11689.581721668614
233,"[25.131411, 121.474155]",14804.698152731477
234,"[25.124162, 121.526071]",12327.045988247655
235,"[25.04846, 121.565928]",4332.490186676646
236,"[25.119292, 121.469138]",13907.692296434036
237,"[25.001149, 121.551418]",1641.9218831942644
238,"[25.073119, 121.575965]",7231.463547393168
239,"[25.056641, 121.583403]",6090.149099755384
240,"[25.052141, 121.536802]",4250.091584574278
241,"[25.038943, 121.579146]",4404.289186192429
242,"[25.117472, 121.463161]",14081.057397242354
243,"[25.090202, 121.506219]",9257.04198193656
244,"[25.045908, 121.543736]",3483.6785405478067
245,"[25.060632, 121.544028]",5120.047522945209
246,"[25.098743, 121.548086]",9363.704846807614
247,"[24.987144, 121.560627]",3449.5230797597674
248,"[25.027123, 121.555566]",1774.006036874316
249,"[25.037706, 121.506624]",4615.480776562287
250,"[25.04184, 121.539873]",3068.392666358638
251,"[25.083023, 121.520692]",7983.627469029834
252,"[25.020544, 121.545608]",668.7428850435243
253,"[25.101423, 121.52799]",9800.513275748477
254,"[25.125377, 121.471482]",14356.090273187145
255,"[25.046914, 121.557674]",3825.5516938591823
256,"[25.096507, 121.527526]",9271.047020634287
257,"[25.023316, 121.492637]",5332.1078395637305
258,"[25.052096, 121.507979]",5573.0587722749315
259,"[25.051761, 121.542168]",4140.916651012069
260,"[25.068616, 121.583991]",7195.8058649087
261,"[25.054095, 121.560928]",4688.143635246357
262,"[24.984144, 121.569064]",4183.767812989218
263,"[25.097103, 121.542153]",9178.534165795038
264,"[25.145936, 121.493009]",15504.11043326689
265,"[25.135394, 121.478]",15017.628303102802
266,"[25.080258, 121.564806]",7578.41663064231
267,"[25.05062, 121.580194]",5372.076483891604
268,"[25.056655, 121.607055]",7834.4761531519625
269,"[25.070723, 121.590304]",7751.904716572323
270,"[25.105429, 121.529217]",10220.090251370058
271,"[25.048334, 121.534693]",3884.5171645586142
272,"[24.984707, 121.563125]",3807.8374483941298
273,"[25.110437, 121.535954]",10693.812326173958
274,"[25.066997, 121.579833]",6819.542302394508
275,"[25.040988, 121.507688]",4743.5337884814235
276,"[25.028679, 121.55932]",2152.380277558588
277,"[25.044091, 121.51025]",4773.71518485606
278,"[25.062557, 121.586065]",6770.419102427974
279,"[25.053432, 121.606331]",7565.998039686442
280,"[25.089034, 121.51732]",8724.294555697717
281,"[25.050245, 121.532725]",4143.334614010172
282,"[25.041935, 121.571999]",4101.975049286859
283,"[25.127959, 121.4677]",14799.096673257794
284,"[25.096166, 121.522096]",9351.552428617657
285,"[25.025966, 121.51377]",3360.8024414734687
286,"[25.086372, 121.565713]",8258.435498579067
287,"[25.066424, 121.537354]",5810.633573837437
288,"[25.041928, 121.524591]",3651.5779870987335
289,"[25.023377, 121.518835]",2780.653778972077
290,"[25.068387, 121.530188]",6157.338862750843
291,"[25.049616, 121.577459]",5106.93872610773
292,"[25.046361, 121.582848]",5222.524156437975
293,"[25.013284, 121.530037]",1481.8044713621907
294,"[25.047617, 121.540431]",3697.2050786324153
295,"[25.023473, 121.541083]",1051.8531738732415
296,"[25.001545, 121.536446]",1670.671814775498
297,"[25.041702, 121.499922]",5423.733551019102
298,"[25.056458, 121.516976]",5427.652592911128
299,"[25.029264, 121.499358]",4848.555019440469
300,"[25.033209, 121.558731]",2508.5829089734375
301,"[25.055062, 121.525383]",4901.933779481287
302,"[25.060746, 121.550711]",5168.252115880246
303,"[25.076691, 121.617085]",10044.824766762446
304,"[25.029902, 121.531235]",2175.2811263488993
305,"[25.087413, 121.592253]",9409.78694693176
306,"[25.027781, 121.52198]",2716.4425252848737
307,"[25.03757, 121.552076]",2661.935684490772
308,"[25.055672, 121.567127]",5097.621932817676
309,"[25.05447, 121.556098]",4581.440859648479
310,"[25.057923, 121.542732]",4822.370910502351
311,"[25.042392, 121.532229]",3335.960905634519
312,"[25.033323, 121.552787]",2237.753674568181
313,"[25.04515, 121.532738]",3604.5581269543504
314,"[25.053614, 121.54872]",4358.396751477968
315,"[25.001447, 121.539037]",1567.864907593408
316,"[25.060911, 121.54763]",5159.275740964183
317,"[25.026823, 121.491675]",5510.4646320854745
318,"[25.084135, 121.59484]",9238.000725539066
319,"[25.068507, 121.525322]",6304.245886882854
320,"[25.051287, 121.564262]",4532.792809837407
321,"[25.031334, 121.505085]",4401.81949992432
322,"[25.058835, 121.52504]",5302.492913490258
323,"[25.061568, 121.524392]",5609.047831283633
324,"[25.08221, 121.5108]",8257.000027181399
325,"[25.05827, 121.58707]",6468.082582301997
326,"[25.04525, 121.56709]",4089.5714642989606
327,"[25.03158, 121.51464]",3567.259353690224
328,"[25.05316, 121.53146]",4490.59479543072
329,"[25.07983, 121.55236]",7295.584475802013
330,"[25.07491, 121.5115]",7493.641958791751
331,"[25.06859, 121.51974]",6508.67892512006
332,"[25.05225, 121.52193]",4773.432373876866
333,"[25.047428, 121.561182]",4012.4653633085136
334,"[25.028973, 121.549024]",1658.350099202437
335,"[24.986301, 121.567855]",3918.315869731445
336,"[25.06382, 121.51815]",6091.404631648724
337,"[25.05301, 121.57592]",5306.8178946796515
338,"[25.04573, 121.58794]",5567.206085595167
339,"[25.07581, 121.51816]",7312.532550489106
340,"[25.05143, 121.55716]",4285.29056089569
341,"[25.10094, 121.52243]",9859.59710816829
342,"[25.10779, 121.51468]",10794.701654646364
343,"[25.04904, 121.58755]",5773.782437640554
344,"[25.04264, 121.54401]",3119.7301249698867
345,"[25.03806, 121.51943]",3644.009257075689
346,"[25.09157, 121.51669]",9011.93234425658
347,"[25.04134, 121.51135]",4485.402681377423
348,"[25.058522, 121.55942]",5105.987660856195
349,"[25.07183, 121.51364]",7091.09450044345
350,"[25.02904, 121.54336]",1612.1931992610232
351,"[25.04469, 121.51954]",4196.859251431284
352,"[25.06318, 121.50944]",6464.544444423525
353,"[25.02088, 121.52049]",2534.9985766033165
354,"[25.040033, 121.538084]",2905.9493123910634
355,"[25.04478, 121.61759]",8077.3298480573885
356,"[25.0674, 121.59749]",7924.437265274116
357,"[25.03423, 121.57636]",3868.245984880521
358,"[25.06058, 121.5911]",6930.381105575001
359,"[25.05601, 121.56358]",4984.1076448931935
360,"[25.06252, 121.53754]",5377.784525920003
361,"[25.1177, 121.5222]",11686.586857632466
362,"[25.02672, 121.52533]",2370.0908276955665
363,"[25.03617, 121.5435]",2402.4888399070032
364,"[25.02109, 121.55219]",1047.0386326953067
365,"[25.11912, 121.51223]",12073.775428215895
366,"[25.07988, 121.58287]",8216.669920468607
367,"[25.13597, 121.497019]",14324.746427987207
368,"[25.10208, 121.51979]",10046.10362772439
369,"[24.98862, 121.54361]",2889.7136704953555
370,"[25.02656, 121.50242]",4460.492582332016
371,"[25.03532, 121.50834]",4325.934120153783
372,"[25.06825, 121.51359]",6738.436222152667
373,"[25.04525, 121.546635]",3414.9700968396387
374,"[25.073322, 121.602225]",8733.064219890171
375,"[25.087714, 121.526766]",8328.678385523874
376,"[25.057778, 121.536915]",4865.4540861058385
377,"[25.053675, 121.599693]",7043.912023575356
378,"[25.073193, 121.578691]",7362.616900603264
379,"[25.042619, 121.580762]",4789.133217603293
380,"[25.064713, 121.567899]",6044.727410579667
381,"[25.06853, 121.578125]",6879.850526036425
382,"[25.03516, 121.50639]",4484.314412119871
383,"[24.97848, 121.55545]",4159.582444834379
384,"[25.05491, 121.5448]",4483.398075721677
385,"[24.9856, 121.54531]",3224.1826705906524
386,"[25.06029, 121.52981]",5297.596018143926
387,"[25.0261, 121.56316]",2260.168255687594
388,"[24.995563, 121.547092]",2129.717956100493
389,"[25.038324, 121.586245]",4950.782606489221
390,"[25.139937, 121.489594]",15001.210732786101
391,"[24.9966, 121.540295]",2048.44137132356
392,"[25.051489, 121.565347]",4601.464326741767
393,"[25.087217, 121.623062]",11294.904377042609
394,"[25.038352, 121.576248]",4135.585457990721
395,"[25.036844, 121.575413]",3964.462013759452
396,"[25.061501, 121.563318]",5544.213873856263
397,"[25.079603, 121.5237]",7531.494307704519
398,"[25.104546, 121.531949]",10084.410977722562
399,"[25.026404, 121.52946]",2018.6527189496003
400,"[25.02444, 121.549076]",1181.760502950552
401,"[25.051944, 121.527661]",4493.257879142015
402,"[25.065159, 121.595611]",7612.754272575419
403,"[25.083868, 121.593929]",9163.147067021448
404,"[25.068653, 121.510569]",6924.004116614385
405,"[25.024685, 121.544156]",1123.7148357275544
