,category,name,address,latitude,longtitude
48,college,b'\xe5\x9c\x8b\xe7\xab\x8b\xe8\x87\xba\xe5\x8c\x97\xe7\xa7\x91\xe6\x8a\x80\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\xbf\xa0\xe5\xad\x9d\xe6\x9d\xb1\xe8\xb7\xaf\xe4\xb8\x89\xe6\xae\xb51\xe8\x99\x9f',25.0424604,121.5356504
49,college,b'\xe5\x9c\x8b\xe7\xab\x8b\xe8\x87\xba\xe5\x8c\x97\xe8\xad\xb7\xe7\x90\x86\xe5\x81\xa5\xe5\xba\xb7\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x8c\x97\xe6\x8a\x95\xe5\x8d\x80\xe6\x98\x8e\xe5\xbe\xb7\xe8\xb7\xaf365\xe8\x99\x9f',25.1185042,121.5210206
50,college,b'\xe5\x9c\x8b\xe7\xab\x8b\xe8\x87\xba\xe5\x8c\x97\xe5\x95\x86\xe6\xa5\xad\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe4\xb8\xad\xe6\xad\xa3\xe5\x8d\x80\xe6\xbf\x9f\xe5\x8d\x97\xe8\xb7\xaf\xe4\xb8\x80\xe6\xae\xb5321\xe8\x99\x9f',25.0418934,121.5255532
51,college,b'\xe5\x9c\x8b\xe7\xab\x8b\xe8\x87\xba\xe7\x81\xa3\xe6\x88\xb2\xe6\x9b\xb2\xe5\xad\xb8\xe9\x99\xa2',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x85\xa7\xe6\xb9\x96\xe5\x8d\x80\xe5\x85\xa7\xe6\xb9\x96\xe8\xb7\xaf\xe4\xba\x8c\xe6\xae\xb5177\xe8\x99\x9f',25.0824703,121.5868403
52,college,b'\xe6\x9d\xb1\xe5\x90\xb3\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\xa3\xab\xe6\x9e\x97\xe5\x8d\x80\xe8\x87\xa8\xe6\xba\xaa\xe8\xb7\xaf70\xe8\x99\x9f',25.0944158,121.5455756
53,college,b'\xe4\xb8\xad\xe5\x9c\x8b\xe6\x96\x87\xe5\x8c\x96\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\xa3\xab\xe6\x9e\x97\xe5\x8d\x80\xe8\x8f\xaf\xe5\xb2\xa1\xe8\xb7\xaf55\xe8\x99\x9f',25.1365853,121.5392495
54,college,b'\xe4\xb8\x96\xe6\x96\xb0\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe6\x96\x87\xe5\xb1\xb1\xe5\x8d\x80\xe6\x9c\xa8\xe6\x9f\xb5\xe8\xb7\xaf1\xe6\xae\xb517\xe5\xb7\xb71\xe8\x99\x9f',24.9884927,121.5439091
55,college,b'\xe9\x8a\x98\xe5\x82\xb3\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\xa3\xab\xe6\x9e\x97\xe5\x8d\x80\xe4\xb8\xad\xe5\xb1\xb1\xe5\x8c\x97\xe8\xb7\xaf5\xe6\xae\xb5250\xe8\x99\x9f',25.086817,121.526623
56,college,b'\xe5\xaf\xa6\xe8\xb8\x90\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe4\xb8\xad\xe5\xb1\xb1\xe5\x8d\x80\xe5\xa4\xa7\xe7\x9b\xb4\xe8\xa1\x9770\xe8\x99\x9f',25.0837391,121.546091
57,college,b'\xe5\xa4\xa7\xe5\x90\x8c\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe4\xb8\xad\xe5\xb1\xb1\xe5\x8c\x97\xe8\xb7\xaf3\xe6\xae\xb540\xe8\x99\x9f',25.0666839,121.5210761
58,college,b'\xe8\x87\xba\xe5\x8c\x97\xe9\x86\xab\xe5\xad\xb8\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe4\xbf\xa1\xe7\xbe\xa9\xe5\x8d\x80\xe5\x90\xb3\xe8\x88\x88\xe8\xa1\x97250\xe8\x99\x9f',25.0257565,121.5616911
59,college,b'\xe5\xba\xb7\xe5\xaf\xa7\xe5\xad\xb8\xe6\xa0\xa1\xe8\xb2\xa1\xe5\x9c\x98\xe6\xb3\x95\xe4\xba\xba\xe5\xba\xb7\xe5\xaf\xa7\xe5\xa4\xa7\xe5\xad\xb8',b'\xe5\x8f\xb0\xe5\x8c\x97\xe5\xb8\x82\xe5\x85\xa7\xe6\xb9\x96\xe5\x8d\x80\xe5\xba\xb7\xe5\xaf\xa7\xe8\xb7\xaf\xe4\xb8\x89\xe6\xae\xb575\xe5\xb7\xb7137\xe8\x99\x9f',25.0758095,121.6099358
60,college,b'\xe4\xb8\xad\xe5\x9c\x8b\xe7\xa7\x91\xe6\x8a\x80\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe6\x96\x87\xe5\xb1\xb1\xe5\x8d\x80\xe8\x88\x88\xe9\x9a\x86\xe8\xb7\xaf\xe4\xb8\x89\xe6\xae\xb556\xe8\x99\x9f',25.0000666,121.5559669
61,college,b'\xe5\xbe\xb7\xe6\x98\x8e\xe8\xb2\xa1\xe7\xb6\x93\xe7\xa7\x91\xe6\x8a\x80\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x85\xa7\xe6\xb9\x96\xe5\x8d\x80\xe7\x92\xb0\xe5\xb1\xb1\xe8\xb7\xaf\xe4\xb8\x80\xe6\xae\xb556\xe8\x99\x9f',25.0865359,121.565509
62,college,b'\xe4\xb8\xad\xe8\x8f\xaf\xe5\xad\xb8\xe6\xa0\xa1\xe8\xb2\xa1\xe5\x9c\x98\xe6\xb3\x95\xe4\xba\xba\xe4\xb8\xad\xe8\x8f\xaf\xe7\xa7\x91\xe6\x8a\x80\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x8d\x97\xe6\xb8\xaf\xe5\x8d\x80\xe7\xa0\x94\xe7\xa9\xb6\xe9\x99\xa2\xe8\xb7\xaf\xe4\xb8\x89\xe6\xae\xb5245\xe8\x99\x9f',25.0335917,121.6098753
63,college,b'\xe5\x9f\x8e\xe5\xb8\x82\xe5\xad\xb8\xe6\xa0\xa1\xe8\xb2\xa1\xe5\x9c\x98\xe6\xb3\x95\xe4\xba\xba\xe8\x87\xba\xe5\x8c\x97\xe5\x9f\x8e\xe5\xb8\x82\xe7\xa7\x91\xe6\x8a\x80\xe5\xa4\xa7\xe5\xad\xb8',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x8c\x97\xe6\x8a\x95\xe5\x8d\x80\xe5\xad\xb8\xe5\x9c\x92\xe8\xb7\xaf2\xe8\x99\x9f',25.1345998,121.4693216
64,college,b'\xe5\xad\xb8\xe6\xa0\xa1\xe8\xb2\xa1\xe5\x9c\x98\xe6\xb3\x95\xe4\xba\xba\xe4\xb8\xad\xe8\x8f\xaf\xe6\xb5\xb8\xe4\xbf\xa1\xe6\x9c\x83\xe5\x9f\xba\xe7\x9d\xa3\xe6\x95\x99\xe5\x8f\xb0\xe7\x81\xa3\xe6\xb5\xb8\xe6\x9c\x83\xe7\xa5\x9e\xe5\xad\xb8\xe9\x99\xa2',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x90\xb3\xe8\x88\x88\xe8\xa1\x97394\xe5\xb7\xb71\xe8\x99\x9f',25.0238639,121.5669617
65,college,b'\xe5\x8f\xb0\xe7\xa5\x9e\xe5\xad\xb8\xe6\xa0\xa1\xe8\xb2\xa1\xe5\x9c\x98\xe6\xb3\x95\xe4\xba\xba\xe5\x8f\xb0\xe7\x81\xa3\xe7\xa5\x9e\xe5\xad\xb8\xe7\xa0\x94\xe7\xa9\xb6\xe5\xad\xb8\xe9\x99\xa2',b'\xe5\x8f\xb0\xe5\x8c\x97\xe5\xb8\x82\xe5\xa3\xab\xe6\x9e\x97\xe5\x8d\x80\xe4\xbb\xb0\xe5\xbe\xb7\xe5\xa4\xa7\xe9\x81\x93\xe4\xba\x8c\xe6\xae\xb5\xe4\xba\x8c\xe5\xb7\xb720\xe8\x99\x9f',25.1016434,121.540981
66,train,b'\xe5\x8f\xb0\xe5\x8c\x97\xe8\xbb\x8a\xe7\xab\x99',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe4\xb8\xad\xe6\xad\xa3\xe5\x8d\x80\xe9\xbb\x8e\xe6\x98\x8e\xe9\x87\x8c\xe5\x8c\x97\xe5\xb9\xb3\xe8\xa5\xbf\xe8\xb7\xaf3\xe8\x99\x9f',25.0477441,121.5170499
67,train,b'\xe6\x9d\xbe\xe5\xb1\xb1\xe8\xbb\x8a\xe7\xab\x99',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe4\xbf\xa1\xe7\xbe\xa9\xe5\x8d\x80\xe6\xb0\xb8\xe5\x90\x89\xe9\x87\x8c\xe6\x9d\xbe\xe5\xb1\xb1\xe8\xb7\xaf11\xe8\x99\x9f',25.0491901,121.5782994
68,train,b'\xe8\x90\xac\xe8\x8f\xaf\xe8\xbb\x8a\xe7\xab\x99',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe8\x90\xac\xe8\x8f\xaf\xe5\x8d\x80\xe5\xaf\x8c\xe7\xa6\x8f\xe9\x87\x8c\xe5\xba\xb7\xe5\xae\x9a\xe8\xb7\xaf382\xe8\x99\x9f',25.0333426,121.5002665
69,train,b'\xe5\x8d\x97\xe6\xb8\xaf\xe8\xbb\x8a\xe7\xab\x99',b'\xe8\x87\xba\xe5\x8c\x97\xe5\xb8\x82\xe5\x8d\x97\xe6\xb8\xaf\xe5\x8d\x80\xe5\x8d\x97\xe6\xb8\xaf\xe9\x87\x8c\xe5\x8d\x97\xe6\xb8\xaf\xe8\xb7\xaf\xe4\xb8\x80\xe6\xae\xb5313\xe8\x99\x9f',25.05317,121.6070668
