,sbi,PrecpHour,UVI,td,HUMD,H_24R,PRES,TEMP,WDSE,comfort,WD_E,WD_ENE,WD_ESE,WD_N,WD_NE,WD_NNE,WD_NNW,WD_NW,WD_S,WD_SE,WD_SSE,WD_SSW,WD_SW,WD_W,WD_WNW,WD_WSW,wkdy_0,wkdy_1,wkdy_2,wkdy_3,wkdy_4,wkdy_5,wkdy_6,hrs_0,hrs_1,hrs_10,hrs_11,hrs_12,hrs_13,hrs_14,hrs_15,hrs_16,hrs_17,hrs_18,hrs_19,hrs_2,hrs_20,hrs_21,hrs_22,hrs_23,hrs_3,hrs_4,hrs_5,hrs_6,hrs_7,hrs_8,hrs_9,holiday,sbi_1h,sbi_2h,sbi_3h,sbi_4h,sbi_5h,sbi_6h,sbi_7h,sbi_8h,sbi_9h,sbi_10h,sbi_11h,sbi_12h,sbi_1d,sbi_2d,sbi_3d,sbi_4d,sbi_5d,sbi_6d,sbi_7d,y_sbi
WD_E,-0.011310415460569162,-0.003142820172960632,-0.026240985055109883,-0.19139140109091135,0.11984370922049617,-0.021917029754627827,0.2972809128234039,-0.26399457024594825,0.3442899762798466,-0.2366317026477843,1.0,-0.2626918127266455,-0.19600875828958964,-0.296881574545053,-0.08676181312478201,-0.07695897650477032,-0.08933619368966789,-0.1052384051986395,-0.11451647328279861,-0.1253375930627288,-0.10889151075643141,-0.08285226465213455,-0.09176584693296914,-0.16701342351291762,-0.12253221389778085,-0.13272670390469524,0.011076872944722177,0.006334338576073922,0.005517868170562896,-0.02407665235119004,-0.02071448951499912,0.00613365592189668,0.015841399717496065,-0.003295374937676811,-0.008052393116264387,-0.00916533813928992,-0.005192547044437912,0.003668749404716871,0.015049151406212428,0.019628534695916897,0.03109339808037614,0.01540069055332386,0.020997193775337587,0.019506667791584525,0.01703183219592114,-0.01967022428489662,0.018634850706748363,0.004845141762727478,0.007933999068679004,0.0010532061625529365,-0.02469021681491273,-0.020003638194747694,-0.022027601506662622,-0.02148286892155407,-0.02469021681491355,-0.0063524517730769335,-0.010541257513747791,0.012382542567955639,-0.01101840244031586,-0.010104044334494735,-0.00882950982746448,-0.006792295703396653,-0.00430382932982926,-0.0019278740951885066,0.00017227604139087143,0.0023189198626515587,0.00391743837217809,0.005199731967571073,0.005890975735770948,0.006002654361342421,-0.009393917111781565,-0.011416758185849597,-0.012354110185062715,-0.017510295576098664,-0.016166497793416945,-0.015212057277616577,-0.014423375473025503,-0.010826016750839518
WD_ENE,-0.014908453374695357,-0.00544833548298013,-0.00424418244837056,-0.08905366105548361,-0.041019763808945064,5.7079117331658854e-05,0.08839099788980163,-0.0979404997739702,0.06620638548759808,-0.08897110701617801,-0.2626918127266455,1.0,-0.11276146848358062,-0.17079237990967686,-0.0499130219568797,-0.04427356858641352,-0.051394031966153185,-0.060542381955892434,-0.06587994233324064,-0.0721052016924221,-0.06264396940952538,-0.04766390599527267,-0.05279178209737756,-0.09608080300149265,-0.07049130098178548,-0.0763560678098282,0.013126407043453456,-0.01111888956530916,-0.0005916187935043833,0.003183623686615566,0.0022272790427978295,-0.0011834265435605655,-0.005607828961916224,-0.011682257145872031,-0.0207972411320737,-0.007456981483477276,-0.009179345761125089,0.0021031078778469495,0.012502687734349776,0.015509578797899904,0.015052428336417985,0.020428775313001357,0.024504497032974797,0.026165691667655384,0.023042903304012364,-0.018997467223970832,0.015297100414394376,0.017833963538674776,0.0029218442599097476,-0.011855061502079154,-0.013965841244326545,-0.019997341617360803,-0.01855881265138572,-0.020358586559489317,-0.008327839826108293,-0.010159867746902198,-0.004328342252544319,0.022011734318603017,-0.013823805526755762,-0.011848660421477863,-0.009587624936208874,-0.007578481534581781,-0.005742233090970184,-0.0042449315748674206,-0.0021070150582456226,6.399239227578817e-05,0.0017192695394260748,0.002683188060518193,0.003900941816607066,0.0047369286003067276,-0.00959941311457146,-0.01058299869103833,-0.010435520373145723,-0.01006257592050974,-0.01103830531652161,-0.011381503243431571,-0.01161472430658997,-0.015078257062942755
WD_ESE,-0.0010479387333531276,0.02544186386571677,-0.008914890931150417,-0.07019392878938957,0.055279384599768694,0.003698755390052378,0.10826423954884844,-0.05422236590441802,0.06899402805629304,-0.05633275386642458,-0.19600875828958964,-0.11276146848358062,1.0,-0.1274375549201249,-0.03724284116318755,-0.033034935933469144,-0.03834790389780097,-0.04517398920010351,-0.049156635522423844,-0.053801642705395177,-0.04674209877666957,-0.035564652481525426,-0.039390841874347236,-0.07169115282395189,-0.05259742293542627,-0.05697344688413804,-0.007652671958789449,-0.015202917893870743,-0.010189666725341235,0.005344459279670545,0.0050838682936161506,0.010853183918726646,0.01142133910038382,0.0002829898697429278,-0.0036578850419608723,0.011519368750220053,-0.004162707861228318,-0.00995188567573487,-0.0020345926208071613,-0.007544750567251773,0.003288642563442326,0.013081769887137724,0.008961342042229644,0.005946196617258088,0.008075490690957957,-0.0005719520015979022,0.012740432669216411,0.007205893492920097,0.013805079706066014,0.0143333396861829,-0.00877939396646879,-0.016384305469631877,-0.02263759458572369,-0.015724778883169404,-0.006898521849519061,-0.0029332200272052153,0.001895165969985198,0.014536298605079151,-0.001163259212611886,-0.0005606272706832154,0.0002539684587359705,0.0014086987387434814,0.0024860872888854517,0.0036327578610869863,0.0047679110192985,0.005442207758898604,0.005858889007268284,0.006018509386739095,0.006451980626104221,0.007112798467845733,-0.0018883771729094289,-0.00035751803549625554,0.001654986745646978,0.002201791473693217,0.002653702038520784,0.0007488021782246318,-0.0004968131932975712,-0.00066946161853768
WD_N,0.02507608469839032,-0.016434761849483337,-0.117438277095028,0.1410169852012506,0.15016153252739808,-0.00896854456881391,-0.22353716933298945,0.05114647550333591,-0.49302941228504665,0.07035970788424263,-0.296881574545053,-0.17079237990967686,-0.1274375549201249,1.0,-0.056409282021588306,-0.050035844727066535,-0.058083047864943525,-0.06842207031582077,-0.07445432275874599,-0.08148980963335428,-0.07079718275577086,-0.05386744000114157,-0.05966271742324223,-0.10858587400406976,-0.07966585715018512,-0.0862939328110674,-0.00995472212138,-0.003494988898452985,-0.0008846185104176101,0.017288326998347203,0.01991186434971911,-0.0037309357623209493,-0.019191883969014896,0.038615318796684374,0.04943506432166657,-0.04575385051839922,-0.046499223911589185,-0.054597764985234484,-0.06051051133578621,-0.055586075792076375,-0.058680085654068785,-0.045217599995005374,-0.03929528722481158,-0.020004962379128032,-0.003088286320698004,0.05219767840595642,1.7532739244451217e-05,0.017914372227238403,0.022413676644873915,0.03525617941174516,0.0647743755006039,0.06327179739051907,0.061455689202346425,0.05245205186553936,0.022660778785268756,-0.01795615548182936,-0.032887285993066624,-0.015721159042814545,0.020047733565369985,0.013842563638862325,0.006062776859887746,-0.0019361965604009562,-0.009268631958840215,-0.01565857106774648,-0.020040119427297786,-0.022264608694469983,-0.022254764462183264,-0.019469106979952237,-0.015528464125968663,-0.011449861841165164,0.02230529212760946,0.024395775208938937,0.024599402083170716,0.029414327747073924,0.02612308948620958,0.024381638747439954,0.022223205125423567,0.027900282017651233
WD_NE,-0.002036939543616049,0.02851986568669467,0.004424796335884485,-0.05464305757752714,-0.03905515928563155,0.01111883729472196,0.0461439771478985,-0.031078694932567895,-0.01129559542805905,-0.036743457507540475,-0.08676181312478201,-0.0499130219568797,-0.03724284116318755,-0.056409282021588306,1.0,-0.014622667696380945,-0.016974413290209926,-0.01999592897420118,-0.021758817627620653,-0.023814895369701675,-0.020690040968119577,-0.015742427835245584,-0.017436061997192484,-0.03173355343041658,-0.02328185648126289,-0.025218870803381647,-0.007517435463980812,-0.007368987387250857,0.004209962597688363,0.021711855053173135,0.0003858528185009846,0.010669049702377923,-0.0220786762446608,-0.005671425905978979,-0.006464782972834879,-0.002549738316827913,0.003227970757014687,0.005159622745880901,0.008350489946566755,0.016716804670065536,-0.0010831324165552238,0.0005694729609259986,0.012223783800038393,-0.0015307130396230158,0.007352040864338252,-0.009948655309898285,0.009607158619026305,0.004924776716163019,-0.0012724934493916938,-0.0075386221723410885,-0.011293912945002175,-0.0082067191413663,-0.0026704665661323713,-0.006344054723531061,-0.006378548509046489,-0.007154658683144644,0.009885271361501928,0.006300433357461649,-0.001521594975042904,-0.0007084850146716094,0.0008617719893041015,0.0018640443623112006,0.002380714693084333,0.002964885201871805,0.0026887135235860267,0.0021063804785997372,0.001819492263798334,0.001900437273865879,0.0013196799144054563,0.0009916318314293346,-0.0026576409327595304,-0.003936575861600785,-0.002408067518230087,-0.0030330632320464137,-0.0020763378273389644,-0.0030632786160837253,-0.0026672601885228565,-0.0023716209010706027
WD_NNE,0.002385059964688622,0.03321548461792505,0.012358051788451688,-0.0382374925157099,-0.029018174839288455,0.01696022427647726,0.024501449512372712,-0.01094224863827611,-0.005103746747117997,-0.017530160794437193,-0.07695897650477032,-0.04427356858641352,-0.033034935933469144,-0.050035844727066535,-0.014622667696380945,1.0,-0.015056548803385335,-0.017736676686359813,-0.019300384285046074,-0.021124154823556767,-0.018352364011320527,-0.013963759979961184,-0.015466037848330347,-0.02814811845105137,-0.0206513416605532,-0.02236950123256267,-0.002697777588513232,-0.003909700141517287,-0.0009521643699666031,0.017403402503727988,0.004684088725371424,0.002452641982762553,-0.01695984544308492,-0.006809380886075105,-0.008068855078198656,0.002045691510855933,0.009331265299138991,0.010358221178870988,0.013011646174171916,0.014984355753880766,0.014365466473971633,0.00531421075530712,-0.004355934243265355,0.0031674385656241793,-0.0025379469835333447,-0.0016358484353516068,0.0006145202860012263,-0.005052184683162612,-0.0016096130636703192,-0.004955483233176681,-0.007875089817871895,-0.005937437214604727,-0.007100028776564748,-0.0033603592522592762,-0.004542327340252105,-0.00461983344438282,-0.0047942221786768935,0.007729205807084102,0.003075673883630731,0.003381126175946117,0.0040775163866850535,0.004407987015605146,0.005112604652949484,0.006219743032990829,0.006550341553140552,0.006230291644662356,0.006456788007708123,0.006119653982216602,0.00508789016177093,0.004266136353745296,-0.0002849910258663122,0.0010891123838952836,0.0024168512281898323,0.0017434416880726736,0.0012436545793312083,1.2131310903080115e-05,-0.0006350168534503577,0.00193304267164804
WD_NNW,-0.0006706821486792224,-0.0060909003490244255,0.05630182479059559,0.043483352404176334,-0.07477203861362415,0.0017866052180924227,-0.04592883107999718,0.09301107660635091,-0.0009893651315992732,0.07227289694020007,-0.08933619368966789,-0.051394031966153185,-0.03834790389780097,-0.058083047864943525,-0.016974413290209926,-0.015056548803385335,1.0,-0.020589244501782854,-0.022404441263158367,-0.02452152656592266,-0.021303952059146525,-0.016209534259184217,-0.017953421622552392,-0.032675145592494965,-0.023972671445602178,-0.025967160500498018,-0.007615969584639562,0.005564443749930049,-0.006143996416618693,0.004292383376156937,-0.0042061956604208745,0.004068839237384386,0.0039737238937313435,-0.012585267274809367,-0.014613983859887226,0.01784548150135626,0.02850881826258847,0.04431939462397861,0.036112695674577526,0.02715952513492638,0.01911003909834177,0.001320842306470847,0.0037139327497799223,-0.0036661573586064733,-0.005590670652176668,-0.01447985383773363,-0.014744659970288891,-0.01343933791030202,-0.01688672694052337,-0.006628234340884111,-0.010506251931423686,-0.01597205033419463,-0.015888219070348417,-0.013088254857885938,-0.007907482752191306,-0.00671707880557565,-0.005426077342344587,-0.010850084125177031,0.000850958026082259,0.0022815579419679104,0.004800520601652861,0.007638713730064278,0.009615042272737908,0.012287527917030359,0.013359535569190242,0.013744517122252,0.012795561028238592,0.011891528594390122,0.010108218640296839,0.00732115067945233,-0.0015827107069096224,-0.0009381250530153685,-0.000574924529609639,-0.00028574138453840107,0.0015080833455279744,0.001943692873985597,4.391649784555655e-05,-0.0017099396094396747
WD_NW,-0.006345956104168475,-0.005177475964530375,0.07571679942095276,0.060169713078288035,-0.10364404105020339,0.011777257966057714,-0.07328479918851327,0.12841361504163135,0.0012377780473819507,0.10250939404399248,-0.1052384051986395,-0.060542381955892434,-0.04517398920010351,-0.06842207031582077,-0.01999592897420118,-0.017736676686359813,-0.020589244501782854,1.0,-0.0263925243568326,-0.0288864595887976,-0.025096143528577183,-0.01909489831607305,-0.021149204833815122,-0.0384914564832784,-0.02823990598983593,-0.030589422335391057,-0.00014206977646545358,0.008802783988773785,0.002636754279280013,-0.011612541998930545,-0.0038478152634850234,-0.004059144612967519,0.008279238176065904,-0.019333427488601777,-0.0147915945207119,0.023305357724131927,0.04320632299982853,0.0689959108301112,0.04773208267349513,0.026166544359855683,0.01332446650464933,0.0076613675840917815,-0.0024921683593319716,-0.007526034066494675,-0.010800906927121273,-0.013129598860537732,-0.02075423230264637,-0.0187664273785116,-0.023070954588328016,-0.01337504280010152,-0.018488102109719903,-0.013387494738840534,-0.018960911219941045,-0.019132841805475694,-0.009476073917914806,-0.003171952448290959,-0.003730726851280538,-0.009918755436032604,-0.004608879667808502,-0.0021535458211920716,0.0016052564838647694,0.005329019357620033,0.00900638870789621,0.011493726170639068,0.013071070638885853,0.013786803040396742,0.012934640439870554,0.011162551932455732,0.008637720557966395,0.004885601703295917,-0.005778496876013717,-0.00596575985073995,-0.005267309579678968,-0.005762465472139293,-0.004645574024139628,-0.002252880618516923,-0.0037749956801577528,-0.007363680707713806
WD_S,0.012876335097032423,-0.015619249012212734,-0.04653895879281867,0.08321540498843617,0.04188093348932652,-0.0069656360221189255,-0.06286890685961023,0.04827057057808779,-0.029457677077744153,0.06424609775630546,-0.11451647328279861,-0.06587994233324064,-0.049156635522423844,-0.07445432275874599,-0.021758817627620653,-0.019300384285046074,-0.022404441263158367,-0.0263925243568326,1.0,-0.03143315856498688,-0.027308679226628694,-0.020778349963807705,-0.023013769029780824,-0.041884954828640075,-0.030729603263085388,-0.03328625855736889,-0.018373314472940588,-0.005776872777187862,0.006766451393340976,0.006533354715895825,0.007370397825349859,0.004902212252643092,-0.0015795881571395302,0.02048923541058872,0.02502511439753794,-0.01087841752540339,-0.026522571582434585,-0.026985416377021305,-0.025542005594823895,-0.021027808560341237,-0.022149758115694886,-0.018480323099360416,-0.01663240618466072,-0.01409812013021408,-0.009135143273590477,0.023239855904132276,-0.0026806334786728435,-0.0022186542499977096,0.003826673942379252,0.01107314812931196,0.03264221730273639,0.036635906673170314,0.02618883845249936,0.02923038995978204,0.008825546587003122,-0.0070434177988279445,-0.013562917334006202,-0.0028079272459181873,0.010003715568898253,0.0067807004497090605,0.0031925953611084456,-0.0005199367858136836,-0.0034016661703097934,-0.005608476732838021,-0.007315560379638137,-0.0072789893110818855,-0.006126326057268391,-0.004870052635546731,-0.002238877116107844,0.0010044026687733663,0.010066127974983321,0.01217760684716074,0.013553475796166966,0.012588311887911412,0.011611052239332854,0.013179958524805784,0.009866520557530073,0.01409705966022012
WD_SE,0.0015177176614826484,0.041632645305777496,-0.02025570581801665,-0.023192968313852043,0.005584343603000287,-0.008381198167521916,0.04439201223938473,-0.009413666723346977,0.0363011378678669,-0.011378869035051208,-0.1253375930627288,-0.0721052016924221,-0.053801642705395177,-0.08148980963335428,-0.023814895369701675,-0.021124154823556767,-0.02452152656592266,-0.0288864595887976,-0.03143315856498688,1.0,-0.02988918559808958,-0.022741779393150217,-0.0251884321513412,-0.045842831806380574,-0.03363336643503288,-0.036431610318121775,-0.006762058191530053,-0.013628878275446399,-0.002439795803683703,0.00185733758044577,0.011590675461963655,0.013803090436370702,-0.004668162309459959,0.003506149263624225,0.0008819262730746526,-0.010866331281837593,-0.008788821414319786,-0.008375749276918025,-0.011276162270074684,-0.00488551767459993,-0.0034545953553097564,0.0074592189443621615,0.007350080801365294,0.012224917855218067,0.006937781150044219,-0.005496393495621451,0.011036524742587718,0.015693085510447503,0.0009715626662235626,0.0035059928758141077,-0.0024348000066473246,0.0031902705703171458,-0.005204813163338008,-0.004706696762354241,-0.0013049262190496505,-0.0019974295082223386,-0.004050641014716771,0.002220897278173792,0.0009450090627995972,0.0004993365867025847,0.0005494650828870886,0.0010080513124983237,0.0010006980794375158,0.000974548481726587,0.0018958098923682624,0.002942330679364562,0.0038808097469728306,0.004452992140517153,0.005602903014384651,0.0072598042598566,-0.0007560778904101671,0.001326590802805709,-4.9674095038853726e-05,0.0015713187184344245,0.00505292039830803,0.0029668332150971735,0.0016828671234734981,0.002033840995863443
WD_SSE,0.002514149066056206,0.012730255961122946,-0.027867434471147527,0.03003321873304153,0.029292645680315525,-0.004555029502054983,0.00204468515150828,0.01259922976684217,-0.022498167173770685,0.016678907555883082,-0.10889151075643141,-0.06264396940952538,-0.04674209877666957,-0.07079718275577086,-0.020690040968119577,-0.018352364011320527,-0.021303952059146525,-0.025096143528577183,-0.027308679226628694,-0.02988918559808958,1.0,-0.019757733134146242,-0.021883350106879872,-0.039827597536934226,-0.02922018840031684,-0.031651262720870134,0.001986046678504063,-0.00270171621819841,-0.0006562916605539837,-0.0021523349847752584,0.00685149514819794,-0.002307449650071296,-0.0010484881657730682,0.00483683397364576,0.015988350642841088,-0.013263575545384322,-0.018672893332679047,-0.016633996628237523,-0.010241401313505379,-0.008317070407101453,-0.007361827007519127,-0.002350260186524275,-0.0017964958969115144,-0.000896628926291383,-0.0012842639290202458,0.01425459494178386,0.0010692343018337356,0.01074626526281533,0.005028648972564306,0.00010014679501137257,0.016487672284745358,0.004406862559783927,0.019511342227388328,0.008900757336920907,-0.0006973142241268984,-0.009574143413537324,-0.010212165511525886,0.007134183676475183,0.0017683019128418925,0.000112683302860613,-0.001657789845929801,-0.003200986802083085,-0.004505855458992435,-0.005212829936605477,-0.006000239622045604,-0.006419878444191866,-0.006233872719495294,-0.004759613822716093,-0.0037820763156674406,-0.0028393762384928745,0.0026952790919228986,0.002460754876469719,0.0025387749809233644,0.003298561422028593,0.0032545397716525785,0.002118377115510123,0.0019245884191190132,0.0036453673711841997
WD_SSW,0.007830405755133166,0.009699947415902641,-0.023507205958645125,0.05656034419640381,0.029688778692877272,0.0020707028169859587,-0.05430618554459796,0.03237642942133477,-0.06112093038287705,0.0431879039755183,-0.08285226465213455,-0.04766390599527267,-0.035564652481525426,-0.05386744000114157,-0.015742427835245584,-0.013963759979961184,-0.016209534259184217,-0.01909489831607305,-0.020778349963807705,-0.022741779393150217,-0.019757733134146242,1.0,-0.016650380749936265,-0.03030361713843103,-0.02223275961285255,-0.0240824907038836,-0.007260404645132013,0.0010496178259349633,0.004588880198419195,0.008846152509081202,0.010038199672656007,-0.008705453555425019,-0.008521291023707992,0.006668481215397711,0.015361312241529765,-0.008516920701622334,-0.016867088264069702,-0.01935590710557782,-0.008888989218779822,-0.017997592393283007,-0.012039197826562655,-0.008708977298335042,-0.010131071469848615,-0.0050187329292177675,-0.00392066021450506,0.023909863914531142,-0.0019405290896131648,-0.002588572003214152,0.0060520001781330926,0.00353183329190676,0.01678607085369762,-0.00020282297745821297,0.016822140691979764,0.005604420986057984,0.014892404343854559,0.003855033829346668,0.00280900851914797,-0.010243323731451181,0.0064617861230943955,0.004975006479184194,0.0029431666390071567,0.0011691266362349737,3.9173530544901956e-05,-0.0002889205519537015,-0.000999999344975325,-0.0019251679038292597,-0.002053587966837281,-0.001776149787676797,-0.001689038737342359,-0.0008318375232912159,0.006951426027252849,0.006920017170247855,0.005759930854147158,0.0062853647705282765,0.006849332686378438,0.005798989332346429,0.004392427934266764,0.008468840211962177
WD_SW,0.008866242144503326,-0.0035823523118501013,0.021105687048594227,0.04552372405622644,-0.0015000415320251083,-0.0010420061040686771,-0.06472603794466825,0.05296013879330484,-0.058309610125804504,0.05136099466604139,-0.09176584693296914,-0.05279178209737756,-0.039390841874347236,-0.05966271742324223,-0.017436061997192484,-0.015466037848330347,-0.017953421622552392,-0.021149204833815122,-0.023013769029780824,-0.0251884321513412,-0.021883350106879872,-0.016650380749936265,1.0,-0.033563803035638114,-0.0246246499609511,-0.026673382616347042,-0.00429288837003501,-0.0019679169270813,-0.0021741643937950085,0.00171954807875237,0.017796542282048477,-0.00662587685494939,-0.004540471046287287,-0.002378038131916704,0.0024579497040474094,0.017995194406756225,-0.009615682089120189,-0.017082055200725935,-0.01805774130232497,-0.009480131255868059,-0.005517471101325253,-0.01207298296192606,-0.01566057651747848,-0.016557474906366422,-0.013051417567986305,0.003813986833726468,-0.008077708320514973,-0.008436467676070394,-0.0010655936437535213,0.0004835944825078274,-0.00737740393531257,0.0073429509302405495,0.007882098222763482,0.03235611774396384,0.0277978724526325,0.031326836549147474,0.013175544367535381,-0.007064600222918819,0.009891014274072928,0.0093179746875678,0.008252782805570083,0.006752887944681515,0.005533554242584168,0.004286037949094427,0.002239028409847925,3.3756178528650264e-05,-0.0017489996003408129,-0.0032665991682615633,-0.004197797154034739,-0.004878230051999689,0.006881344932065651,0.006820908670489903,0.0071028856236016735,0.009091297839910717,0.00727441749622204,0.006192798744860828,0.006888698265851264,0.007235630870281038
WD_W,-0.008300584752686982,-0.01764654352692817,0.09853385667412838,0.11386070348208183,-0.18955460742236346,0.03271956720084393,-0.1699545533989531,0.20485771444073916,0.015112884185883111,0.17178540531237566,-0.16701342351291762,-0.09608080300149265,-0.07169115282395189,-0.10858587400406976,-0.03173355343041658,-0.02814811845105137,-0.032675145592494965,-0.0384914564832784,-0.041884954828640075,-0.045842831806380574,-0.039827597536934226,-0.03030361713843103,-0.033563803035638114,1.0,-0.04481675078735283,-0.04854543489017852,0.013639817458956796,0.015727476844411774,-0.0003941910062495095,-0.006443129289941132,-0.013081883641116428,-0.01648821731376476,0.007329589316325427,-0.010961974066263914,-0.018490907683300598,0.04021606910445743,0.046978080290943865,0.03626922440086546,0.014435501071030019,0.011999008112645017,-0.0016397513210754972,0.009077083606995,-0.0009396096663670879,-0.010480206614526637,-0.023577523168608262,-0.00856767964892003,-0.028441173863316568,-0.025201851807531667,-0.02783438442923668,-0.022802699737396435,-0.010166993498005136,-0.016077907840820794,-0.002076897126902132,-0.006912249524428617,0.0050966334125609304,0.017245807038067537,0.033051891277559795,-0.021290335972937977,-0.006095833088668136,-0.0033076689794043434,-0.0009044769173183613,0.0009473640312728618,0.0019118806922780458,0.002905344053137763,0.0032903574697916043,0.0018922267085173727,-1.4075736609047328e-05,-0.0027507634727012803,-0.006818280359915599,-0.010956680589932447,-0.005907601411243785,-0.009373543882898183,-0.01117001263426237,-0.010489681174189766,-0.010974051317629728,-0.008583285021544845,-0.002852629608163237,-0.010003579813678035
WD_WNW,-0.006222241904369321,-0.015805948415842777,0.09288304209046053,0.0748032266627235,-0.15285269670245374,0.003080689897974422,-0.11032038864839597,0.16441232888597992,0.023110831745308744,0.1294163437179632,-0.12253221389778085,-0.07049130098178548,-0.05259742293542627,-0.07966585715018512,-0.02328185648126289,-0.0206513416605532,-0.023972671445602178,-0.02823990598983593,-0.030729603263085388,-0.03363336643503288,-0.02922018840031684,-0.02223275961285255,-0.0246246499609511,-0.04481675078735283,1.0,-0.03561617675158746,-0.00012224014042817337,0.00975389750352192,-0.0015961842588835481,-0.006321453580335993,-0.015534260188360996,-0.007051448256524267,0.020924231923659015,-0.024248654574883642,-0.016629503398242377,0.019567669211309615,0.048952278309497325,0.04936177666264025,0.04188827935776835,0.02420130717706315,0.019222201563166147,0.009003887803301506,-0.0006942208924223289,-0.01293142573453647,-0.0168948928898765,-0.020339806658529087,-0.017117837917364098,-0.025577363127045966,-0.01953307571515098,-0.02265430609998146,-0.016108323676061798,-0.008054856064268373,-0.01595941518400984,-0.012534519866821492,-0.002396333366306099,0.003237371249647192,0.01627927334516848,-0.010177965147550863,-0.0036974040198124647,-0.00022169708174480494,0.0033822367928382385,0.006620774423922952,0.010049907670376805,0.011908860323308726,0.012954343636284085,0.012858883249390496,0.011634241201395371,0.008535130723561955,0.005533203285410136,0.0022665802618318577,-0.006132390587575,-0.005752948018130939,-0.005598265085574284,-0.006035479819122779,-0.0056002732275402,-0.0026721566088603404,-0.0015041029746974165,-0.0081795200733703
WD_WSW,0.0025287697013272378,-0.020682419499298,0.07882126440668957,0.08085707745429367,-0.12194946577576941,0.01173694009616872,-0.15683299705377812,0.15316245267808545,-0.04005671937528964,0.13037358800261675,-0.13272670390469524,-0.0763560678098282,-0.05697344688413804,-0.0862939328110674,-0.025218870803381647,-0.02236950123256267,-0.025967160500498018,-0.030589422335391057,-0.03328625855736889,-0.036431610318121775,-0.031651262720870134,-0.0240824907038836,-0.026673382616347042,-0.04854543489017852,-0.03561617675158746,1.0,0.0033154855422458072,0.021466160111322175,0.0010483036860209152,-0.005034065724131866,-0.007715804169465535,-0.0074936199178242255,-0.005324056048855739,-0.0063829297684632295,-0.012395917073683052,0.03393403492171361,0.024730247839584395,-0.008709794587724381,-0.01184303990627748,-0.005910283031865701,-0.0007593623347021685,-0.009807966327263853,-0.009221589194328065,-0.015096858114529663,-0.020339759538428454,-0.005933683590487285,-0.022213866845655066,-0.024260438015510446,-0.01502787256947895,-0.01359067371424404,-0.011762364771408849,-0.0008652651722933771,-0.001314511350269666,0.005136203000158209,0.022046289904493508,0.0547145504363021,0.05515227748150857,-0.011397776559157738,0.0053904275774697,0.006467470989337714,0.007376501148415162,0.007908280262980667,0.007011633321289508,0.00512006435886356,0.00278013924514484,3.539579100658731e-05,-0.0032808278434527847,-0.007326386146580723,-0.011023503566119293,-0.013145404860596127,0.00048746830652189274,0.0010745408671231052,-0.00010166588353797173,-0.0007485666251536058,-0.00030520552671403644,0.0005463145971247333,0.004172451912457216,-0.0002024159593022922
wkdy_0,0.016447595109333003,0.050172541563487424,-0.01317048213494104,0.026273407754008334,0.05879701967980353,0.024281576572572156,-0.0002739119794921632,-0.010230641337361492,0.028140798864897735,-0.0036003543713623866,0.011076872944722177,0.013126407043453456,-0.007652671958789449,-0.00995472212138,-0.007517435463980812,-0.002697777588513232,-0.007615969584639562,-0.00014206977646545358,-0.018373314472940588,-0.006762058191530053,0.001986046678504063,-0.007260404645132013,-0.00429288837003501,0.013639817458956796,-0.00012224014042817337,0.0033154855422458072,1.0,-0.16404025061704697,-0.16404025061704455,-0.1652538401253096,-0.16668317566727897,-0.16668317566727656,-0.1666831756672733,0.0001516511373359507,0.00015165113733595572,0.00015165113733594713,0.00015165113733593967,0.00015165113733594545,-0.000178888904514817,-0.00017888890451481652,-0.0001788889045148139,-0.00017888890451480926,-0.00017888890451481156,-0.0001788889045148141,-0.00017888890451480934,0.0001516511373359519,-0.00017888890451481045,-0.00017888890451481245,-0.00017888890451481384,-0.00017888890451481278,0.00015165113733595263,0.00015165113733594558,0.00015165113733594463,0.00015165113733594168,0.00015165113733594043,0.00015165113733594168,0.00015165113733594575,-0.051082505609326576,0.018642473700371875,0.021307622020622734,0.023811819165845575,0.024999338967886326,0.025430259607212808,0.025568764782252878,0.023404105149949284,0.021391147950208446,0.021010378793830733,0.022206071394268743,0.024752663216128668,0.028062874250384083,0.03744395857638474,0.011995590083760289,-0.015407570273943037,-0.01954300639937813,-0.02106418223966256,-0.009000964561476242,0.017386809718903044,0.014580265341879502
