,result/result_lasso.csv,result/result_ridge.csv,result/result_rf.csv,result_sarima.csv,avg
y_sbi_305,4.944784606889456,4.951238990287092,4.924976235896938,7.676570671048622,4.820756189794541
y_sbi_307,3.536267010415048,3.5321368151812473,3.528926562775351,5.148373407984942,3.488778124074413
y_sbi_308,4.066530163570284,4.074397698072192,4.001175451487522,5.863392844795532,3.973515114312638
y_sbi_309,3.1819247486526407,3.215112234423515,3.247862910453356,4.91775765830931,3.1594268744396086
y_sbi_310,3.251638943050954,3.251525471609082,3.2713684984194984,5.206920525326768,3.2141855999869713
y_sbi_312,4.410432729940359,4.452161973317565,4.575267260308534,6.850518140153792,4.4118670101999315
y_sbi_314,4.079955013074614,4.090486152279809,4.036880313341982,5.972052071926903,4.010831709157818
y_sbi_315,3.648981829819729,3.6606343882467605,3.642126432508972,5.758628346520521,3.6037564867116028
y_sbi_316,3.4432565233933703,3.451848800085364,3.506506082952124,5.249548924780234,3.415245652958234
y_sbi_317,2.792925420848941,2.7736214839680433,2.7771825508478845,4.285277652511807,2.736084726196015
y_sbi_318,3.1056691403314933,3.134260461723174,3.099697868241617,4.601554928710818,3.0648428589876975
y_sbi_319,3.112521511115875,3.110576250658337,3.1968153478352015,5.024837434502328,3.0940346833532795
y_sbi_320,3.594826589953813,3.6156428397388836,3.663148479104971,5.228315873187923,3.5871305407853775
y_sbi_321,2.9739585121647343,2.958179887689024,2.9835076361304074,4.650993237477186,2.9314248392703526
y_sbi_322,3.1527045349045877,3.1529153855671774,3.178803555350423,4.969212248450042,3.134024231262808
y_sbi_323,2.6302056409182097,2.626507213205982,2.654369654777244,4.005650169497029,2.598381405228042
y_sbi_324,2.767737941291654,2.7992691397039877,2.7834928110762203,4.206177448979342,2.727871794666978
y_sbi_325,2.3112957943322843,2.37786808591698,2.4396324321906584,3.6418854845329323,2.3012455193911467
y_sbi_326,2.9418034927877854,2.986244158684494,3.1128255003538876,4.687226438829141,2.9542088096484047
y_sbi_327,3.0625796979269464,3.067452236798844,3.1016034832229087,4.584805920026153,3.046352990777119
y_sbi_328,3.0729320699243257,3.0780622102282638,3.0972711538075814,5.05408038944835,3.035529758864975
y_sbi_329,3.0317782345443582,3.0330599100319247,3.090197842729338,4.7725360685605205,3.0182391576896825
y_sbi_331,3.1704618327762564,3.1898518866211227,3.1651815945294772,4.954833252179117,3.149918187908827
y_sbi_332,4.4453738066641995,4.460622956491933,4.4833697246624915,6.284491254724232,4.397199528652028
y_sbi_333,2.5494706758890464,2.5879393234935115,2.6205256005666215,3.989399791551179,2.555060081718192
y_sbi_334,3.329558229220199,3.3490317116815773,3.31724750351144,4.837866518506895,3.288753313048621
y_sbi_335,2.0971433309916723,2.0966219038636207,2.114182884339866,3.1936044444303406,2.0686537602626895
y_sbi_336,2.4405686553355515,2.4391521041862925,2.47008272426026,3.7091028707773037,2.4226086824526862
y_sbi_337,2.6047691543044564,2.5990192193478405,2.6130767087640168,4.299175499606019,2.5675019006071422
y_sbi_338,3.03313601674044,3.0244052523411176,3.0218992216848006,4.610198620699592,2.963952124273274
y_sbi_339,3.2772671032200353,3.2978620256947524,3.20299041738741,4.982822789559457,3.172570613679449
y_sbi_340,3.01512791163527,3.0249936129329096,3.006093139988707,4.298063505293592,2.97582335210332
y_sbi_341,3.3346009903867775,3.340521314278279,3.392161773738155,5.301175495891776,3.3099372858779805
y_sbi_342,2.1090676605081105,2.1145038075324707,2.1571348109474373,3.452758772942472,2.071696099548057
y_sbi_343,3.505195962688181,3.525684739287982,3.4430571732026243,5.128168668845373,3.418533970786095
y_sbi_344,4.860518152681971,4.83368282065415,4.922461034064067,7.827270890394507,4.773749611539301
y_sbi_345,4.607329045101698,4.63651502971744,4.841050117257985,7.203685974665319,4.604004771460488
y_sbi_347,2.827820892625851,2.8237359108261293,2.8094969941249333,4.320109975218853,2.7845310848306557
y_sbi_348,2.5927612418617993,2.6224687431408524,2.6418172277177763,4.023337391926865,2.5760109605297483
y_sbi_349,3.074862281510366,3.0765853639961054,3.1041880860455695,4.654245466892102,3.051332188007798
y_sbi_350,4.259701733532763,4.249765256251777,4.263011831225506,6.178867104494047,4.208273883698313
y_sbi_351,3.99860633664766,3.987553443728751,4.171737652280561,6.078285605744649,3.9734942630789263
y_sbi_352,2.977020152318292,2.952861048309297,3.033686041605852,4.802583533254374,2.9385685414954823
y_sbi_353,3.7401909868417134,3.694012420671999,3.6829171903113536,5.341223685623982,3.63060661152107
y_sbi_354,2.7500999338445187,2.771793827824769,2.8169315294864723,4.228703985757567,2.746498642386932
y_sbi_355,2.705185737381022,2.7416567898429083,2.7041407263781188,4.187528960258998,2.692017002328712
y_sbi_356,2.172517554302948,2.169496724019856,2.2252138479725923,3.484701554637883,2.1671320435068684
y_sbi_357,3.3677478518215165,3.361345475019561,3.3502095368332667,4.986159007382464,3.297803864175396
y_sbi_358,2.545077187137929,2.5438821474655886,2.639249015107383,4.101373524201034,2.5274395823462954
y_sbi_359,3.6913531914442608,3.6919613792478314,3.6864612193005715,5.560009017796651,3.6098742353204893
y_sbi_360,3.8661441194920236,3.8737669722272883,3.942387758859191,5.943985133122009,3.8444654186568927
y_sbi_361,3.4124007147229505,3.3966177449804404,3.4484993569984725,4.9751019804806615,3.3723906818954323
y_sbi_362,2.8817003610301155,2.883615927710896,2.9546250563625462,4.502697442030076,2.873657606738979
y_sbi_363,3.2266373139203917,3.2242983081959338,3.257032784273956,4.900269691319886,3.1845432534275084
y_sbi_364,5.00646348677988,4.976359328827313,4.788009854922822,7.0833875688221095,4.826384750898668
y_sbi_365,3.2647013399673828,3.2391812217426863,3.4162052309549735,5.062173894631637,3.2398685284840183
y_sbi_366,2.3878689859177022,2.3803374117937186,2.440193416349622,3.889613148267981,2.3685580295390314
y_sbi_367,3.5403042465600167,3.5322157350249044,3.6346689919645856,5.2399637019007255,3.4781606609078466
y_sbi_368,2.9101669985015346,2.913610742428763,3.084069915464138,4.829467313598371,2.908963701703076
y_sbi_369,3.526609578791204,3.5351354034527227,3.5405189316424766,5.381615654344576,3.493903987583128
y_sbi_370,3.050469189005044,3.045358098501852,3.077435018519608,4.685763175384223,3.0005578914820745
y_sbi_371,3.603114231754806,3.5917229426314097,3.5173388093960436,5.54286593045474,3.50108129464348
y_sbi_372,2.834181580270068,2.8304052204956713,2.908307807813346,4.402339258223598,2.8101215771664187
y_sbi_373,3.5798292366564777,3.6049681825572306,3.6519804810309084,5.5194676093416275,3.577528879638623
y_sbi_374,1.4524186198110216,1.4526063255398396,1.538733498014952,2.2987452909419632,1.4564045698865342
y_sbi_375,3.413762013858999,3.4064137423234784,3.4563943439727765,5.456389415979756,3.3750593885922733
y_sbi_376,3.2931682760471306,3.2923948370715146,3.2943032246381594,5.320242583850717,3.2336072809974934
y_sbi_377,2.1571776671107474,2.1618004636622716,2.19227346901898,3.403942912177531,2.1472043429836476
y_sbi_379,3.060445196881552,3.095965731120122,3.1840520227261866,4.855967481321771,3.05516864574667
y_sbi_380,2.465696255474353,2.4603185345860816,2.5377971339526337,3.8650661939724125,2.4590410474142974
y_sbi_381,1.8200571570084094,1.8005172319061409,1.8388526061563457,3.058942779905623,1.7738724743616334
y_sbi_384,2.9298462715254625,2.9315812318568604,2.984905486079078,4.538685768289442,2.904560419172219
y_sbi_385,2.728126468826483,2.726338701509185,2.815005275772606,4.617386804155448,2.7122096871400805
y_sbi_386,3.1119407512361708,3.1128855091677767,3.1526055033769818,4.895587000254016,3.0695250272200236
y_sbi_388,3.340564798944011,3.3308380290663013,3.227762131013688,4.680724475955862,3.251028281463981
y_sbi_389,3.914218388752108,3.913083808909455,3.8734997817522117,5.707728088797743,3.837651880263876
y_sbi_390,2.607362475275033,2.594111911257157,2.589538784699623,5.509382083543231,2.5386779652717886
y_sbi_391,3.2434422402336596,3.2447334992169328,3.2505691029927353,5.071834857803115,3.201767274420988
y_sbi_392,3.3664486826087874,3.395743792945179,3.466244736333263,5.331944165954777,3.3526774855972423
y_sbi_393,1.4221874996999169,1.4199075547239624,1.4516240833935856,2.258568297532503,1.41272367562788
y_sbi_394,3.851571708393814,3.8747261597314493,3.865767855419801,5.846402804580754,3.816616636368764
y_sbi_395,3.469274936605082,3.4683664926445306,3.4980449047622466,5.4268699122235065,3.420459980397852
y_sbi_396,2.8431014923456814,2.8479066546937086,2.9359402455867736,4.4082906530466905,2.809386341231582
y_sbi_397,3.0014490179362987,2.986916376261119,3.0876898503294914,4.5929602653488955,2.9860526611246567
y_sbi_398,2.5970726236455217,2.608916171809964,2.701743623508176,4.164593662790876,2.594647657193756
y_sbi_399,4.357930562060671,4.377657762667584,4.462559561470016,6.5164075604887275,4.343005855829972
y_sbi_400,3.5439028216920083,3.5805744402914055,3.602788249335735,5.3637969939768215,3.5193454663268104
y_sbi_401,4.088172445073756,4.114843978710026,4.131639415360754,6.1006703510533455,4.08203251566351
y_sbi_402,1.3963275102650297,1.3942305937687267,1.4261269863896067,2.180640794569864,1.3911667151577873
y_sbi_403,3.6311724802776015,3.6588635134249503,3.6274999866930417,5.130568483779933,3.579511116263147
y_sbi_404,3.358733069857113,3.3222266443257222,3.3175438766635565,5.029988689362424,3.250923338288772
