,result/result_lasso.csv,result/result_ridge.csv,result/result_rf.csv,result_sarima.csv,avg
y_sbi_094,5.998943295268877,6.171502046634634,6.221744276852562,8.661651476317058,6.051185136050953
y_sbi_095,3.3745808635918633,3.3601984245919914,3.383864445038747,220.41340048984566,3.316535334252106
y_sbi_096,2.757130349999512,2.734853023941309,2.811893599654747,4.371466161494311,2.71674026671038
y_sbi_097,6.597253183189489,6.7293253843311645,6.942169241035435,9.310873224238934,6.63873739661842
y_sbi_098,2.6827225804304784,2.694926021329557,2.7820770877724086,4.277257214193515,2.683969423760636
y_sbi_100,3.8028823502500235,3.796909707846341,3.864623494507667,5.4188571606100435,3.787921058850682
y_sbi_102,2.727907700859355,2.705036719793874,2.767584339078627,4.322272385001023,2.70302015624214
y_sbi_103,4.180151295540578,4.154519608737624,4.270927641292301,7.571284966086662,4.1182368484446785
y_sbi_104,4.37270512082784,4.387598011892252,4.380967025958492,6.384511260458054,4.321969302506282
y_sbi_105,4.093702701365719,4.095242634238293,4.15828988505045,6.203423372145754,4.070652596766542
y_sbi_107,4.75239595020709,4.754056124133925,4.770436175763886,7.6001949973326015,4.666580263372514
y_sbi_108,3.8288789413967095,3.822779848547321,3.936472064254957,5.761358209032143,3.7652079874979787
y_sbi_109,3.210840859888344,3.2058182884552875,3.2311637617451217,5.1054585914534565,3.189765383272746
y_sbi_110,4.482506034405963,4.545572736353485,4.556622658428021,6.607715246400058,4.400827954929565
y_sbi_111,5.828723284800422,5.804927090402345,5.937501176019324,9.320107998574322,5.716426121405789
y_sbi_112,4.670839184018636,4.672309214087779,4.750213071640134,7.037574262529086,4.639478241725376
y_sbi_113,3.206912823717599,3.1394792929711994,3.1575339402081912,5.273803742629244,3.1194177060878547
y_sbi_114,3.858580639888592,3.8579302206816335,3.9161881590191223,5.588053311353451,3.839720393907985
y_sbi_115,6.704712311582968,6.69456112815573,6.768404464993628,10.56846779443814,6.611920628873422
y_sbi_116,3.1828177093132557,3.2254793636790375,3.255330969069766,4.9729293146478275,3.1793778998662443
y_sbi_117,6.31791214504177,6.314643376220648,6.335095542934483,9.432431422806896,6.245481319030458
y_sbi_118,3.947415916606992,3.9121489561554537,3.960372298701132,5.931841634189362,3.8715989855128092
y_sbi_119,7.554308337957045,7.6012669540468485,7.6780762825229445,11.609196087905564,7.439731676577197
y_sbi_120,4.992073463665349,4.996659454315588,5.004708781967224,7.570391441244658,4.935730050485132
y_sbi_121,4.037129953362562,4.011970258499276,4.003478337647018,6.686435111946311,3.972754143667723
y_sbi_122,4.92994280708582,4.980655681922528,4.964618461051419,7.839743939381994,4.843715275436277
y_sbi_123,4.003448190738252,3.9979102104316024,4.0369820257053695,6.028690822899076,3.9616680927786723
y_sbi_125,3.672292358193174,3.6564074355941054,3.6461262087430244,5.207066930296761,3.587631605147193
y_sbi_126,3.512206745087102,3.5008886917105344,3.527964881455059,5.454836920457328,3.459657634732392
y_sbi_127,4.116778488085236,4.113619108817339,3.899889479305786,6.967628108154047,3.953794404959872
y_sbi_128,4.1640428462352315,4.175970642666572,4.178676566844642,6.444870406811999,4.083166364983329
y_sbi_129,4.226719592624661,4.174892037049219,4.3161731226829865,6.640989760767797,4.020714746157222
y_sbi_130,3.6404470851870947,3.6195195950640198,3.6121630394963016,5.389748167806045,3.589389068898132
y_sbi_131,4.656539631942137,4.63713549559833,4.74453009573853,6.933659159640584,4.588574031598335
y_sbi_132,9.225002382220685,9.291092103768749,9.514269432290893,14.497917078107005,9.064947878846727
y_sbi_133,4.702060811739967,4.680490670916761,4.693187552448658,7.28136344529348,4.604386125244124
y_sbi_134,7.962988165359687,8.009067073279882,8.168865554126473,11.8075810994435,7.925296253761779
y_sbi_135,4.547370254187893,4.549873033568235,4.654416373006027,6.952398586963443,4.519686025628445
y_sbi_136,2.6200008212674857,2.6113791440171705,2.63138107156722,3.9745784773535284,2.5882302432699893
y_sbi_137,3.7068944188557933,3.6873820069558674,3.67679297313892,6.015182497643405,3.6366970203830977
y_sbi_138,4.412714001692348,4.424488639969871,4.510585627830936,6.418801569375109,4.398534138395403
y_sbi_139,5.020735150261117,5.016978727688283,4.923430364974129,6.757750458983359,4.909828830312266
y_sbi_140,5.134190486236511,5.104806969779733,5.13431055951063,7.793167876275503,5.063863316161027
y_sbi_141,2.491852996587617,2.4192110385209116,2.4709473123645114,3.891780282354023,2.438656723649391
y_sbi_142,3.6273494938992092,3.6293705801205465,3.6544313309324967,5.798436488579645,3.5866034553437847
y_sbi_143,3.6325574853355893,3.640224520668546,3.722098013655797,5.566806938532274,3.604384239786889
y_sbi_144,4.197377600956181,4.178146405355471,4.270640722705791,6.621270189858029,4.146487755364474
y_sbi_145,3.7567440577231483,3.7244421523128035,3.8691720522039814,5.948027269182392,3.718357299272099
y_sbi_146,5.991991745672936,5.986311314535582,6.175702331319546,8.82748668401013,5.958203062698334
y_sbi_147,3.6855510866946277,3.6831069889930492,3.6863701542481686,5.317768326936084,3.634789752308066
y_sbi_148,3.819931954411258,3.8705553587508637,3.8340164187696657,5.835341593975696,3.7951655208425885
y_sbi_149,5.269109695320607,5.198455111588731,5.395567908986484,8.821836267402288,5.082745198450865
y_sbi_150,4.151621335366576,4.16074414521863,4.145082084926901,6.496257446019734,4.096793106466805
y_sbi_151,3.108320414712747,3.13287376282343,3.092960039820607,5.053799341111119,3.0601362482748096
y_sbi_152,5.036414815891486,4.947115355265109,4.995993837595168,7.1306994980891565,4.888262275158152
y_sbi_154,3.514831045197898,3.521807049854529,3.538866365497654,5.508372663838262,3.480004528446879
y_sbi_155,3.3204654538064324,3.3139931078034635,3.463116552545083,4.859605630130193,3.320247302031423
y_sbi_156,3.612479026282065,3.6158731707353424,3.779863094348258,5.773171493506063,3.621717820293251
y_sbi_157,2.6807568556890704,2.6718320355679275,2.778273320378242,4.560657929531538,2.655691252008025
y_sbi_158,4.311862207929211,4.317511896636893,4.377701525727381,7.127652596674351,4.252687290001633
y_sbi_159,3.4719808383660484,3.469721015531272,3.5486841875293362,5.570783742931521,3.4476152311822457
y_sbi_161,3.5553653606014275,3.542135291980499,3.605689818187151,5.795527295047304,3.5151129709131292
y_sbi_162,5.10501337118342,5.095771052320778,5.278242321340143,8.777048739609532,5.065363037278318
y_sbi_163,4.130898429513683,4.152399736166996,4.3291030923349485,7.110573042696455,4.114443195375699
y_sbi_164,4.907769789420218,4.979911878797216,5.053395597123121,6.953186380433556,4.881171766339002
y_sbi_165,3.6845048054739378,3.717597948422829,3.7271062292121004,5.808983003912391,3.669992161580727
y_sbi_166,2.700460633138168,2.7002233042905406,2.723258387196121,4.084728699915683,2.663436737161544
y_sbi_167,4.37710740030955,4.430032802060465,4.580577224114802,6.458611570414892,4.379603324708496
y_sbi_169,4.012652220149817,4.020415759317425,4.0343203142399,6.567573242429116,3.907157793690294
y_sbi_170,3.4518601074490443,3.439889927972044,3.614859358891624,7.043540130238674,3.4396158095688385
y_sbi_171,2.806146647423496,2.825251088061051,2.819582750864285,4.414105524575293,2.7741731397052494
y_sbi_172,3.4001520718225775,3.4536990300025736,3.496015729702566,4.674961205039451,3.4002322277779227
y_sbi_173,6.168133589133006,6.249951187841952,6.128118793879091,9.0958387747537,6.090216446579661
y_sbi_175,6.171666089578451,6.179635560786341,6.280574204609232,9.101518447803054,6.137114122117274
y_sbi_176,5.599521258319029,5.63807328930948,5.886998790521504,10.087221880823591,5.539289331495989
y_sbi_177,3.177258866388555,3.1759642965182193,3.2394789651625544,5.174483821012087,3.1430642994843327
y_sbi_178,2.862993393502598,2.8409700278444654,2.952039142984492,4.6455738547525565,2.818535225765553
y_sbi_179,3.7199653806329556,3.684342043454676,3.8426441899055828,6.518072746747652,3.657632608303095
y_sbi_180,1.8123338075850464,1.8133286146756165,1.8430715209940765,2.833359229007932,1.8088001283028903
y_sbi_181,4.882284775803905,4.912608462782883,5.015382705138428,7.527451206834768,4.799543949727189
y_sbi_182,5.042282475344852,5.080882978211935,5.1993746118317326,7.633430567471134,5.026602029979011
y_sbi_183,4.226982218809993,4.185368725022492,4.196264849911878,6.003625479285186,4.13411580050081
y_sbi_184,2.6815950511168194,2.6693214356677037,2.734057047927826,4.36423150791234,2.658298328334686
y_sbi_186,6.533340371798268,6.5032812981304655,6.649150643865478,10.999996315821738,6.347606221808016
y_sbi_187,3.7830327246298463,3.7772652490181695,3.8117423829661092,5.9060920661190135,3.746826861110851
y_sbi_188,3.1243068784570256,3.117138023756282,3.141673822043388,4.98990649669475,3.0820362647734743
y_sbi_189,4.058379537337975,4.006564471603981,3.955609186528538,6.066483274948162,3.9127973225624086
y_sbi_191,2.856095488622652,2.875065078963295,2.9434556539707972,4.517203700840065,2.8634429567374435
y_sbi_192,2.90093409335664,2.9046455600109824,2.912700018394341,4.5649295796340335,2.868890352774
y_sbi_193,2.643868214057119,2.6094207678192474,2.586066903907889,4.330532497697292,2.5706044998125734
y_sbi_194,3.645540637330451,3.6554814994308873,3.685480887460184,5.817806967422467,3.626833509555937
y_sbi_195,4.815207614854339,4.816262303167435,4.746765783418644,8.021261365902351,4.666082732453499
y_sbi_196,1.7310499954173646,1.7121632068637687,1.7340479939945652,2.7105397806306444,1.7070205130405403
y_sbi_197,3.88770886083294,3.9076665674097235,3.9146573016332993,5.852325682638981,3.854458945390672
y_sbi_201,3.2952359861447595,3.32460323295784,3.3188004158165634,5.090742922337033,3.2719992040944734
y_sbi_202,5.059692442347307,5.108785243553795,5.120431801720224,7.972876550255347,5.052917139808155
y_sbi_203,3.3229682538861742,3.3007967151990227,3.389451379855114,5.344482226299247,3.27485946483557
y_sbi_204,3.784497486043193,3.7572221194542847,3.7861896847338454,5.865857875879486,3.7104712318454847
y_sbi_205,2.2766646645466597,2.2792291735654535,2.22771345964213,3.601276736491911,2.221634902310319
y_sbi_206,2.351167432124763,2.3593528887422415,2.3361693089504882,3.5494479278472797,2.314864388412129
y_sbi_207,1.3834139609033547,1.379413957310079,1.3908178893172958,2.228404387588751,1.3755962226798857
y_sbi_208,3.11145247992007,3.08594473286315,3.11780190216681,5.339110802198219,3.0365776676680047
y_sbi_209,2.992492228254119,2.991591012529104,3.0673020804277695,4.730832081318997,2.9584103712223264
y_sbi_210,6.164194987685579,6.135158329662507,6.253499738060716,9.258141534582423,6.023055245326361
y_sbi_211,2.3080292094552144,2.2950872797153137,2.3848664302023037,3.66372324505076,2.3018029332548755
y_sbi_212,3.39869521535728,3.394362747183504,3.4664871570536073,5.428230276076176,3.3892454925863906
y_sbi_213,2.9685175921038978,2.977782824973599,3.0870385837906866,4.734248009919839,2.9791387350750047
y_sbi_214,2.669519532445896,2.6754672997382567,2.760238949367289,4.265240544537573,2.65612677609543
y_sbi_215,6.79591848318543,6.8155432841796095,6.899388596180248,10.247987396879344,6.741400240519284
y_sbi_216,3.431632956361022,3.4397838932138436,3.4841380738082997,5.476566168014523,3.380044554062644
y_sbi_217,4.351283562914468,4.356211161793553,4.278330984111425,6.252468239292989,4.236047039626192
y_sbi_218,4.230565580377732,4.236414338023522,4.338072483523163,6.681770510071721,4.194770130410615
y_sbi_219,4.083588513009165,4.099618085544239,4.098402054316061,6.303176366601591,4.030332644611874
y_sbi_220,4.25427845360103,4.24007428304925,4.343152050868045,6.454841813637211,4.237011843840051
y_sbi_221,5.7965827187941885,5.78449976189173,5.657597630712424,8.303705643047968,5.623206839921047
y_sbi_222,3.2842435636662732,3.289430090692201,3.2868828864269046,4.855263245982649,3.246874317829337
y_sbi_223,5.106666422528735,5.061897395481827,5.018427569975819,7.318375062916809,4.985952025748112
y_sbi_224,3.1440793905135798,3.1362872517291747,3.1939702410448048,4.882066724185845,3.1003115563449906
y_sbi_225,3.9908624094156284,3.9932609870415323,4.033693524442822,6.0288286396963064,3.9402477705007013
y_sbi_226,2.9987530177289616,3.013269534615398,3.0964768656089388,4.976401205637732,2.986265758917319
y_sbi_227,2.7365683390956606,2.7316796566235304,2.7698591725100936,4.401558643007722,2.708807685899415
y_sbi_228,2.4119418591568134,2.3694749316683574,2.377849489390441,3.795415922420843,2.361153923478799
y_sbi_230,3.2487003304208435,3.255002433207634,3.2828433761365883,5.109468550635366,3.1824446291437027
y_sbi_231,4.1215258955703655,4.137690873071066,4.109692972554198,6.469473370321952,4.05187853027137
y_sbi_232,3.566036859070473,3.5530012107810847,3.6416220277155897,5.694301921988449,3.5422604482145506
y_sbi_233,2.1984066261714927,2.1887106713650524,2.2134322890374034,3.4953185042570136,2.1847803505108856
y_sbi_234,3.339519051360224,3.3724279823518173,3.5109678629543932,5.247009572509627,3.3508278341377706
y_sbi_235,3.4342076504934425,3.4384851039794886,3.514790318723568,5.048668201299513,3.41144947096053
y_sbi_236,3.655111561879901,3.630472714442966,3.6629782283165713,5.846912138706796,3.5750820195990167
y_sbi_238,3.4634359100379797,3.452436565200058,3.429483358281801,5.064862165349704,3.37152724630808
y_sbi_241,4.334556246233656,4.384205137539148,4.35690511488589,6.444380519283332,4.265505617731119
y_sbi_242,4.000738178065063,4.016363234007727,4.009012423426868,5.902322256440172,3.9731158339039725
y_sbi_243,2.4367684754653354,2.4257498103167414,2.4840961739919716,3.7327262965855166,2.4058036355006074
y_sbi_244,4.578432924030296,4.586138648616466,4.567554328341952,7.199228445397043,4.491912849080296
y_sbi_245,5.419116108471604,5.414612649279429,5.611515109047603,7.7503126907178475,5.368858633024937
y_sbi_246,1.8248042066876162,1.8210015284448722,1.8826665229501804,2.959339963126778,1.8116535545777406
y_sbi_247,2.219997138084142,2.2552588508284126,2.2396708498033027,3.6008954995844884,2.2020797110954606
y_sbi_248,3.635258296673783,3.6238522830223308,3.738207955957057,5.265427760018688,3.54893115325985
y_sbi_249,4.439563322607613,4.460996863986689,4.594957912491871,6.510258248391798,4.456640862415832
y_sbi_250,3.4751638885312404,3.493998520424946,3.5302901769586765,5.645817324024239,3.4540239575828107
y_sbi_251,4.070437381764455,4.126105590215365,4.055032343401184,5.742511608532443,3.988067979543357
y_sbi_252,3.7778694421679067,3.7812046643133437,3.9122357077676617,5.681336546609675,3.7604082989201166
y_sbi_253,3.668779702643178,3.665756308922828,3.7416822126506455,5.723401546328629,3.632959014540693
y_sbi_254,4.071084606642868,4.099213217251558,4.125694695279534,6.8702879182115675,3.9816543693744912
y_sbi_255,3.733805851640671,3.7275031372372043,3.787204121380789,5.64119996189655,3.7144352720283504
y_sbi_256,2.722165398058465,2.7203914880406614,2.7841159311533366,4.408973766783004,2.701981719473396
y_sbi_257,3.3926268388350227,3.3680246611404305,3.3830745796406334,5.287652683315292,3.3094380619600594
y_sbi_258,3.9078189797888894,3.920229674485929,3.941424102309152,6.543904600427284,3.857014632806633
y_sbi_259,4.220325634659355,4.249246850200874,4.229825104009133,6.269565695649965,4.189858115684431
y_sbi_260,2.154536451872023,2.1520877080101295,2.202744117812126,3.458063599788712,2.145357378585997
y_sbi_261,4.125653614526025,4.083365755435068,4.142969474412201,6.753405326779211,4.003775248509523
y_sbi_262,2.618228017412415,2.618425083992714,2.6205866243060836,3.97895867295302,2.577128528618058
y_sbi_263,3.9939027206448254,3.97815775454652,4.077443295591751,6.057977382707007,3.967054421275745
y_sbi_265,1.650354888049177,1.6582462038965893,1.7134246681211256,2.6406639764558495,1.651676173976127
y_sbi_266,3.6718025345382523,3.677044478523868,3.752228253371513,5.443827799003231,3.6193165929835045
y_sbi_267,2.8755476373801905,2.8669598950367092,2.8885687792802055,4.500108844361616,2.8505687252096727
y_sbi_268,2.78854526744689,2.7904203828198524,2.8357543068457014,4.41740488261946,2.7572449872612728
y_sbi_269,1.8348897064373797,1.8333970050267128,1.8404476211618785,2.89563830299652,1.8138957053458002
y_sbi_270,4.190857458089114,4.170906360540033,4.12844322852055,6.102952189196321,4.085201141559382
y_sbi_271,3.1447705572988696,3.163588960194275,3.1227866419394528,4.789174186843104,3.101391884042939
y_sbi_272,2.597529560921027,2.6091566845486156,2.6350825072716564,4.017714405242977,2.571623579460496
y_sbi_273,4.186999952200999,4.1285417841359635,4.068626515211217,6.193149580505925,4.041826862262367
y_sbi_274,2.9849486696475607,2.9819508589890957,2.9758494555979333,4.663835328627782,2.9351894075356464
y_sbi_275,5.386245213387842,5.399111991388684,5.496371160207232,8.503989790454776,5.3496231771406535
y_sbi_276,3.7148249069639423,3.740079094759175,3.778504076955061,5.921446276310058,3.678095806162702
y_sbi_277,3.689615428331151,3.6843720077948037,3.704852324894154,5.320550962875821,3.6482565149681676
y_sbi_278,2.3788167159937514,2.372812273744093,2.3964541376552213,4.127535894305258,2.3360631068975635
y_sbi_279,5.58835204160023,5.56135029747515,5.74033531527628,8.712780770561702,5.513742781471455
y_sbi_280,3.6254989368133157,3.534156431152717,3.547515644539607,5.157038971092113,3.487609770088052
y_sbi_281,2.8560678981379137,2.8627280691065966,2.8563585235875815,4.420440524561587,2.8349035591428655
y_sbi_282,3.7593031548428884,3.794432406577096,3.830602764460386,5.671871534963793,3.7337479518197942
y_sbi_283,1.890447467638619,1.8964170938400067,1.9007230769745296,2.9983385866186585,1.8725732123523882
y_sbi_284,2.8937201152040872,2.8960190186832806,2.9989155413575768,4.5084514343044395,2.899573796841329
y_sbi_285,4.552035818045319,4.54779608847909,4.550717009732045,6.850849909689541,4.450034531668031
y_sbi_286,3.339031319590835,3.3242235794070356,3.3194089551310886,5.248252406540049,3.2699367713189154
y_sbi_287,3.8854175571808316,3.8587703089383876,3.988776325260792,6.023604076290252,3.841241921986657
y_sbi_288,5.108099576851757,5.088942888861096,5.119885932020464,8.434846768452468,5.03524102556441
y_sbi_289,5.777329296733905,5.788450784243571,5.595824707221467,8.22498113219046,5.601783617390846
y_sbi_290,2.638020162493046,2.6465858532471707,2.653037041018644,4.123450866098581,2.614999629611556
y_sbi_291,6.057371045462003,6.091732647720643,6.043864105472059,8.808236496482191,5.964888378038133
y_sbi_292,3.0946967617151637,3.0943071260057278,3.105666758343425,4.846958222039069,3.0533738910628863
y_sbi_293,5.367898871011748,5.409509318145194,5.515528026283801,7.961797182300044,5.378726608858967
y_sbi_294,3.819249464548017,3.857433212566534,3.814304908966615,5.978685436094227,3.76493365254523
y_sbi_295,3.363079277524539,3.369375986182436,3.4136536517611638,4.915376229141385,3.3535282599726646
y_sbi_296,3.095103911756683,3.10513562536274,3.0745647996276895,4.671899216818602,3.035653368306416
y_sbi_297,2.8561380557469014,2.8423755124425147,2.819384906746017,4.16468144938782,2.794464756518256
y_sbi_298,3.3807933944440403,3.364864155467981,3.4498727548259316,4.998324627186319,3.3432879445908306
y_sbi_299,2.625864374639412,2.6190988702702933,2.67531252809073,4.120392426122645,2.603952466158692
y_sbi_300,3.241990945927516,3.242544246803178,3.271076541695482,4.879854594227971,3.215063547637725
y_sbi_301,3.570378669556541,3.5742725912938136,3.6625566606291593,5.204263754359717,3.5561443211385373
y_sbi_302,2.87275322573108,2.895981627255124,2.921981367454147,4.632933506363816,2.8414867293725288
y_sbi_303,4.3224202080795875,4.318770614176365,4.223371627367751,5.627571093775914,4.177646597048851
y_sbi_304,3.8056110044264284,3.8383023363596216,3.8895028552648445,5.787269618057039,3.7724376600732725
