sno,ha_rmse,ma_rmse_12,ma_rmse_3,ma_rmse_6,sarima,Lasso ,Ridge ,Random Forest ,Adaboost ,XGBoost,tot
26.0,38.095238095238095,38.095238095238095,21.428571428571427,28.57142857142857,21.428571428571427,11.904761904761903,11.904761904761903,11.904761904761903,11.904761904761903,14.285714285714285,42
27.0,21.052631578947366,21.052631578947366,15.789473684210526,18.421052631578945,18.421052631578945,13.157894736842104,13.157894736842104,13.157894736842104,13.157894736842104,13.157894736842104,38
29.0,18.51851851851852,18.51851851851852,12.962962962962962,14.814814814814813,12.962962962962962,9.25925925925926,7.4074074074074066,7.4074074074074066,7.4074074074074066,9.25925925925926,54
30.0,21.62162162162162,20.27027027027027,13.513513513513514,17.56756756756757,13.513513513513514,8.108108108108109,8.108108108108109,6.756756756756757,8.108108108108109,8.108108108108109,74
31.0,20.0,20.0,16.666666666666664,16.666666666666664,,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,30
32.0,21.052631578947366,23.684210526315788,15.789473684210526,21.052631578947366,18.421052631578945,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,13.157894736842104,38
33.0,19.565217391304348,17.391304347826086,13.043478260869565,15.217391304347828,13.043478260869565,8.695652173913043,8.695652173913043,8.695652173913043,8.695652173913043,8.695652173913043,46
34.0,21.875,18.75,15.625,18.75,15.625,9.375,9.375,12.5,9.375,9.375,32
35.0,23.333333333333332,23.333333333333332,20.0,20.0,20.0,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,30
36.0,20.833333333333336,22.22222222222222,15.277777777777779,18.055555555555554,16.666666666666664,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,72
37.0,21.73913043478261,19.565217391304348,17.391304347826086,19.565217391304348,17.391304347826086,10.869565217391305,10.869565217391305,10.869565217391305,10.869565217391305,13.043478260869565,46
38.0,21.875,21.875,18.75,18.75,18.75,12.5,12.5,12.5,12.5,12.5,32
39.0,19.230769230769234,23.076923076923077,15.384615384615385,19.230769230769234,15.384615384615385,11.538461538461538,11.538461538461538,11.538461538461538,11.538461538461538,11.538461538461538,26
40.0,23.52941176470588,26.47058823529412,17.647058823529413,20.588235294117645,17.647058823529413,11.76470588235294,11.76470588235294,11.76470588235294,11.76470588235294,11.76470588235294,34
41.0,20.0,20.0,13.333333333333334,16.666666666666664,16.666666666666664,10.0,10.0,10.0,10.0,10.0,30
42.0,21.052631578947366,21.052631578947366,15.789473684210526,18.421052631578945,18.421052631578945,10.526315789473683,10.526315789473683,13.157894736842104,13.157894736842104,13.157894736842104,38
43.0,16.666666666666664,16.666666666666664,10.0,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,30
44.0,19.444444444444446,19.444444444444446,13.88888888888889,16.666666666666664,292403956336.11115,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,36
45.0,23.333333333333332,23.333333333333332,20.0,23.333333333333332,23.333333333333332,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,30
46.0,20.689655172413794,22.413793103448278,12.068965517241379,17.24137931034483,13.793103448275861,8.620689655172415,8.620689655172415,8.620689655172415,8.620689655172415,8.620689655172415,58
48.0,21.052631578947366,21.052631578947366,15.789473684210526,18.421052631578945,15.789473684210526,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,38
49.0,19.230769230769234,19.230769230769234,17.307692307692307,17.307692307692307,19.230769230769234,11.538461538461538,11.538461538461538,11.538461538461538,11.538461538461538,13.461538461538462,52
50.0,17.307692307692307,15.384615384615385,9.615384615384617,11.538461538461538,9.615384615384617,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,52
51.0,18.181818181818183,20.454545454545457,11.363636363636363,13.636363636363635,9.090909090909092,6.8181818181818175,6.8181818181818175,6.8181818181818175,6.8181818181818175,6.8181818181818175,44
52.0,16.666666666666664,16.666666666666664,13.333333333333334,16.666666666666664,16.666666666666664,10.0,10.0,10.0,10.0,10.0,30
53.0,19.230769230769234,19.230769230769234,15.384615384615385,15.384615384615385,15.384615384615385,11.538461538461538,11.538461538461538,11.538461538461538,11.538461538461538,11.538461538461538,26
54.0,23.333333333333332,26.666666666666668,20.0,23.333333333333332,20.0,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,30
55.0,21.73913043478261,21.73913043478261,15.217391304347828,19.565217391304348,17.391304347826086,10.869565217391305,10.869565217391305,10.869565217391305,10.869565217391305,10.869565217391305,46
56.0,21.428571428571427,21.428571428571427,16.666666666666664,19.047619047619047,16.666666666666664,9.523809523809524,9.523809523809524,9.523809523809524,9.523809523809524,11.904761904761903,42
57.0,19.565217391304348,15.217391304347828,10.869565217391305,13.043478260869565,13.043478260869565,8.695652173913043,8.695652173913043,8.695652173913043,8.695652173913043,8.695652173913043,46
59.0,18.75,15.625,15.625,15.625,18.75,12.5,12.5,12.5,12.5,12.5,32
60.0,20.0,20.0,16.666666666666664,16.666666666666664,16.666666666666664,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,30
61.0,19.767441860465116,19.767441860465116,15.11627906976744,17.441860465116278,16.27906976744186,10.465116279069768,10.465116279069768,10.465116279069768,10.465116279069768,11.627906976744185,86
62.0,20.588235294117645,20.588235294117645,17.647058823529413,17.647058823529413,17.647058823529413,14.705882352941178,14.705882352941178,14.705882352941178,14.705882352941178,14.705882352941178,34
63.0,19.444444444444446,19.444444444444446,16.666666666666664,16.666666666666664,16.666666666666664,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,36
64.0,20.0,20.0,14.000000000000002,16.0,14.000000000000002,10.0,10.0,10.0,10.0,10.0,50
65.0,21.052631578947366,21.052631578947366,15.789473684210526,18.421052631578945,15.789473684210526,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,13.157894736842104,38
66.0,19.047619047619047,19.047619047619047,14.285714285714285,16.666666666666664,16.666666666666664,9.523809523809524,9.523809523809524,9.523809523809524,9.523809523809524,9.523809523809524,42
67.0,18.75,18.75,14.583333333333334,16.666666666666664,16.666666666666664,12.5,12.5,12.5,12.5,12.5,48
68.0,19.444444444444446,22.22222222222222,13.88888888888889,19.444444444444446,16.666666666666664,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,36
70.0,23.076923076923077,21.153846153846153,17.307692307692307,19.230769230769234,19.230769230769234,11.538461538461538,11.538461538461538,13.461538461538462,11.538461538461538,13.461538461538462,52
71.0,23.333333333333332,23.333333333333332,20.0,20.0,20.0,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,30
72.0,19.047619047619047,19.047619047619047,11.904761904761903,14.285714285714285,11.904761904761903,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,42
73.0,15.625,15.625,12.5,15.625,12.5,9.375,9.375,6.25,9.375,9.375,32
74.0,22.5,22.5,15.0,20.0,17.5,10.0,10.0,10.0,10.0,10.0,40
75.0,23.333333333333332,23.333333333333332,16.666666666666664,20.0,16.666666666666664,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,30
76.0,19.444444444444446,22.22222222222222,13.88888888888889,16.666666666666664,13.88888888888889,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,11.11111111111111,36
77.0,18.75,18.75,15.625,15.625,15.625,9.375,9.375,9.375,9.375,9.375,32
78.0,19.230769230769234,19.230769230769234,15.384615384615385,17.307692307692307,19.230769230769234,13.461538461538462,13.461538461538462,11.538461538461538,13.461538461538462,13.461538461538462,52
