,Lasso ,Ridge ,Random Forest 
126,0.11704522002015581,0.11667071657850206,0.11760633610737331
127,0.10292654691067596,0.10282404208164883,0.09749931273257831
128,0.11564486810932657,0.11599272089018337,0.11607590313776611
129,0.08461640563215837,0.08341147399404296,0.08633658433579258
130,0.13999811188976727,0.1392393878963721,0.1390804738296619
131,0.08951707515828226,0.08914716377759246,0.09131676225310008
132,0.10482754535237887,0.10558460178595706,0.10843830761635388
133,0.11755152029349918,0.11701226677291902,0.11732968881121644
134,0.1244216900837451,0.12514167301999815,0.12763852428322614
135,0.08421056026273875,0.08425690802904141,0.08619289579640792
136,0.08733336070891619,0.08704597146723901,0.08771270238557399
137,0.08058466127947375,0.08016047841208407,0.07993028202475913
138,0.14706504288401548,0.14748474473023693,0.15037259784794177
139,0.13200859454278155,0.13203795225367068,0.1294715015746824
140,0.1116346745972605,0.11098772453104061,0.11183859995506086
141,0.0691850584016264,0.06719012010721799,0.06860415692694953
142,0.06975172292454905,0.06978896309640786,0.07029381493604117
143,0.05044832706250095,0.05055247107952596,0.05182244444842743
144,0.07235003122425795,0.07201829537853463,0.0735757185336437
145,0.09392116898859151,0.09312923227934043,0.09669119614298324
146,0.1303143114171587,0.1301914002956739,0.1349366915057631
147,0.11516747938712933,0.11508750796983305,0.11509305599407534
148,0.056175469917812616,0.05691993174633623,0.05638259439367157
149,0.08498564024710656,0.08384605018691502,0.08702528885462071
150,0.1092677350574725,0.10950970004813462,0.10906495860967699
151,0.09144864768304874,0.09218739020433404,0.09116227383380963
152,0.12589752631422588,0.12366997940308311,0.12488802087733561
154,0.09250414586156849,0.09269694872683244,0.09314012556351407
155,0.11068061932169128,0.1104674214631757,0.11541026094122918
156,0.09506945814395962,0.09516016326815337,0.09900623669306687
157,0.06382042010241487,0.06360339261159262,0.06587456628046456
158,0.08981160515624005,0.08993768496047816,0.091216652697599
159,0.09643447572372098,0.09637444048347363,0.09865445460843157
161,0.06348866715359693,0.0632524159282232,0.06438731818191341
162,0.07290328768227904,0.07277340972307259,0.0754010016887204
163,0.057363749679584713,0.05766709134455586,0.06020702813485769
164,0.12269424473550543,0.1244977969699304,0.126334889928078
165,0.059427496862482866,0.059961257232626276,0.06011461660019517
166,0.07940634223144613,0.07940766532325617,0.0801740983564739
167,0.14587106978037173,0.1477216625045564,0.15334146827354866
169,0.09116520085937058,0.09134154765465077,0.09171153121721712
171,0.07384412355183896,0.07436290762378268,0.0742281176038483
172,0.1416630206602484,0.14389166141702056,0.14601932967839942
173,0.11013286915842364,0.1115976014772686,0.10943109133875664
175,0.11869283679801762,0.11886806550289103,0.1208475153150388
176,0.05956017649362149,0.059966427293456456,0.0625906350624934
177,0.0794476385641438,0.07941451526746693,0.08115250933041732
178,0.08947840121474715,0.08879761295134278,0.09228266784539241
179,0.07152794972999563,0.07077518827869925,0.07389935173555573
180,0.04533984259088474,0.045329337928904354,0.046129864253303995
181,0.09377787591035419,0.09446432719983183,0.09643863785750137
182,0.10074878599695028,0.10155591291684539,0.10395200847904564
183,0.1320892312551117,0.13080479892383015,0.13109706754060318
184,0.06386561174834987,0.06355965912546202,0.06507247463791899
186,0.07967016602374832,0.07930190767942277,0.08106379460908088
187,0.11128425567509491,0.1111359476392893,0.11215441021816948
188,0.055743630773907545,0.05563046967918508,0.055971562610211835
189,0.10679946150889409,0.10543590714747318,0.10409497859285625
191,0.04924302566590779,0.04957008756833268,0.05074923541328961
192,0.06591919294154801,0.06600859708778006,0.06623358355491758
193,0.07343419356417664,0.07246764836493817,0.07202811519086941
194,0.07292749969368632,0.0731189726455686,0.07375874315770574
195,0.09623523324944334,0.09629269501169689,0.0949509371131618
196,0.08654633081996857,0.08558830841906526,0.08667955766381555
197,0.11437163457301851,0.11493731241075758,0.1151876506371712
201,0.07490971683585636,0.07556825324954096,0.0754193670540665
202,0.08432820737245512,0.08514642072589658,0.08534053002867041
203,0.08306040548107564,0.0825123361193993,0.08471783017780368
204,0.11826554643884978,0.1174131912329464,0.11831842764793267
205,0.09487780831849957,0.09495963030595365,0.09281192935242827
206,0.0734825189780653,0.07372385587618038,0.0729813780862126
207,0.04611166907792506,0.045975387993316616,0.04635997053613424
208,0.06764459729100572,0.06708717307040922,0.06786421857370596
209,0.07124981495843141,0.07122835744116915,0.0730310019149469
210,0.10269836113437146,0.10222487755926421,0.1043064055338341
211,0.05770148385271667,0.057376105349888296,0.05958069482562779
212,0.06795955124653638,0.06789302592048632,0.06935624126911187
213,0.09895058640346326,0.09925942749911996,0.10290128612635623
214,0.049422490966505916,0.04953794040504958,0.05114756190998155
215,0.10958678803990514,0.1099260165996819,0.1116976611975501
216,0.06857920984519944,0.0687482818093005,0.06971827422516187
217,0.10877027258573373,0.10891892563929684,0.10693245974347856
218,0.10074802185543505,0.10088858189396302,0.10283381221505532
219,0.10747136546498338,0.1078913632662869,0.10781208800873274
220,0.11819614899854337,0.11779446950233795,0.12061761492207768
221,0.14487031061798833,0.1445975988987501,0.14152342003337465
222,0.10895906659248601,0.1096225036819902,0.10962543514701295
223,0.12766666056321838,0.12654743488704567,0.1254606892493955
224,0.07853535006861008,0.07834862671582458,0.07971465017141977
225,0.0997498778265564,0.09983003888797028,0.10096240274303987
226,0.09371332376386585,0.09416944116502086,0.09673730523471016
227,0.06837457206808586,0.06825463882864301,0.06927337623561088
228,0.07537050005932655,0.0740625412622525,0.07436275400307917
230,0.09038249035841202,0.09047046599159408,0.09137231746727574
231,0.10286024586251782,0.10347113546342143,0.10278971257705571
232,0.1048834370314845,0.10450003561120837,0.1071065302269291
233,0.049963786958443016,0.04974342434920575,0.05030527929630462
234,0.11926853754857944,0.12044385651256487,0.12539170939122832
235,0.11445700634653834,0.11463844943689659,0.11797745402899024
236,0.10153087671888614,0.10084646429008239,0.10174939523101587
238,0.10820360503444337,0.10785521560043933,0.10720972884017019
241,0.1140720930749231,0.11535652788146376,0.1146599569011165
242,0.10001845445162658,0.10040908085019318,0.1002253105856717
243,0.08128618838029554,0.080856368523926,0.08281958691327729
244,0.09951889813638622,0.09968673085167085,0.09959206852133469
245,0.12314835596718865,0.12305455964002911,0.12757949560083384
246,0.04562010516719041,0.045525038211121804,0.04706666307375451
247,0.06528296919241529,0.06632200967962357,0.06579499917181397
248,0.11357444547565142,0.11321800223365365,0.1172234059361586
249,0.1388578498212196,0.1394009296188096,0.14365250076858904
250,0.09150105210972596,0.0919853537518712,0.09290537308656859
251,0.11305097135450642,0.11462192682414941,0.1122911695090311
252,0.11106108147518542,0.11121141785703681,0.11508989377627772
253,0.10790528537185817,0.107816362027142,0.11004947684266604
254,0.07019111390763566,0.07067608995261308,0.07113266715999196
255,0.12445911632253415,0.12424277451084416,0.12627734090928966
256,0.0800677038880944,0.08001508588716677,0.08194110778377461
257,0.09983053641916205,0.09910917512601555,0.09952788703517328
258,0.09769161822698127,0.0980105525853358,0.09833725504559819
259,0.11725314760439794,0.11833040287468648,0.11752409075487862
260,0.05985594183524125,0.05978098090930686,0.06120007691626209
261,0.09373801767630763,0.0927872578477423,0.09421136489847978
262,0.09353187792825503,0.09354631751965316,0.09351362586734961
263,0.10510270317486382,0.10468836196175052,0.10730113935767763
265,0.05501182960163923,0.05527487346321964,0.05711415560403752
266,0.1079599064588316,0.10809654523407017,0.11025504852328509
267,0.07568999294291526,0.07545623926612552,0.07622037408111401
268,0.0929523371477239,0.09301267451859463,0.09458920127565609
269,0.06122081967151804,0.06111167142145727,0.06136579077826018
270,0.12326051347320922,0.12267371648647159,0.1214248008388397
271,0.11230386884016827,0.11299734463336782,0.11152557703054979
272,0.08117064731047907,0.08152766473655879,0.08219294935233602
273,0.11018420926844734,0.10864583642463062,0.10706911882134781
274,0.08778455130046332,0.08771814249660817,0.08759582457428311
275,0.09285840937613232,0.09308112217562757,0.09477664041511186
276,0.09776568515764386,0.09839466281357721,0.10056093566667493
277,0.11527930335431678,0.11513527357466011,0.11550040759252844
278,0.0743257928321071,0.07413463024063958,0.07482903750319003
279,0.11646960577661629,0.1159130513486415,0.11963327645451731
280,0.12949318362426904,0.12623265988788873,0.1268268449727659
281,0.08927415975485303,0.08948026830295584,0.08927953000798951
282,0.12531438123805455,0.12648901835285667,0.12767998060922225
283,0.05907648336370685,0.059263034182500215,0.05939759615545405
284,0.09647744144794808,0.09655402667536887,0.0999485705943677
285,0.11380566992893007,0.11368384570157,0.11377267640908466
286,0.07588599683853324,0.07554554716618768,0.07530237779227227
287,0.09713948187379753,0.09647512599416173,0.09975769447003345
288,0.08238616796681343,0.08207414735775644,0.0825864538712726
289,0.13139928844855836,0.1315900836709785,0.1268329749349333
290,0.10144416597969218,0.1017599437841424,0.10200180211174402
291,0.1211083178480692,0.12180289686992511,0.12100728239509191
292,0.07734745317608424,0.0773248958661095,0.077653327135194
293,0.1342079659255105,0.13526325131049224,0.1378623337398452
294,0.1061246741873867,0.10713489352924663,0.1058553763333091
295,0.12933951915122396,0.1295916122171293,0.13130146088502287
296,0.09668937000746253,0.09700919128326672,0.09592173719169642
297,0.10983756214990031,0.10930775447277744,0.10843153886607317
298,0.10565134862295275,0.1051561959311397,0.10768866474319443
299,0.082061117427231,0.08184872804516032,0.0837696710820659
300,0.11578707477611554,0.11580775442712406,0.11691194837014507
301,0.1274925987845839,0.12768228925977038,0.13063766710556296
302,0.07181328214361773,0.07238871740527662,0.07321318212815023
303,0.12720122014213858,0.1269393858397787,0.12453617762168837
304,0.11892685424404124,0.119965382332866,0.12181311468685146
305,0.10749531754107514,0.10763563022363244,0.10706470078036821
307,0.11793242889161047,0.11777209822316986,0.11765659937787136
308,0.13551614239319854,0.13578132744162139,0.1333720521838363
309,0.08371616539660537,0.08459817984549356,0.08545823704722919
310,0.10157205623645006,0.1016068938433343,0.10219287725470862
312,0.12971149835671425,0.13094306889280044,0.13465038145242048
314,0.1199977402796761,0.12030293281354393,0.11844687684862787
315,0.09601797136437755,0.0964103279131507,0.09570321655251318
316,0.10127956098934625,0.1015447711846571,0.1013571749769941
317,0.09313299758898316,0.09246571550340331,0.09241966779125702
318,0.10353404106739386,0.10448730621412566,0.10338625503811445
319,0.081895282064153,0.08181528162497725,0.0840394788271955
320,0.12836456777600683,0.1291147192593173,0.13081620933788424
321,0.09296215063265618,0.09244613483361507,0.09328295114093957
322,0.1050794124245924,0.1050741206400466,0.10597863658786603
323,0.10114693492172198,0.10101087986808054,0.10210144522766325
324,0.11533922949909196,0.11663760742339228,0.11605027123073419
325,0.057792296519490007,0.05940929816014153,0.061155402644425684
326,0.09812730128670132,0.09958093238771887,0.10386093626167772
327,0.1276269011885707,0.12780969123592892,0.1292251186618444
328,0.08536403609607268,0.08550921495793175,0.08599767554583819
329,0.08916097292475363,0.08920048953003767,0.09088530590282151
331,0.09329897376631861,0.09380631587450815,0.09307185520381597
332,0.1307515055371945,0.13112722655003417,0.13199690572486616
333,0.09103251811940925,0.09240703033144346,0.09523250855400431
334,0.13873567972308817,0.1395443320944025,0.13821360883971698
335,0.06551682821124417,0.06549475082641802,0.06602901364047953
336,0.11089446732920201,0.11086098630310809,0.11226700653730122
337,0.08680319844841546,0.08661022543197296,0.08704572927884495
338,0.09502706122125874,0.09451029447288714,0.09456048124116304
339,0.09640898673278095,0.09699307388119477,0.0943666153263687
340,0.13703247208898708,0.13748630093673786,0.13660219401171583
341,0.08775342856589272,0.0879046539311611,0.08930825521023684
342,0.07030225535027035,0.07048346025108236,0.0719044936982479
343,0.11684847712070649,0.11753076046911638,0.11470348194841486
344,0.1157142674184932,0.11509508341564946,0.11810283605376631
345,0.08851235241250054,0.08913704838560792,0.09296007322722494
347,0.1087696332626152,0.10860003282945717,0.10808217949208446
348,0.10811779980931707,0.1092784965341897,0.11000468912429912
349,0.10982138792997241,0.10988658143373123,0.1107273775314785
350,0.13312262967949878,0.13281477091895355,0.13331826285972656
351,0.10522117786423822,0.10493139939885758,0.1098104887464368
352,0.06470096127554877,0.06418015893852758,0.06607794087378253
353,0.12461702562467743,0.12308766223927546,0.12261142834487941
354,0.09820588346331495,0.09897499203366085,0.10057253690260932
355,0.07956256697405428,0.08061748868876638,0.07954766425981702
356,0.06789486220481927,0.06780733316268009,0.0695484909891599
357,0.12956037917480157,0.12935015757027724,0.12891989863915956
358,0.08476083864236635,0.08477485384031884,0.08821037072280763
359,0.1085443142378649,0.10859126343934565,0.1083859939431782
360,0.08784320694947294,0.08803701822677855,0.08956303952548034
361,0.1066375223350922,0.10614430453063876,0.10776560490620227
362,0.09603376330383387,0.09609735068873894,0.09860342336484762
363,0.10078139601902851,0.10071940347789324,0.10133428612573178
364,0.13174384045194001,0.13095762463561733,0.1259690288837971
365,0.08591319315703638,0.08524161109849175,0.08990013765670984
366,0.056854888673698124,0.05666595173909883,0.058020142523190626
367,0.11801014155200056,0.11774052450083014,0.12115563306548617
368,0.06614015905685305,0.06621842596429008,0.0700924980787304
369,0.10372421373123202,0.10397601137421111,0.10467686550918323
370,0.09533686369249746,0.09517284603084794,0.095974322120429
371,0.09481231087673817,0.09451356479300238,0.09256158141190383
372,0.10903807510369302,0.10889084349652707,0.11222968273464472
373,0.11191974362210495,0.11270519956183646,0.11407064048023906
374,0.0427175516138016,0.04272757199813588,0.04524518378716241
375,0.07112240710502021,0.07096628390417169,0.0720008812152813
376,0.09149711266559041,0.09144849990286204,0.09149689744436823
377,0.07189497466949828,0.07204715655002415,0.07309997782717575
379,0.08043719889700054,0.08146532394498011,0.08384022799269068
380,0.08218996963978871,0.08217309885980248,0.08462551780688667
381,0.060659437776405284,0.06000333081547355,0.06131794833290378
384,0.0976562661380407,0.09771112477661507,0.09944501449833422
385,0.06817562759018843,0.06812386048835703,0.0704418398195594
386,0.10375578178302962,0.10378428897740405,0.10527209216040603
388,0.13920591624799553,0.13880262996941925,0.13379554234139993
389,0.13044767508078242,0.13042164058199412,0.12897071172257096
391,0.1081102304468157,0.10815802420261914,0.10832721362735272
392,0.11221485139483423,0.11319049831962805,0.11545973576993879
393,0.059257812487496536,0.0591628147801651,0.06048433680806608
394,0.12034586634758743,0.12108848752458147,0.12092656216172626
395,0.1238462893813415,0.12385169907067803,0.1250379661299567
396,0.10152535108450092,0.10170028260303661,0.1049543482728568
397,0.08337259302488174,0.08296483694883988,0.08579400441462556
398,0.08656908745485073,0.08696387239366546,0.09005812078360588
399,0.12815756112626678,0.1287521109557451,0.1312529054075681
400,0.10425405161401792,0.10530741055072584,0.10630179060182475
401,0.12023732895767113,0.12100997387989892,0.12151485391020846
402,0.04987570659354511,0.049789356779284956,0.05177894089901008
403,0.12963309010144025,0.13063900465418718,0.12939082842436794
404,0.1119459040445673,0.11074165157716849,0.11051378745907098
