,count,mean,std,min,25%,50%,75%,max
1,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
2,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
3,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
4,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
5,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
6,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
7,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
8,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
9,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
10,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
11,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
12,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
13,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
14,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
16,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
17,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
18,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
19,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
21,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
22,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
23,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
24,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
25,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
26,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
27,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
29,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
30,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
31,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
32,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
33,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
34,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
35,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
36,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
37,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
38,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
39,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
40,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
41,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
42,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
43,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
44,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
45,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
46,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
48,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
49,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
50,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
51,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
52,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
53,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
54,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
55,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
56,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
57,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
59,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
60,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
61,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
62,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
63,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
64,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
65,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
66,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
67,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
68,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
70,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
71,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
72,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
73,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
74,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
75,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
76,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
77,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
78,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
79,9763.0,3.407968862030114,3.3276338287791423,0.0,0.0,4.0,7.0,8.0
80,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
81,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
82,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
83,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
84,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
85,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
86,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
87,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
88,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
89,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
90,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
91,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
92,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
93,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
94,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
95,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
96,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
97,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
98,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
100,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
102,9438.0,3.4169315532951896,3.338365332292181,0.0,0.0,4.0,7.0,8.0
