,count,mean,std,min,25%,50%,75%,max
1,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
2,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
3,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
4,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
5,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
6,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
7,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
8,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
9,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
10,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
11,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
12,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
13,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
14,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
16,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
17,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
18,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
19,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
21,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
22,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
23,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
24,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
25,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
26,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
27,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
29,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
30,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
31,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
32,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
33,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
34,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
35,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
36,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
37,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
38,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
39,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
40,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
41,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
42,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
43,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
44,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
45,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
46,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
48,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
49,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
50,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
51,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
52,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
53,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
54,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
55,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
56,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
57,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
59,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
60,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
61,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
62,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
63,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
64,9438.0,19.480387794024086,4.819226309829717,-0.6,16.5,20.4,23.4,30.0
