,time,sbi,station_id,tot,PrecpHour,UVI,td,HUMD,H_24R,PRES,TEMP,WDSE,comfort,WD_E,WD_ENE,WD_ESE,WD_N,WD_NE,WD_NNE,WD_NNW,WD_NW,WD_S,WD_SE,WD_SSE,WD_SSW,WD_SW,WD_W,WD_WNW,WD_WSW,wkdy_0,wkdy_1,wkdy_2,wkdy_3,wkdy_4,wkdy_5,wkdy_6,hrs_0,hrs_1,hrs_10,hrs_11,hrs_12,hrs_13,hrs_14,hrs_15,hrs_16,hrs_17,hrs_18,hrs_19,hrs_2,hrs_20,hrs_21,hrs_22,hrs_23,hrs_3,hrs_4,hrs_5,hrs_6,hrs_7,hrs_8,hrs_9,holiday,lat,lng,cat_hospital_500,cat_college_500,cat_train_500,cat_hospital_1000,cat_college_1000,cat_train_1000,sbi_1h,sbi_2h,sbi_3h,sbi_4h,sbi_5h,sbi_6h,sbi_7h,sbi_8h,sbi_9h,sbi_10h,sbi_11h,sbi_12h,sbi_1d,sbi_2d,sbi_3d,sbi_4d,sbi_5d,sbi_6d,sbi_7d,y_sbi,percet
32,2020-05-15 21:00:00,25,2,48,0.0,0,24.2,78.0,0.0,1002.1,27.4,0.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,23.0,28.0,29.0,29.0,14.0,3.0,10.0,11.0,14.0,11.0,12.0,4.0,4.0,,,,,,,6.0,52.08
33,2020-05-15 22:00:00,6,2,48,0.0,0,23.9,80.0,0.0,1001.6,27.1,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,25.0,23.0,28.0,29.0,29.0,14.0,3.0,10.0,11.0,14.0,11.0,12.0,1.0,,,,,,,1.0,12.5
34,2020-05-15 23:00:00,1,2,48,0.0,0,23.9,82.0,0.0,1001.1,26.7,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,6.0,25.0,23.0,28.0,29.0,29.0,14.0,3.0,10.0,11.0,14.0,11.0,3.0,,,,,,,1.0,2.08
35,2020-05-16 00:00:00,1,2,48,0.0,0,23.4,85.0,0.0,1000.8,26.1,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,1.0,6.0,25.0,23.0,28.0,29.0,29.0,14.0,3.0,10.0,11.0,14.0,7.0,,,,,,,4.0,2.08
36,2020-05-16 01:00:00,4,2,48,0.0,0,22.7,86.0,0.0,1000.8,25.8,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,1.0,1.0,6.0,25.0,23.0,28.0,29.0,29.0,14.0,3.0,10.0,11.0,2.0,,,,,,,10.0,8.33
37,2020-05-16 02:00:00,10,2,48,0.0,0,23.2,84.0,0.0,1000.7,25.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,4.0,1.0,1.0,6.0,25.0,23.0,28.0,29.0,29.0,14.0,3.0,10.0,13.0,,,,,,,8.0,20.83
38,2020-05-16 03:00:00,8,2,48,0.0,0,22.8,86.0,0.0,1001.0,25.4,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,10.0,4.0,1.0,1.0,6.0,25.0,23.0,28.0,29.0,29.0,14.0,3.0,12.0,,,,,,,4.0,16.67
39,2020-05-16 04:00:00,4,2,48,0.0,0,23.0,85.0,0.0,1001.6,25.5,0.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,8.0,10.0,4.0,1.0,1.0,6.0,25.0,23.0,28.0,29.0,29.0,14.0,23.0,,,,,,,16.0,8.33
40,2020-05-16 05:00:00,16,2,48,0.0,6,22.6,85.0,0.0,1002.0,25.5,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,4.0,8.0,10.0,4.0,1.0,1.0,6.0,25.0,23.0,28.0,29.0,29.0,22.0,,,,,,,18.0,33.33
41,2020-05-16 06:00:00,18,2,48,0.0,6,22.3,83.0,0.0,1002.0,26.1,0.1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,25.041254,121.55742,True,False,False,True,False,False,16.0,4.0,8.0,10.0,4.0,1.0,1.0,6.0,25.0,23.0,28.0,29.0,23.0,,,,,,,22.0,37.5
