,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 1, 1, 0, 1)",27891.109706416733,31
1,1,"(4, 0, 0, 1, 0, 1)",27896.214429845862,27
2,2,"(2, 0, 1, 1, 0, 1)",27897.43945781688,7
3,3,"(3, 0, 1, 1, 0, 1)",27898.268516949433,19
4,4,"(2, 0, 2, 1, 0, 1)",27898.36144857788,11
5,5,"(3, 0, 0, 1, 0, 1)",27899.26361560144,15
6,6,"(3, 0, 2, 1, 0, 1)",27900.00120685188,23
7,7,"(4, 0, 2, 1, 0, 1)",27900.518910051866,35
8,8,"(2, 0, 0, 1, 0, 1)",27909.99005140504,3
9,9,"(2, 0, 1, 1, 0, 0)",29227.948197981168,6
10,10,"(4, 0, 0, 1, 0, 0)",29228.546398657287,26
11,11,"(4, 0, 1, 1, 0, 0)",29228.654892041537,30
12,12,"(3, 0, 1, 1, 0, 0)",29229.898855925294,18
13,13,"(2, 0, 2, 1, 0, 0)",29229.905979375377,10
14,14,"(3, 0, 0, 1, 0, 0)",29230.31891396371,14
15,15,"(3, 0, 2, 1, 0, 0)",29231.85688130736,22
16,16,"(4, 0, 2, 1, 0, 0)",29234.266350534923,34
17,17,"(2, 0, 0, 1, 0, 0)",29238.095836969766,2
18,18,"(4, 0, 2, 0, 0, 1)",29390.775604345654,33
19,19,"(4, 0, 1, 0, 0, 1)",29401.28049916687,29
20,20,"(4, 0, 0, 0, 0, 1)",29405.29034923064,25
21,21,"(3, 0, 2, 0, 0, 1)",29406.659838263957,21
22,22,"(2, 0, 1, 0, 0, 1)",29410.55555498689,5
23,23,"(3, 0, 1, 0, 0, 1)",29410.95101932056,17
24,24,"(2, 0, 2, 0, 0, 1)",29411.82777395808,9
25,25,"(3, 0, 0, 0, 0, 1)",29412.24645090221,13
26,26,"(2, 0, 0, 0, 0, 1)",29412.488917100272,1
27,27,"(4, 0, 2, 0, 0, 0)",29712.468569576537,32
28,28,"(4, 0, 1, 0, 0, 0)",29747.28156128792,28
29,29,"(3, 0, 2, 0, 0, 0)",29754.0392317388,20
30,30,"(4, 0, 0, 0, 0, 0)",29756.54032693781,24
31,31,"(2, 0, 2, 0, 0, 0)",29757.45061134377,8
32,32,"(2, 0, 0, 0, 0, 0)",29767.225749184454,0
33,33,"(3, 0, 1, 0, 0, 0)",29768.833428157417,16
34,34,"(2, 0, 1, 0, 0, 0)",29769.211913262134,4
35,35,"(3, 0, 0, 0, 0, 0)",29769.216568461456,12
