,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",27031.574905008158,15
1,1,"(4, 0, 0, 1, 0, 1)",27033.793710603168,27
2,2,"(4, 0, 2, 1, 0, 1)",27034.586073026923,35
3,3,"(4, 0, 1, 1, 0, 1)",27034.74694720521,31
4,4,"(3, 0, 1, 1, 0, 1)",27034.822925105553,19
5,5,"(3, 0, 2, 1, 0, 1)",27045.39743268081,23
6,6,"(2, 0, 0, 1, 0, 1)",27046.098240506533,3
7,7,"(2, 0, 2, 1, 0, 1)",27054.319623943004,11
8,8,"(2, 0, 1, 1, 0, 1)",27056.160882603224,7
9,9,"(2, 0, 2, 1, 0, 0)",28270.92762246212,10
10,10,"(2, 0, 1, 1, 0, 0)",28286.56118069814,6
11,11,"(2, 0, 2, 0, 0, 1)",28528.56613005555,9
12,12,"(3, 0, 0, 1, 0, 0)",28612.03132306508,14
13,13,"(4, 0, 0, 1, 0, 0)",28612.768815094263,26
14,14,"(3, 0, 1, 1, 0, 0)",28612.98025532167,18
15,15,"(3, 0, 2, 1, 0, 0)",28614.440240863234,22
16,16,"(4, 0, 1, 1, 0, 0)",28614.520147762065,30
17,17,"(4, 0, 2, 1, 0, 0)",28616.884015059335,34
18,18,"(2, 0, 0, 1, 0, 0)",28652.724831427513,2
19,19,"(4, 0, 1, 0, 0, 1)",28848.1516910859,29
20,20,"(3, 0, 2, 0, 0, 1)",28850.575872269532,21
21,21,"(4, 0, 0, 0, 0, 1)",28851.1811760999,25
22,22,"(4, 0, 2, 0, 0, 1)",28855.444130761265,33
23,23,"(3, 0, 1, 0, 0, 1)",28856.413797125333,17
24,24,"(3, 0, 0, 0, 0, 1)",28860.26672741596,13
25,25,"(2, 0, 1, 0, 0, 1)",28869.94681921007,5
26,26,"(2, 0, 0, 0, 0, 1)",28875.807379827846,1
27,27,"(4, 0, 2, 0, 0, 0)",29150.812813911583,32
28,28,"(4, 0, 1, 0, 0, 0)",29254.30902589417,28
29,29,"(4, 0, 0, 0, 0, 0)",29267.454700270788,24
30,30,"(2, 0, 1, 0, 0, 0)",29289.95431049968,4
31,31,"(3, 0, 1, 0, 0, 0)",29291.3936392894,16
32,32,"(2, 0, 2, 0, 0, 0)",29291.74289712074,8
33,33,"(3, 0, 2, 0, 0, 0)",29292.401378388957,20
34,34,"(2, 0, 0, 0, 0, 0)",29295.63768179085,0
35,35,"(3, 0, 0, 0, 0, 0)",29296.58368299569,12
