,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",29242.722446161635,35
1,1,"(3, 0, 1, 1, 0, 1)",29243.560899294356,19
2,2,"(4, 0, 1, 1, 0, 1)",29244.446804517534,31
3,3,"(2, 0, 2, 1, 0, 1)",29245.68990344373,11
4,4,"(4, 0, 0, 1, 0, 1)",29246.937485279544,27
5,5,"(2, 0, 1, 1, 0, 1)",29248.95478861805,7
6,6,"(3, 0, 2, 1, 0, 1)",29250.156050441543,23
7,7,"(3, 0, 0, 1, 0, 1)",29251.88490362553,15
8,8,"(2, 0, 0, 1, 0, 1)",29253.4908375936,3
9,9,"(3, 0, 1, 1, 0, 0)",30104.950539502635,18
10,10,"(4, 0, 2, 1, 0, 0)",30106.14113912792,34
11,11,"(4, 0, 1, 1, 0, 0)",30109.987868356693,30
12,12,"(2, 0, 2, 1, 0, 0)",30134.77681985768,10
13,13,"(4, 0, 1, 0, 0, 1)",30205.26805685348,29
14,14,"(3, 0, 1, 0, 0, 1)",30207.20060731483,17
15,15,"(4, 0, 2, 0, 0, 1)",30210.14647815215,33
16,16,"(2, 0, 2, 0, 0, 1)",30220.64603133165,9
17,17,"(4, 0, 1, 0, 0, 0)",30488.827176546227,28
18,18,"(3, 0, 1, 0, 0, 0)",30489.132604097515,16
19,19,"(4, 0, 2, 0, 0, 0)",30490.32408562065,32
20,20,"(4, 0, 0, 1, 0, 0)",30493.12229181973,26
21,21,"(3, 0, 0, 1, 0, 0)",30513.912444091864,14
22,22,"(3, 0, 2, 1, 0, 0)",30526.19256184258,22
23,23,"(2, 0, 1, 1, 0, 0)",30532.268370532984,6
24,24,"(2, 0, 0, 1, 0, 0)",30577.57273992217,2
25,25,"(4, 0, 0, 0, 0, 1)",30651.271050424813,25
26,26,"(3, 0, 0, 0, 0, 1)",30695.128077361212,13
27,27,"(2, 0, 1, 0, 0, 1)",30730.296976980888,5
28,28,"(3, 0, 2, 0, 0, 1)",30734.29697632355,21
29,29,"(2, 0, 0, 0, 0, 1)",30791.63621404728,1
30,30,"(4, 0, 0, 0, 0, 0)",31003.609586769086,24
31,31,"(3, 0, 0, 0, 0, 0)",31078.992991958727,12
32,32,"(2, 0, 1, 0, 0, 0)",31134.924136468653,4
33,33,"(3, 0, 2, 0, 0, 0)",31136.004374110547,20
34,34,"(2, 0, 2, 0, 0, 0)",31137.442318113397,8
35,35,"(2, 0, 0, 0, 0, 0)",31220.02824085959,0
