,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",23751.411388281216,11
1,1,"(3, 0, 2, 1, 0, 1)",23764.07175926605,23
2,2,"(4, 0, 0, 1, 0, 1)",23765.72744499017,27
3,3,"(3, 0, 0, 1, 0, 1)",23766.0857085431,15
4,4,"(4, 0, 1, 1, 0, 1)",23770.315890370955,31
5,5,"(4, 0, 2, 1, 0, 1)",23772.26151208997,35
6,6,"(3, 0, 1, 1, 0, 1)",23773.7096551514,19
7,7,"(2, 0, 0, 1, 0, 1)",23783.20428532477,3
8,8,"(2, 0, 1, 1, 0, 1)",23922.312997955887,7
9,9,"(2, 0, 2, 1, 0, 0)",24022.32206124798,10
10,10,"(2, 0, 2, 0, 0, 1)",24030.699447852145,9
11,11,"(4, 0, 1, 1, 0, 0)",24033.462532518915,30
12,12,"(4, 0, 1, 0, 0, 1)",24040.53692134024,29
13,13,"(3, 0, 1, 1, 0, 0)",24042.648714601914,18
14,14,"(4, 0, 2, 1, 0, 0)",24045.581028239554,34
15,15,"(3, 0, 1, 0, 0, 1)",24050.272042825727,17
16,16,"(3, 0, 2, 0, 0, 1)",24051.713677010186,21
17,17,"(4, 0, 2, 0, 0, 1)",24054.29625080459,33
18,18,"(3, 0, 2, 1, 0, 0)",24061.03962289014,22
19,19,"(2, 0, 2, 0, 0, 0)",24088.853131698423,8
20,20,"(4, 0, 1, 0, 0, 0)",24096.403117594848,28
21,21,"(3, 0, 1, 0, 0, 0)",24108.48740381624,16
22,22,"(4, 0, 2, 0, 0, 0)",24112.635564555014,32
23,23,"(3, 0, 2, 0, 0, 0)",24115.395695114716,20
24,24,"(4, 0, 0, 1, 0, 0)",24384.86118444532,26
25,25,"(3, 0, 0, 1, 0, 0)",24390.49571132616,14
26,26,"(4, 0, 0, 0, 0, 1)",24399.05188535048,25
27,27,"(3, 0, 0, 0, 0, 1)",24404.77864251625,13
28,28,"(2, 0, 1, 1, 0, 0)",24424.33403747537,6
29,29,"(2, 0, 1, 0, 0, 1)",24439.676440040814,5
30,30,"(4, 0, 0, 0, 0, 0)",24473.734200475454,24
31,31,"(3, 0, 0, 0, 0, 0)",24479.852518708827,12
32,32,"(2, 0, 0, 1, 0, 0)",24484.206417315054,2
33,33,"(2, 0, 0, 0, 0, 1)",24500.180376727803,1
34,34,"(2, 0, 1, 0, 0, 0)",24517.45886144255,4
35,35,"(2, 0, 0, 0, 0, 0)",24580.841888745705,0
