,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",23554.397296720283,7
1,1,"(3, 0, 2, 1, 0, 1)",23555.926327658068,23
2,2,"(3, 0, 0, 1, 0, 1)",23557.10051591402,15
3,3,"(4, 0, 0, 1, 0, 1)",23557.836859259005,27
4,4,"(4, 0, 1, 1, 0, 1)",23561.83030671064,31
5,5,"(2, 0, 2, 1, 0, 1)",23566.07498659325,11
6,6,"(3, 0, 1, 1, 0, 1)",23567.21783656596,19
7,7,"(4, 0, 2, 1, 0, 1)",23580.318907624434,35
8,8,"(2, 0, 0, 1, 0, 1)",23583.81641603292,3
9,9,"(2, 0, 2, 1, 0, 0)",24859.79364915337,10
10,10,"(3, 0, 1, 1, 0, 0)",24860.071056071294,18
11,11,"(4, 0, 1, 1, 0, 0)",24861.58351650354,30
12,12,"(2, 0, 1, 1, 0, 0)",24861.598818812392,6
13,13,"(3, 0, 2, 1, 0, 0)",24861.718623355937,22
14,14,"(4, 0, 0, 1, 0, 0)",24862.206511367865,26
15,15,"(4, 0, 2, 1, 0, 0)",24863.770286577957,34
16,16,"(3, 0, 0, 1, 0, 0)",24863.8555265006,14
17,17,"(2, 0, 0, 1, 0, 0)",24900.02001195648,2
18,18,"(2, 0, 1, 0, 0, 1)",24939.424197737033,5
19,19,"(3, 0, 1, 0, 0, 1)",24941.054672310136,17
20,20,"(2, 0, 2, 0, 0, 1)",24941.06350213049,9
21,21,"(4, 0, 0, 0, 0, 1)",24942.218012582696,25
22,22,"(4, 0, 1, 0, 0, 1)",24943.03290565641,29
23,23,"(3, 0, 2, 0, 0, 1)",24943.048020623883,21
24,24,"(4, 0, 2, 0, 0, 1)",24945.0392873218,33
25,25,"(3, 0, 0, 0, 0, 1)",24949.221175634622,13
26,26,"(2, 0, 0, 0, 0, 1)",24976.0917431177,1
27,27,"(4, 0, 1, 0, 0, 0)",25100.388658771673,28
28,28,"(4, 0, 2, 0, 0, 0)",25102.61624370161,32
29,29,"(4, 0, 0, 0, 0, 0)",25103.480792951403,24
30,30,"(3, 0, 2, 0, 0, 0)",25103.645127136908,20
31,31,"(2, 0, 1, 0, 0, 0)",25105.144787912748,4
32,32,"(3, 0, 1, 0, 0, 0)",25105.99392188456,16
33,33,"(2, 0, 2, 0, 0, 0)",25106.1634430974,8
34,34,"(3, 0, 0, 0, 0, 0)",25120.773728457418,12
35,35,"(2, 0, 0, 0, 0, 0)",25139.479817446983,0
