,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",29716.61149833572,23
1,1,"(3, 0, 0, 1, 0, 1)",29727.615268351947,15
2,2,"(4, 0, 0, 1, 0, 1)",29728.545222321758,27
3,3,"(4, 0, 1, 1, 0, 1)",29729.306433126094,31
4,4,"(4, 0, 2, 1, 0, 1)",29733.64501471916,35
5,5,"(2, 0, 1, 1, 0, 1)",29736.39818125449,7
6,6,"(3, 0, 1, 1, 0, 1)",29741.032138101626,19
7,7,"(2, 0, 0, 1, 0, 1)",29758.654870755683,3
8,8,"(2, 0, 2, 1, 0, 0)",30351.140330445087,10
9,9,"(3, 0, 1, 1, 0, 0)",30366.90265494473,18
10,10,"(4, 0, 2, 1, 0, 0)",30371.630798679293,34
11,11,"(4, 0, 1, 1, 0, 0)",30381.242134733486,30
12,12,"(3, 0, 2, 1, 0, 0)",30429.64317256904,22
13,13,"(2, 0, 2, 0, 0, 1)",30434.002984619405,9
14,14,"(4, 0, 1, 0, 0, 1)",30436.50226581623,29
15,15,"(3, 0, 2, 0, 0, 1)",30436.51008688659,21
16,16,"(4, 0, 2, 0, 0, 1)",30448.474446857188,33
17,17,"(3, 0, 1, 0, 0, 1)",30449.637111108725,17
18,18,"(2, 0, 2, 0, 0, 0)",30674.896394728414,8
19,19,"(4, 0, 1, 0, 0, 0)",30676.507935089594,28
20,20,"(3, 0, 2, 0, 0, 0)",30676.760581519717,20
21,21,"(4, 0, 2, 0, 0, 0)",30689.66998113476,32
22,22,"(3, 0, 1, 0, 0, 0)",30692.420821823263,16
23,23,"(4, 0, 0, 1, 0, 0)",30772.66670597486,26
24,24,"(3, 0, 0, 1, 0, 0)",30795.603513778988,14
25,25,"(4, 0, 0, 0, 0, 1)",30874.098646014616,25
26,26,"(2, 0, 1, 1, 0, 0)",30890.34169528267,6
27,27,"(3, 0, 0, 0, 0, 1)",30898.972841874955,13
28,28,"(2, 0, 0, 1, 0, 0)",30921.115377766764,2
29,29,"(2, 0, 1, 0, 0, 1)",30999.564155317516,5
30,30,"(2, 0, 0, 0, 0, 1)",31033.77474580537,1
31,31,"(4, 0, 0, 0, 0, 0)",31125.778253948207,24
32,32,"(3, 0, 0, 0, 0, 0)",31153.98600822802,12
33,33,"(2, 0, 1, 0, 0, 0)",31261.19148902199,4
34,34,"(2, 0, 0, 0, 0, 0)",31303.59109835782,0
