,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",26176.79317212376,27
1,1,"(3, 0, 2, 1, 0, 1)",26178.190194329844,23
2,2,"(4, 0, 1, 1, 0, 1)",26178.777462152506,31
3,3,"(3, 0, 1, 1, 0, 1)",26179.38193660536,19
4,4,"(3, 0, 0, 1, 0, 1)",26181.734887593877,15
5,5,"(2, 0, 1, 1, 0, 1)",26183.96134013457,7
6,6,"(2, 0, 2, 1, 0, 1)",26184.832524161582,11
7,7,"(4, 0, 2, 1, 0, 1)",26185.454757661475,35
8,8,"(2, 0, 0, 1, 0, 1)",26188.336140409898,3
9,9,"(2, 0, 2, 1, 0, 0)",26612.020855694063,10
10,10,"(4, 0, 1, 1, 0, 0)",26614.352986645586,30
11,11,"(3, 0, 1, 1, 0, 0)",26618.901534193355,18
12,12,"(4, 0, 2, 1, 0, 0)",26623.565971116965,34
13,13,"(2, 0, 2, 0, 0, 1)",26667.558331146905,9
14,14,"(4, 0, 1, 0, 0, 1)",26668.123442300122,29
15,15,"(3, 0, 1, 0, 0, 1)",26674.67883187564,17
16,16,"(3, 0, 2, 1, 0, 0)",26675.03180357357,22
17,17,"(4, 0, 2, 0, 0, 1)",26680.32730567769,33
18,18,"(3, 0, 2, 0, 0, 1)",26723.016294814668,21
19,19,"(4, 0, 1, 0, 0, 0)",26885.759224773374,28
20,20,"(2, 0, 2, 0, 0, 0)",26886.82130185125,8
21,21,"(3, 0, 1, 0, 0, 0)",26896.50640465254,16
22,22,"(4, 0, 2, 0, 0, 0)",26903.367856920893,32
23,23,"(4, 0, 0, 1, 0, 0)",26997.896829307694,26
24,24,"(3, 0, 0, 1, 0, 0)",27001.971836523546,14
25,25,"(2, 0, 1, 1, 0, 0)",27078.04555923314,6
26,26,"(4, 0, 0, 0, 0, 1)",27078.36811939936,25
27,27,"(3, 0, 0, 0, 0, 1)",27084.090938443027,13
28,28,"(2, 0, 0, 1, 0, 0)",27091.233418096872,2
29,29,"(2, 0, 1, 0, 0, 1)",27173.362432199247,5
30,30,"(2, 0, 0, 0, 0, 1)",27187.567217281296,1
31,31,"(4, 0, 0, 0, 0, 0)",27332.50781245348,24
32,32,"(3, 0, 0, 0, 0, 0)",27337.906648747427,12
33,33,"(3, 0, 2, 0, 0, 0)",27368.11844866598,20
34,34,"(2, 0, 1, 0, 0, 0)",27442.520442479952,4
35,35,"(2, 0, 0, 0, 0, 0)",27463.35007917627,0
