,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",26564.36890876924,11
1,1,"(4, 0, 2, 1, 0, 1)",26565.569772995503,35
2,2,"(3, 0, 2, 1, 0, 1)",26565.7459174346,23
3,3,"(3, 0, 1, 1, 0, 1)",26575.785711696073,19
4,4,"(4, 0, 1, 1, 0, 1)",26580.32554486341,31
5,5,"(3, 0, 0, 1, 0, 1)",26597.546125904828,15
6,6,"(4, 0, 0, 1, 0, 1)",26597.79385561764,27
7,7,"(2, 0, 1, 1, 0, 1)",26601.924955983042,7
8,8,"(2, 0, 0, 1, 0, 1)",26612.157408371102,3
9,9,"(2, 0, 2, 1, 0, 0)",26991.752641395367,10
10,10,"(3, 0, 2, 1, 0, 0)",26996.75587769375,22
11,11,"(4, 0, 1, 1, 0, 0)",26996.982469116534,30
12,12,"(3, 0, 1, 1, 0, 0)",27004.8974155773,18
13,13,"(4, 0, 2, 1, 0, 0)",27010.554787151545,34
14,14,"(4, 0, 1, 0, 0, 1)",27018.24835100176,29
15,15,"(2, 0, 2, 0, 0, 1)",27018.405372065357,9
16,16,"(3, 0, 2, 0, 0, 1)",27025.050640725487,21
17,17,"(3, 0, 1, 0, 0, 1)",27032.1203571764,17
18,18,"(4, 0, 2, 0, 0, 1)",27037.036027546466,33
19,19,"(4, 0, 1, 0, 0, 0)",27153.893031027867,28
20,20,"(2, 0, 2, 0, 0, 0)",27155.621205383555,8
21,21,"(3, 0, 2, 0, 0, 0)",27156.109370436137,20
22,22,"(3, 0, 1, 0, 0, 0)",27174.68907271685,16
23,23,"(4, 0, 2, 0, 0, 0)",27178.71826902664,32
24,24,"(4, 0, 0, 1, 0, 0)",27366.416972999257,26
25,25,"(4, 0, 0, 0, 0, 1)",27397.46016950688,25
26,26,"(3, 0, 0, 1, 0, 0)",27400.90371296713,14
27,27,"(3, 0, 0, 0, 0, 1)",27432.179571068908,13
28,28,"(2, 0, 1, 1, 0, 0)",27472.801039728358,6
29,29,"(2, 0, 0, 1, 0, 0)",27507.473997903442,2
30,30,"(2, 0, 1, 0, 0, 1)",27509.855377154923,5
31,31,"(4, 0, 0, 0, 0, 0)",27535.37536657801,24
32,32,"(2, 0, 0, 0, 0, 1)",27547.943647189746,1
33,33,"(3, 0, 0, 0, 0, 0)",27568.432003346108,12
34,34,"(2, 0, 1, 0, 0, 0)",27657.64216273473,4
35,35,"(2, 0, 0, 0, 0, 0)",27706.105604008782,0
