,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",23711.90012280755,35
1,1,"(4, 0, 1, 1, 0, 1)",23712.351677480317,31
2,2,"(2, 0, 1, 1, 0, 1)",23714.104339557598,7
3,3,"(3, 0, 0, 1, 0, 1)",23714.394080232123,15
4,4,"(4, 0, 0, 1, 0, 1)",23714.70141021842,27
5,5,"(3, 0, 1, 1, 0, 1)",23715.574719575034,19
6,6,"(2, 0, 2, 1, 0, 1)",23716.57167774808,11
7,7,"(3, 0, 2, 1, 0, 1)",23717.3080241181,23
8,8,"(2, 0, 0, 1, 0, 1)",23729.29504012459,3
9,9,"(3, 0, 0, 1, 0, 0)",24485.808622310287,14
10,10,"(2, 0, 1, 1, 0, 0)",24487.44221536002,6
11,11,"(4, 0, 0, 1, 0, 0)",24487.51332209272,26
12,12,"(3, 0, 1, 1, 0, 0)",24487.64778653071,18
13,13,"(3, 0, 2, 1, 0, 0)",24488.265559944488,22
14,14,"(2, 0, 2, 1, 0, 0)",24489.2387795196,10
15,15,"(4, 0, 1, 1, 0, 0)",24489.808572574977,30
16,16,"(4, 0, 2, 1, 0, 0)",24489.930402755093,34
17,17,"(2, 0, 0, 1, 0, 0)",24507.670872076866,2
18,18,"(4, 0, 2, 0, 0, 1)",24534.271333713306,33
19,19,"(3, 0, 0, 0, 0, 1)",24538.271169743184,13
20,20,"(2, 0, 1, 0, 0, 1)",24539.373405135386,5
21,21,"(4, 0, 0, 0, 0, 1)",24539.835708295952,25
22,22,"(3, 0, 1, 0, 0, 1)",24540.053308256556,17
23,23,"(3, 0, 2, 0, 0, 1)",24540.532122659508,21
24,24,"(2, 0, 2, 0, 0, 1)",24541.47092532916,9
25,25,"(4, 0, 1, 0, 0, 1)",24542.26931870941,29
26,26,"(2, 0, 0, 0, 0, 1)",24558.230733639248,1
27,27,"(4, 0, 2, 0, 0, 0)",24710.936773690228,32
28,28,"(2, 0, 1, 0, 0, 0)",24720.84068174336,4
29,29,"(3, 0, 0, 0, 0, 0)",24720.902099371957,12
30,30,"(2, 0, 2, 0, 0, 0)",24721.04320607125,8
31,31,"(4, 0, 0, 0, 0, 0)",24721.78267460869,24
32,32,"(3, 0, 1, 0, 0, 0)",24722.420835930687,16
33,33,"(3, 0, 2, 0, 0, 0)",24722.95430198938,20
34,34,"(4, 0, 1, 0, 0, 0)",24724.901309190343,28
35,35,"(2, 0, 0, 0, 0, 0)",24736.957959207964,0
