,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",19242.120653187907,11
1,1,"(3, 0, 2, 1, 0, 1)",19244.344702116912,23
2,2,"(4, 0, 2, 1, 0, 1)",19249.731104387374,35
3,3,"(3, 0, 1, 1, 0, 1)",19251.60582869675,19
4,4,"(4, 0, 1, 1, 0, 1)",19253.465859693435,31
5,5,"(3, 0, 0, 1, 0, 1)",19256.66197532423,15
6,6,"(4, 0, 0, 1, 0, 1)",19256.938654117792,27
7,7,"(2, 0, 1, 1, 0, 1)",19263.80790881743,7
8,8,"(2, 0, 0, 1, 0, 1)",19280.548913361315,3
9,9,"(2, 0, 2, 1, 0, 0)",19412.4332310978,10
10,10,"(4, 0, 1, 1, 0, 0)",19415.812816286045,30
11,11,"(4, 0, 1, 0, 0, 1)",19416.53041505541,29
12,12,"(2, 0, 2, 0, 0, 1)",19417.322907834176,9
13,13,"(3, 0, 2, 1, 0, 0)",19419.83829941005,22
14,14,"(3, 0, 2, 0, 0, 1)",19422.37933639689,21
15,15,"(3, 0, 1, 1, 0, 0)",19429.777047742376,18
16,16,"(3, 0, 1, 0, 0, 1)",19434.555560288984,17
17,17,"(4, 0, 2, 1, 0, 0)",19435.59337469936,34
18,18,"(4, 0, 2, 0, 0, 1)",19439.00059024939,33
19,19,"(4, 0, 1, 0, 0, 0)",19452.773376738736,28
20,20,"(2, 0, 2, 0, 0, 0)",19454.42886174481,8
21,21,"(3, 0, 2, 0, 0, 0)",19455.461392298505,20
22,22,"(3, 0, 1, 0, 0, 0)",19472.425128287457,16
23,23,"(4, 0, 2, 0, 0, 0)",19476.618203229154,32
24,24,"(4, 0, 0, 1, 0, 0)",19575.898533407864,26
25,25,"(4, 0, 0, 0, 0, 1)",19581.588261315348,25
26,26,"(3, 0, 0, 1, 0, 0)",19583.521392937982,14
27,27,"(3, 0, 0, 0, 0, 1)",19589.059785655427,13
28,28,"(2, 0, 1, 1, 0, 0)",19608.73542689548,6
29,29,"(2, 0, 1, 0, 0, 1)",19614.059435772568,5
30,30,"(4, 0, 0, 0, 0, 0)",19619.391492570136,24
31,31,"(3, 0, 0, 0, 0, 0)",19626.01687704868,12
32,32,"(2, 0, 0, 1, 0, 0)",19641.256027046962,2
33,33,"(2, 0, 0, 0, 0, 1)",19646.678122044857,1
34,34,"(2, 0, 1, 0, 0, 0)",19650.545461852897,4
35,35,"(2, 0, 0, 0, 0, 0)",19684.77572432426,0
