,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",29508.214898271373,35
1,1,"(4, 0, 0, 1, 0, 1)",29520.565467082914,27
2,2,"(4, 0, 1, 1, 0, 1)",29522.482974720395,31
3,3,"(3, 0, 2, 1, 0, 1)",29530.505025190112,23
4,4,"(3, 0, 1, 1, 0, 1)",29530.962530842982,19
5,5,"(3, 0, 0, 1, 0, 1)",29531.40492214024,15
6,6,"(2, 0, 2, 1, 0, 1)",29533.734014679918,11
7,7,"(2, 0, 1, 1, 0, 1)",29535.324283682872,7
8,8,"(2, 0, 0, 1, 0, 1)",29539.92523155616,3
9,9,"(2, 0, 2, 1, 0, 0)",30628.01674285583,10
10,10,"(3, 0, 1, 1, 0, 0)",30644.68974477305,18
11,11,"(4, 0, 2, 1, 0, 0)",30781.31108984556,34
12,12,"(3, 0, 2, 1, 0, 0)",30781.740657430702,22
13,13,"(4, 0, 0, 1, 0, 0)",30790.93908194073,26
14,14,"(4, 0, 1, 1, 0, 0)",30792.9390265878,30
15,15,"(3, 0, 0, 1, 0, 0)",30867.31450516661,14
16,16,"(2, 0, 1, 1, 0, 0)",30915.45453484483,6
17,17,"(2, 0, 0, 1, 0, 0)",30944.815954140864,2
18,18,"(2, 0, 2, 0, 0, 1)",31016.599431881747,9
19,19,"(3, 0, 2, 0, 0, 1)",31054.192559409013,21
20,20,"(4, 0, 2, 0, 0, 1)",31054.309309145563,33
21,21,"(4, 0, 1, 0, 0, 1)",31124.959578542017,29
22,22,"(4, 0, 0, 0, 0, 1)",31125.673383902747,25
23,23,"(3, 0, 1, 0, 0, 1)",31205.74698340116,17
24,24,"(3, 0, 0, 0, 0, 1)",31332.04318834262,13
25,25,"(2, 0, 1, 0, 0, 1)",31481.628542908144,5
26,26,"(2, 0, 0, 0, 0, 1)",31534.617898669552,1
27,27,"(3, 0, 2, 0, 0, 0)",31592.552070090787,20
28,28,"(4, 0, 2, 0, 0, 0)",31597.553762235962,32
29,29,"(4, 0, 1, 0, 0, 0)",31762.680746961298,28
30,30,"(4, 0, 0, 0, 0, 0)",31780.240107585083,24
31,31,"(2, 0, 2, 0, 0, 0)",31827.89625631248,8
32,32,"(3, 0, 1, 0, 0, 0)",31977.05879481528,16
33,33,"(3, 0, 0, 0, 0, 0)",32177.890282449567,12
34,34,"(2, 0, 1, 0, 0, 0)",32434.86305434944,4
35,35,"(2, 0, 0, 0, 0, 0)",32501.07232110804,0
