,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",26807.24483882757,23
1,1,"(4, 0, 0, 1, 0, 1)",26808.416137850654,27
2,2,"(2, 0, 2, 1, 0, 1)",26808.877414139395,11
3,3,"(3, 0, 1, 1, 0, 1)",26809.691795259063,19
4,4,"(3, 0, 0, 1, 0, 1)",26809.773002049962,15
5,5,"(2, 0, 1, 1, 0, 1)",26812.090711389268,7
6,6,"(4, 0, 1, 1, 0, 1)",26812.585142771317,31
7,7,"(4, 0, 2, 1, 0, 1)",26821.089429155014,35
8,8,"(2, 0, 0, 1, 0, 1)",26826.921499782642,3
9,9,"(2, 0, 2, 1, 0, 0)",27312.10637370397,10
10,10,"(3, 0, 1, 1, 0, 0)",27314.705793560028,18
11,11,"(4, 0, 1, 1, 0, 0)",27323.55256670459,30
12,12,"(4, 0, 2, 1, 0, 0)",27324.158451613705,34
13,13,"(2, 0, 2, 0, 0, 1)",27333.283103930356,9
14,14,"(3, 0, 1, 0, 0, 1)",27335.041137737368,17
15,15,"(4, 0, 2, 0, 0, 1)",27339.62209096571,33
16,16,"(4, 0, 1, 0, 0, 1)",27339.657534678707,29
17,17,"(3, 0, 2, 1, 0, 0)",27342.086168001333,22
18,18,"(3, 0, 2, 0, 0, 1)",27367.68255227937,21
19,19,"(2, 0, 2, 0, 0, 0)",27397.359814618656,8
20,20,"(3, 0, 1, 0, 0, 0)",27399.84207852458,16
21,21,"(4, 0, 2, 0, 0, 0)",27403.58393059239,32
22,22,"(4, 0, 1, 0, 0, 0)",27403.768762861364,28
23,23,"(3, 0, 2, 0, 0, 0)",27438.360675027798,20
24,24,"(4, 0, 0, 1, 0, 0)",27723.258113580698,26
25,25,"(3, 0, 0, 1, 0, 0)",27725.2572842158,14
26,26,"(4, 0, 0, 0, 0, 1)",27748.092078448717,25
27,27,"(3, 0, 0, 0, 0, 1)",27749.51477183314,13
28,28,"(2, 0, 1, 1, 0, 0)",27800.391349038367,6
29,29,"(2, 0, 0, 1, 0, 0)",27804.09052162314,2
30,30,"(2, 0, 1, 0, 0, 1)",27819.147238390517,5
31,31,"(4, 0, 0, 0, 0, 0)",27821.505559718662,24
32,32,"(3, 0, 0, 0, 0, 0)",27821.577158762597,12
33,33,"(2, 0, 0, 0, 0, 1)",27824.661873829526,1
34,34,"(2, 0, 1, 0, 0, 0)",27878.55121092121,4
35,35,"(2, 0, 0, 0, 0, 0)",27888.698771072606,0
