,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",23113.224850323317,35
1,1,"(2, 0, 0, 1, 0, 1)",23143.377525278043,3
2,2,"(3, 0, 1, 1, 0, 1)",23144.663940910792,19
3,3,"(4, 0, 0, 1, 0, 1)",23146.83767846979,27
4,4,"(3, 0, 2, 1, 0, 1)",23147.24498247721,23
5,5,"(2, 0, 1, 1, 0, 1)",23147.295980014347,7
6,6,"(2, 0, 2, 1, 0, 1)",23147.93016506084,11
7,7,"(3, 0, 0, 1, 0, 1)",23150.24599804329,15
8,8,"(4, 0, 1, 1, 0, 1)",23151.244548992603,31
9,9,"(3, 0, 1, 1, 0, 0)",23622.6150258316,18
10,10,"(4, 0, 2, 1, 0, 0)",23625.333234763875,34
11,11,"(4, 0, 1, 1, 0, 0)",23626.15441840957,30
12,12,"(3, 0, 1, 0, 0, 1)",23653.93832359751,17
13,13,"(4, 0, 1, 0, 0, 1)",23655.44364882582,29
14,14,"(4, 0, 2, 0, 0, 1)",23659.131032747064,33
15,15,"(2, 0, 2, 1, 0, 0)",23660.44360324543,10
16,16,"(3, 0, 2, 0, 0, 1)",23669.117050692304,21
17,17,"(2, 0, 2, 0, 0, 1)",23670.518263719947,9
18,18,"(3, 0, 1, 0, 0, 0)",23792.136564459357,16
19,19,"(4, 0, 1, 0, 0, 0)",23793.284610476112,28
20,20,"(4, 0, 2, 0, 0, 0)",23797.428154405894,32
21,21,"(3, 0, 2, 0, 0, 0)",23807.108968614262,20
22,22,"(2, 0, 2, 0, 0, 0)",23820.167191370034,8
23,23,"(3, 0, 2, 1, 0, 0)",23886.621742443574,22
24,24,"(4, 0, 0, 1, 0, 0)",24071.693601833053,26
25,25,"(3, 0, 0, 1, 0, 0)",24110.42510131939,14
26,26,"(4, 0, 0, 0, 0, 1)",24117.52205537014,25
27,27,"(2, 0, 1, 1, 0, 0)",24141.72473544412,6
28,28,"(3, 0, 0, 0, 0, 1)",24158.602596742432,13
29,29,"(2, 0, 0, 1, 0, 0)",24162.121545412807,2
30,30,"(2, 0, 1, 0, 0, 1)",24190.154989496452,5
31,31,"(2, 0, 0, 0, 0, 1)",24211.388612522183,1
32,32,"(4, 0, 0, 0, 0, 0)",24282.50405646752,24
33,33,"(3, 0, 0, 0, 0, 0)",24330.52265278572,12
34,34,"(2, 0, 1, 0, 0, 0)",24361.70331409686,4
35,35,"(2, 0, 0, 0, 0, 0)",24383.942883801268,0
