,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",26427.684259556318,7
1,1,"(3, 0, 1, 1, 0, 1)",26429.921831148647,19
2,2,"(4, 0, 0, 1, 0, 1)",26429.99715868789,27
3,3,"(4, 0, 1, 1, 0, 1)",26431.041602788446,31
4,4,"(3, 0, 2, 1, 0, 1)",26431.76605727765,23
5,5,"(2, 0, 2, 1, 0, 1)",26432.713645780976,11
6,6,"(4, 0, 2, 1, 0, 1)",26434.273709105648,35
7,7,"(3, 0, 0, 1, 0, 1)",26434.331826268703,15
8,8,"(2, 0, 0, 1, 0, 1)",26467.931712501002,3
9,9,"(4, 0, 2, 1, 0, 0)",27243.170467520278,34
10,10,"(2, 0, 1, 1, 0, 0)",27243.51285148979,6
11,11,"(4, 0, 0, 1, 0, 0)",27243.817575384433,26
12,12,"(4, 0, 1, 1, 0, 0)",27244.74540942146,30
13,13,"(3, 0, 1, 1, 0, 0)",27245.111957014655,18
14,14,"(3, 0, 2, 1, 0, 0)",27246.51830837065,22
15,15,"(2, 0, 2, 1, 0, 0)",27247.20396248662,10
16,16,"(3, 0, 0, 1, 0, 0)",27253.05267238492,14
17,17,"(2, 0, 0, 1, 0, 0)",27277.80663078379,2
18,18,"(4, 0, 2, 0, 0, 1)",27315.351113754918,33
19,19,"(4, 0, 0, 0, 0, 1)",27316.102831605414,25
20,20,"(4, 0, 1, 0, 0, 1)",27317.00259029049,29
21,21,"(2, 0, 1, 0, 0, 1)",27319.38839581336,5
22,22,"(3, 0, 1, 0, 0, 1)",27319.6336313498,17
23,23,"(3, 0, 2, 0, 0, 1)",27319.876087076012,21
24,24,"(2, 0, 2, 0, 0, 1)",27321.7778664041,9
25,25,"(3, 0, 0, 0, 0, 1)",27330.145122163263,13
26,26,"(2, 0, 0, 0, 0, 1)",27350.344087567475,1
27,27,"(4, 0, 2, 0, 0, 0)",27546.395140057866,32
28,28,"(4, 0, 0, 0, 0, 0)",27548.65559195457,24
29,29,"(4, 0, 1, 0, 0, 0)",27549.030456140797,28
30,30,"(3, 0, 2, 0, 0, 0)",27553.934081117997,20
31,31,"(3, 0, 1, 0, 0, 0)",27558.149512361193,16
32,32,"(2, 0, 2, 0, 0, 0)",27559.009847240224,8
33,33,"(2, 0, 1, 0, 0, 0)",27562.901970589744,4
34,34,"(3, 0, 0, 0, 0, 0)",27574.014591325333,12
35,35,"(2, 0, 0, 0, 0, 0)",27586.991495534283,0
