,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",27436.445904675675,7
1,1,"(2, 0, 2, 1, 0, 1)",27439.12082418105,11
2,2,"(3, 0, 2, 1, 0, 1)",27439.489886323798,23
3,3,"(4, 0, 2, 1, 0, 1)",27439.992959944313,35
4,4,"(4, 0, 1, 1, 0, 1)",27471.855874950397,31
5,5,"(3, 0, 1, 1, 0, 1)",27483.7628254694,19
6,6,"(3, 0, 0, 1, 0, 1)",27491.03846696852,15
7,7,"(4, 0, 0, 1, 0, 1)",27492.874855465987,27
8,8,"(2, 0, 0, 1, 0, 1)",27500.116021707272,3
9,9,"(2, 0, 2, 1, 0, 0)",28061.775402730516,10
10,10,"(3, 0, 1, 1, 0, 0)",28063.1604826926,18
11,11,"(3, 0, 2, 1, 0, 0)",28064.155636414227,22
12,12,"(4, 0, 1, 1, 0, 0)",28065.088896573925,30
13,13,"(2, 0, 1, 1, 0, 0)",28069.376167840277,6
14,14,"(4, 0, 2, 1, 0, 0)",28076.22186271997,34
15,15,"(4, 0, 2, 0, 0, 1)",28112.68739577741,33
16,16,"(3, 0, 1, 0, 0, 1)",28122.052162161515,17
17,17,"(2, 0, 2, 0, 0, 1)",28122.390209789344,9
18,18,"(4, 0, 1, 0, 0, 1)",28124.12009415348,29
19,19,"(3, 0, 2, 0, 0, 1)",28126.720307835498,21
20,20,"(2, 0, 1, 0, 0, 1)",28128.21100842244,5
21,21,"(4, 0, 2, 0, 0, 0)",28295.163432357946,32
22,22,"(4, 0, 1, 0, 0, 0)",28308.57629570333,28
23,23,"(3, 0, 1, 0, 0, 0)",28313.15765849149,16
24,24,"(2, 0, 2, 0, 0, 0)",28314.91593819212,8
25,25,"(3, 0, 2, 0, 0, 0)",28328.445445271074,20
26,26,"(4, 0, 0, 1, 0, 0)",28486.526305680414,26
27,27,"(3, 0, 0, 1, 0, 0)",28495.72209669152,14
28,28,"(2, 0, 0, 1, 0, 0)",28533.523276861873,2
29,29,"(4, 0, 0, 0, 0, 1)",28558.56604827047,25
30,30,"(3, 0, 0, 0, 0, 1)",28565.097335522558,13
31,31,"(2, 0, 0, 0, 0, 1)",28596.425043493244,1
32,32,"(4, 0, 0, 0, 0, 0)",28761.68272466396,24
33,33,"(3, 0, 0, 0, 0, 0)",28764.753653569795,12
34,34,"(2, 0, 0, 0, 0, 0)",28783.551380342004,0
35,35,"(2, 0, 1, 0, 0, 0)",28791.4348738429,4
