,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",24786.800744230783,23
1,1,"(2, 0, 2, 1, 0, 1)",24792.083820518907,11
2,2,"(3, 0, 0, 1, 0, 1)",24796.244682193857,15
3,3,"(4, 0, 0, 1, 0, 1)",24797.396603315057,27
4,4,"(3, 0, 1, 1, 0, 1)",24797.69772924992,19
5,5,"(4, 0, 1, 1, 0, 1)",24798.015286730053,31
6,6,"(4, 0, 2, 1, 0, 1)",24798.327940697018,35
7,7,"(2, 0, 1, 1, 0, 1)",24799.77045106571,7
8,8,"(2, 0, 0, 1, 0, 1)",24805.633719898087,3
9,9,"(4, 0, 2, 1, 0, 0)",25019.22440726401,34
10,10,"(2, 0, 2, 1, 0, 0)",25020.419420155053,10
11,11,"(4, 0, 1, 1, 0, 0)",25021.024520675404,30
12,12,"(3, 0, 1, 1, 0, 0)",25025.86947214708,18
13,13,"(4, 0, 2, 0, 0, 1)",25028.31965791517,33
14,14,"(4, 0, 1, 0, 0, 1)",25029.73955779104,29
15,15,"(2, 0, 2, 0, 0, 1)",25031.53703955713,9
16,16,"(3, 0, 1, 0, 0, 1)",25034.04790361672,17
17,17,"(3, 0, 2, 1, 0, 0)",25041.879575489776,22
18,18,"(3, 0, 2, 0, 0, 1)",25051.241987358124,21
19,19,"(4, 0, 2, 0, 0, 0)",25127.729179204922,32
20,20,"(4, 0, 1, 0, 0, 0)",25131.198172063614,28
21,21,"(2, 0, 2, 0, 0, 0)",25134.59579642607,8
22,22,"(3, 0, 1, 0, 0, 0)",25137.4007376194,16
23,23,"(3, 0, 2, 0, 0, 0)",25153.656686124308,20
24,24,"(4, 0, 0, 1, 0, 0)",25400.19710716938,26
25,25,"(4, 0, 0, 0, 0, 1)",25416.863462493442,25
26,26,"(3, 0, 0, 1, 0, 0)",25429.803754229528,14
27,27,"(3, 0, 0, 0, 0, 1)",25447.22981751781,13
28,28,"(2, 0, 0, 1, 0, 0)",25515.12166849917,2
29,29,"(2, 0, 1, 1, 0, 0)",25516.17498521836,6
30,30,"(4, 0, 0, 0, 0, 0)",25532.336831953242,24
31,31,"(2, 0, 0, 0, 0, 1)",25535.128633071607,1
32,32,"(2, 0, 1, 0, 0, 1)",25537.523939584968,5
33,33,"(3, 0, 0, 0, 0, 0)",25567.35677475221,12
34,34,"(2, 0, 0, 0, 0, 0)",25665.812876295447,0
35,35,"(2, 0, 1, 0, 0, 0)",25670.77213844645,4
