,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 1, 1, 0, 1)",29264.918338402404,31
1,1,"(4, 0, 0, 1, 0, 1)",29272.8589257352,27
2,2,"(2, 0, 1, 1, 0, 1)",29273.48342259274,7
3,3,"(3, 0, 1, 1, 0, 1)",29276.709142065578,19
4,4,"(3, 0, 2, 1, 0, 1)",29277.487538394576,23
5,5,"(3, 0, 0, 1, 0, 1)",29277.823436317358,15
6,6,"(4, 0, 2, 1, 0, 1)",29282.683839109486,35
7,7,"(2, 0, 2, 1, 0, 1)",29285.74182336518,11
8,8,"(2, 0, 0, 1, 0, 1)",29296.624729708736,3
9,9,"(4, 0, 2, 0, 0, 0)",30119.063492157973,32
10,10,"(2, 0, 2, 1, 0, 0)",30151.509427812965,10
11,11,"(4, 0, 2, 1, 0, 0)",30158.535424973183,34
12,12,"(4, 0, 2, 0, 0, 1)",30232.263387738993,33
13,13,"(2, 0, 2, 0, 0, 1)",30232.36584549806,9
14,14,"(2, 0, 2, 0, 0, 0)",30435.70574294404,8
15,15,"(4, 0, 1, 1, 0, 0)",30442.21540741192,30
16,16,"(4, 0, 0, 1, 0, 0)",30443.7369525969,26
17,17,"(2, 0, 1, 1, 0, 0)",30448.703636224316,6
18,18,"(3, 0, 1, 1, 0, 0)",30450.53837383069,18
19,19,"(3, 0, 2, 1, 0, 0)",30451.95678845172,22
20,20,"(3, 0, 0, 1, 0, 0)",30458.1744237596,14
21,21,"(2, 0, 0, 1, 0, 0)",30482.81614853501,2
22,22,"(4, 0, 1, 0, 0, 1)",30518.25194203333,29
23,23,"(4, 0, 0, 0, 0, 1)",30521.4193269514,25
24,24,"(2, 0, 1, 0, 0, 1)",30532.983594359648,5
25,25,"(3, 0, 1, 0, 0, 1)",30534.501530721656,17
26,26,"(3, 0, 2, 0, 0, 1)",30536.981126698687,21
27,27,"(3, 0, 0, 0, 0, 1)",30545.008259071605,13
28,28,"(2, 0, 0, 0, 0, 1)",30560.585525390386,1
29,29,"(4, 0, 1, 0, 0, 0)",30692.321158409755,28
30,30,"(4, 0, 0, 0, 0, 0)",30697.1518914896,24
31,31,"(3, 0, 2, 0, 0, 0)",30708.52260701667,20
32,32,"(3, 0, 1, 0, 0, 0)",30724.52943952462,16
33,33,"(2, 0, 1, 0, 0, 0)",30728.479096293275,4
34,34,"(3, 0, 0, 0, 0, 0)",30737.51661321654,12
35,35,"(2, 0, 0, 0, 0, 0)",30741.12390349232,0
