,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",26958.234578444433,7
1,1,"(3, 0, 0, 1, 0, 1)",26960.28088157279,15
2,2,"(4, 0, 0, 1, 0, 1)",26960.938902742248,27
3,3,"(2, 0, 2, 1, 0, 1)",26961.013205399347,11
4,4,"(3, 0, 2, 1, 0, 1)",26961.92982334428,23
5,5,"(4, 0, 1, 1, 0, 1)",26962.953238020742,31
6,6,"(3, 0, 1, 1, 0, 1)",26968.442252377037,19
7,7,"(2, 0, 0, 1, 0, 1)",26970.998478172525,3
8,8,"(4, 0, 2, 1, 0, 1)",26973.848626056966,35
9,9,"(2, 0, 2, 1, 0, 0)",27593.2183279148,10
10,10,"(3, 0, 1, 1, 0, 0)",27598.679281328263,18
11,11,"(4, 0, 1, 1, 0, 0)",27602.279835302885,30
12,12,"(4, 0, 2, 1, 0, 0)",27606.579968078036,34
13,13,"(2, 0, 2, 0, 0, 1)",27674.58193784852,9
14,14,"(3, 0, 2, 1, 0, 0)",27677.226100648888,22
15,15,"(4, 0, 1, 0, 0, 1)",27678.309637760507,29
16,16,"(3, 0, 1, 0, 0, 1)",27680.356359695,17
17,17,"(4, 0, 2, 0, 0, 1)",27685.019694610783,33
18,18,"(3, 0, 2, 0, 0, 1)",27782.65323242726,21
19,19,"(4, 0, 0, 1, 0, 0)",27928.90880956904,26
20,20,"(3, 0, 0, 1, 0, 0)",27944.664931227973,14
21,21,"(3, 0, 1, 0, 0, 0)",27967.753238716163,16
22,22,"(4, 0, 1, 0, 0, 0)",27968.908952557984,28
23,23,"(2, 0, 1, 1, 0, 0)",27969.88956983228,6
24,24,"(4, 0, 2, 0, 0, 0)",27970.374493768424,32
25,25,"(2, 0, 2, 0, 0, 0)",27976.44291773545,8
26,26,"(2, 0, 0, 1, 0, 0)",28016.47315794152,2
27,27,"(4, 0, 0, 0, 0, 1)",28043.56105208544,25
28,28,"(3, 0, 0, 0, 0, 1)",28063.750465147623,13
29,29,"(2, 0, 1, 0, 0, 1)",28088.716909799994,5
30,30,"(2, 0, 0, 0, 0, 1)",28138.711709178988,1
31,31,"(4, 0, 0, 0, 0, 0)",28381.666171604178,24
32,32,"(3, 0, 0, 0, 0, 0)",28408.159709818683,12
33,33,"(2, 0, 1, 0, 0, 0)",28426.34428251285,4
34,34,"(3, 0, 2, 0, 0, 0)",28429.783758450165,20
35,35,"(2, 0, 0, 0, 0, 0)",28475.327675644327,0
