,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",28205.52600292062,11
1,1,"(3, 0, 2, 1, 0, 1)",28207.46499781181,23
2,2,"(3, 0, 1, 1, 0, 1)",28216.108011307635,19
3,3,"(4, 0, 2, 1, 0, 1)",28217.028581675968,35
4,4,"(4, 0, 1, 1, 0, 1)",28226.342813370582,31
5,5,"(3, 0, 0, 1, 0, 1)",28226.363718010205,15
6,6,"(4, 0, 0, 1, 0, 1)",28227.452590662684,27
7,7,"(2, 0, 1, 1, 0, 1)",28236.094515472087,7
8,8,"(2, 0, 0, 1, 0, 1)",28252.05579477628,3
9,9,"(2, 0, 2, 1, 0, 0)",28504.714045834284,10
10,10,"(3, 0, 2, 1, 0, 0)",28507.548873561045,22
11,11,"(4, 0, 1, 1, 0, 0)",28508.442968477157,30
12,12,"(4, 0, 2, 1, 0, 0)",28511.859326316826,34
13,13,"(3, 0, 1, 1, 0, 0)",28513.39195583439,18
14,14,"(2, 0, 2, 0, 0, 1)",28518.140524218634,9
15,15,"(4, 0, 1, 0, 0, 1)",28521.89587246648,29
16,16,"(4, 0, 2, 0, 0, 1)",28525.695789750487,33
17,17,"(3, 0, 1, 0, 0, 1)",28525.943243827714,17
18,18,"(3, 0, 2, 0, 0, 1)",28526.534003267992,21
19,19,"(2, 0, 2, 0, 0, 0)",28602.701687194527,8
20,20,"(3, 0, 2, 0, 0, 0)",28604.343625821002,20
21,21,"(4, 0, 1, 0, 0, 0)",28605.33036198275,28
22,22,"(3, 0, 1, 0, 0, 0)",28609.259388851464,16
23,23,"(4, 0, 2, 0, 0, 0)",28617.29376235317,32
24,24,"(4, 0, 0, 1, 0, 0)",28872.16380533685,26
25,25,"(3, 0, 0, 1, 0, 0)",28888.37525282273,14
26,26,"(4, 0, 0, 0, 0, 1)",28896.687284800806,25
27,27,"(3, 0, 0, 0, 0, 1)",28912.978361801826,13
28,28,"(2, 0, 1, 1, 0, 0)",28947.962926851054,6
29,29,"(2, 0, 0, 1, 0, 0)",28971.45423812134,2
30,30,"(2, 0, 1, 0, 0, 1)",28972.6245852977,5
31,31,"(2, 0, 0, 0, 0, 1)",28995.82990405258,1
32,32,"(4, 0, 0, 0, 0, 0)",29004.952356452042,24
33,33,"(3, 0, 0, 0, 0, 0)",29020.257932337598,12
34,34,"(2, 0, 1, 0, 0, 0)",29080.253020623222,4
35,35,"(2, 0, 0, 0, 0, 0)",29103.64553846812,0
