,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",28295.829484220365,27
1,1,"(3, 0, 1, 1, 0, 1)",28296.37073726116,19
2,2,"(3, 0, 0, 1, 0, 1)",28298.66049098084,15
3,3,"(3, 0, 2, 1, 0, 1)",28299.98396423034,23
4,4,"(4, 0, 2, 1, 0, 1)",28301.291442251266,35
5,5,"(4, 0, 1, 1, 0, 1)",28302.969030054366,31
6,6,"(2, 0, 1, 1, 0, 1)",28305.231832059013,7
7,7,"(2, 0, 2, 1, 0, 1)",28305.640167736983,11
8,8,"(2, 0, 0, 1, 0, 1)",28341.725031721748,3
9,9,"(3, 0, 2, 1, 0, 0)",29829.21048861433,22
10,10,"(4, 0, 2, 1, 0, 0)",29852.230383977025,34
11,11,"(2, 0, 2, 1, 0, 0)",30116.857171144336,10
12,12,"(3, 0, 0, 1, 0, 0)",30123.21989511388,14
13,13,"(3, 0, 1, 1, 0, 0)",30125.130264309213,18
14,14,"(4, 0, 0, 1, 0, 0)",30125.1867379789,26
15,15,"(4, 0, 1, 1, 0, 0)",30126.27057228767,30
16,16,"(2, 0, 1, 1, 0, 0)",30188.590634407003,6
17,17,"(2, 0, 0, 1, 0, 0)",30219.613682923773,2
18,18,"(4, 0, 2, 0, 0, 1)",30414.314124992907,33
19,19,"(4, 0, 0, 0, 0, 1)",30700.270113485367,25
20,20,"(3, 0, 1, 0, 0, 1)",30700.337487531022,17
21,21,"(3, 0, 2, 0, 0, 1)",30700.427632004823,21
22,22,"(4, 0, 1, 0, 0, 1)",30700.922753084484,29
23,23,"(2, 0, 2, 0, 0, 1)",30703.454465900675,9
24,24,"(3, 0, 0, 0, 0, 1)",30715.65989299013,13
25,25,"(2, 0, 1, 0, 0, 1)",30725.446342099676,5
26,26,"(2, 0, 0, 0, 0, 1)",30770.63944286879,1
27,27,"(4, 0, 2, 0, 0, 0)",31255.061096641515,32
28,28,"(4, 0, 1, 0, 0, 0)",31489.034811334488,28
29,29,"(4, 0, 0, 0, 0, 0)",31489.308912898934,24
30,30,"(2, 0, 2, 0, 0, 0)",31516.23081197893,8
31,31,"(3, 0, 1, 0, 0, 0)",31516.697825096395,16
32,32,"(2, 0, 1, 0, 0, 0)",31520.571428021427,4
33,33,"(3, 0, 2, 0, 0, 0)",31524.570753276454,20
34,34,"(3, 0, 0, 0, 0, 0)",31558.118999528415,12
35,35,"(2, 0, 0, 0, 0, 0)",31578.342611530323,0
