,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",24296.16387906401,11
1,1,"(2, 0, 1, 1, 0, 1)",24315.9339691472,7
2,2,"(3, 0, 0, 1, 0, 1)",24316.00740840454,15
3,3,"(4, 0, 0, 1, 0, 1)",24317.28721804946,27
4,4,"(3, 0, 1, 1, 0, 1)",24317.40999546215,19
5,5,"(4, 0, 1, 1, 0, 1)",24319.738789192266,31
6,6,"(4, 0, 2, 1, 0, 1)",24325.68533098897,35
7,7,"(2, 0, 0, 1, 0, 1)",24328.127631855717,3
8,8,"(2, 0, 2, 1, 0, 0)",24614.88302581569,10
9,9,"(3, 0, 1, 1, 0, 0)",24624.682555081894,18
10,10,"(4, 0, 1, 1, 0, 0)",24633.429483306107,30
11,11,"(2, 0, 2, 0, 0, 1)",24637.024836027333,9
12,12,"(4, 0, 2, 1, 0, 0)",24640.96353884125,34
13,13,"(4, 0, 1, 0, 0, 1)",24646.214217027147,29
14,14,"(4, 0, 2, 0, 0, 1)",24646.494054622945,33
15,15,"(3, 0, 1, 0, 0, 1)",24647.72426142614,17
16,16,"(3, 0, 2, 1, 0, 0)",24728.30755329667,22
17,17,"(3, 0, 2, 0, 0, 1)",24754.38669670976,21
18,18,"(2, 0, 2, 0, 0, 0)",24765.54013844249,8
19,19,"(4, 0, 2, 0, 0, 0)",24771.293304604937,32
20,20,"(3, 0, 1, 0, 0, 0)",24776.255582152582,16
21,21,"(4, 0, 1, 0, 0, 0)",24777.131817568912,28
22,22,"(3, 0, 2, 0, 0, 0)",24888.629077154816,20
23,23,"(4, 0, 0, 1, 0, 0)",24912.45551836315,26
24,24,"(3, 0, 0, 1, 0, 0)",24914.291342523287,14
25,25,"(2, 0, 1, 1, 0, 0)",24942.19974651526,6
26,26,"(4, 0, 0, 0, 0, 1)",24942.43154022269,25
27,27,"(3, 0, 0, 0, 0, 1)",24944.21205423793,13
28,28,"(2, 0, 1, 0, 0, 1)",24973.43893270145,5
29,29,"(2, 0, 0, 1, 0, 0)",24974.059933582026,2
30,30,"(2, 0, 0, 0, 0, 1)",25005.801526135223,1
31,31,"(4, 0, 0, 0, 0, 0)",25083.200177475068,24
32,32,"(3, 0, 0, 0, 0, 0)",25083.82491608139,12
33,33,"(2, 0, 1, 0, 0, 0)",25110.89045068353,4
34,34,"(2, 0, 0, 0, 0, 0)",25145.11541977196,0
