,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",25993.555937520585,15
1,1,"(2, 0, 1, 1, 0, 1)",25993.762151288913,7
2,2,"(4, 0, 0, 1, 0, 1)",25995.35342654977,27
3,3,"(2, 0, 2, 1, 0, 1)",25995.60834244433,11
4,4,"(3, 0, 1, 1, 0, 1)",25996.733948461373,19
5,5,"(4, 0, 2, 1, 0, 1)",25997.06964892674,35
6,6,"(4, 0, 1, 1, 0, 1)",25997.128998583597,31
7,7,"(3, 0, 2, 1, 0, 1)",25997.364403841515,23
8,8,"(2, 0, 0, 1, 0, 1)",25999.471823875112,3
9,9,"(4, 0, 2, 1, 0, 0)",26562.85795659481,34
10,10,"(4, 0, 1, 1, 0, 0)",26567.604479722333,30
11,11,"(3, 0, 1, 1, 0, 0)",26568.47195814599,18
12,12,"(4, 0, 1, 0, 0, 1)",26629.793065549035,29
13,13,"(3, 0, 1, 0, 0, 1)",26630.476425990902,17
14,14,"(4, 0, 2, 0, 0, 1)",26640.35402741062,33
15,15,"(3, 0, 1, 0, 0, 0)",26871.245874760585,16
16,16,"(4, 0, 2, 0, 0, 0)",26880.309116357832,32
17,17,"(4, 0, 0, 1, 0, 0)",26882.98164462295,26
18,18,"(3, 0, 0, 1, 0, 0)",26891.47303031833,14
19,19,"(2, 0, 1, 1, 0, 0)",26898.657205977026,6
20,20,"(2, 0, 2, 1, 0, 0)",26901.016949794637,10
21,21,"(3, 0, 2, 1, 0, 0)",26902.61813731421,22
22,22,"(2, 0, 0, 1, 0, 0)",26918.912903702116,2
23,23,"(4, 0, 0, 0, 0, 1)",26978.436484945043,25
24,24,"(3, 0, 0, 0, 0, 1)",26985.95332968227,13
25,25,"(2, 0, 1, 0, 0, 1)",26992.229203108272,5
26,26,"(2, 0, 2, 0, 0, 1)",26994.222723336563,9
27,27,"(3, 0, 2, 0, 0, 1)",26996.044435984193,21
28,28,"(2, 0, 0, 0, 0, 1)",27013.075677369987,1
29,29,"(4, 0, 0, 0, 0, 0)",27254.526076719565,24
30,30,"(3, 0, 0, 0, 0, 0)",27259.6259406968,12
31,31,"(4, 0, 1, 0, 0, 0)",27263.597995000473,28
32,32,"(2, 0, 1, 0, 0, 0)",27264.4870784785,4
33,33,"(2, 0, 2, 0, 0, 0)",27265.896612556364,8
34,34,"(3, 0, 2, 0, 0, 0)",27267.88967856916,20
35,35,"(2, 0, 0, 0, 0, 0)",27288.49609636881,0
