,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",20846.276880694837,11
1,1,"(2, 0, 1, 1, 0, 1)",20847.865523147644,7
2,2,"(3, 0, 0, 1, 0, 1)",20850.70268011172,15
3,3,"(4, 0, 0, 1, 0, 1)",20850.890317991223,27
4,4,"(4, 0, 2, 1, 0, 1)",20851.71792946083,35
5,5,"(3, 0, 2, 1, 0, 1)",20851.88212432502,23
6,6,"(4, 0, 1, 1, 0, 1)",20853.22386719329,31
7,7,"(3, 0, 1, 1, 0, 1)",20856.628494714685,19
8,8,"(2, 0, 0, 1, 0, 1)",20865.917459345597,3
9,9,"(3, 0, 1, 1, 0, 0)",21647.923971789824,18
10,10,"(3, 0, 2, 1, 0, 0)",21650.16427353684,22
11,11,"(4, 0, 1, 1, 0, 0)",21650.182640611776,30
12,12,"(4, 0, 2, 1, 0, 0)",21652.227525850638,34
13,13,"(4, 0, 0, 1, 0, 0)",21652.798848698767,26
14,14,"(2, 0, 2, 1, 0, 0)",21653.76620113192,10
15,15,"(2, 0, 1, 1, 0, 0)",21654.7449156551,6
16,16,"(3, 0, 0, 1, 0, 0)",21655.79860254541,14
17,17,"(2, 0, 0, 1, 0, 0)",21657.460180694343,2
18,18,"(3, 0, 1, 0, 0, 1)",21706.116984226985,17
19,19,"(3, 0, 2, 0, 0, 1)",21706.17722110588,21
20,20,"(4, 0, 1, 0, 0, 1)",21706.368056621723,29
21,21,"(4, 0, 2, 0, 0, 1)",21708.11239159212,33
22,22,"(4, 0, 0, 0, 0, 1)",21708.248433320427,25
23,23,"(2, 0, 2, 0, 0, 1)",21710.510837046048,9
24,24,"(2, 0, 0, 0, 0, 1)",21713.0325127994,1
25,25,"(2, 0, 1, 0, 0, 1)",21713.364574039784,5
26,26,"(3, 0, 0, 0, 0, 1)",21713.79431414204,13
27,27,"(3, 0, 2, 0, 0, 0)",21866.870473557374,20
28,28,"(4, 0, 1, 0, 0, 0)",21867.260214262955,28
29,29,"(4, 0, 0, 0, 0, 0)",21867.69400502593,24
30,30,"(4, 0, 2, 0, 0, 0)",21868.818316288496,32
31,31,"(3, 0, 1, 0, 0, 0)",21872.788840775163,16
32,32,"(2, 0, 2, 0, 0, 0)",21872.825524126743,8
33,33,"(2, 0, 0, 0, 0, 0)",21876.411840045406,0
34,34,"(2, 0, 1, 0, 0, 0)",21878.408631785893,4
35,35,"(3, 0, 0, 0, 0, 0)",21878.41637279215,12
