,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",22686.01148442693,27
1,1,"(3, 0, 1, 1, 0, 1)",22686.841399808985,19
2,2,"(3, 0, 0, 1, 0, 1)",22686.917195517384,15
3,3,"(2, 0, 2, 1, 0, 1)",22687.31598841829,11
4,4,"(4, 0, 2, 1, 0, 1)",22687.623925362623,35
5,5,"(4, 0, 1, 1, 0, 1)",22689.525336838422,31
6,6,"(3, 0, 2, 1, 0, 1)",22690.30870193439,23
7,7,"(2, 0, 1, 1, 0, 1)",22691.659382498452,7
8,8,"(2, 0, 0, 1, 0, 1)",22703.186598618173,3
9,9,"(4, 0, 2, 0, 0, 1)",23084.865195304188,33
10,10,"(4, 0, 2, 0, 0, 0)",23097.83114356461,32
11,11,"(4, 0, 2, 1, 0, 0)",23108.84405534976,34
12,12,"(3, 0, 0, 1, 0, 0)",23432.984057379243,14
13,13,"(2, 0, 1, 1, 0, 0)",23433.14838841337,6
14,14,"(2, 0, 0, 1, 0, 0)",23434.44389171911,2
15,15,"(2, 0, 2, 1, 0, 0)",23434.51769742784,10
16,16,"(4, 0, 0, 1, 0, 0)",23434.94284004541,26
17,17,"(3, 0, 1, 1, 0, 0)",23434.96376639123,18
18,18,"(3, 0, 2, 1, 0, 0)",23436.50195050325,22
19,19,"(4, 0, 1, 1, 0, 0)",23436.797561594067,30
20,20,"(3, 0, 2, 0, 0, 1)",23453.62544420191,21
21,21,"(3, 0, 0, 0, 0, 1)",23460.30081384848,13
22,22,"(2, 0, 1, 0, 0, 1)",23460.322549580356,5
23,23,"(2, 0, 0, 0, 0, 1)",23460.622803649767,1
24,24,"(4, 0, 0, 0, 0, 1)",23462.294800333246,25
25,25,"(3, 0, 1, 0, 0, 1)",23462.78037477916,17
26,26,"(2, 0, 2, 0, 0, 1)",23463.029858409096,9
27,27,"(4, 0, 1, 0, 0, 1)",23464.257070891275,29
28,28,"(3, 0, 2, 0, 0, 0)",23552.934784992565,20
29,29,"(2, 0, 0, 0, 0, 0)",23553.40286389292,0
30,30,"(2, 0, 1, 0, 0, 0)",23554.23800504547,4
31,31,"(3, 0, 0, 0, 0, 0)",23554.318231506983,12
32,32,"(2, 0, 2, 0, 0, 0)",23555.72239081773,8
33,33,"(4, 0, 0, 0, 0, 0)",23555.747927357617,24
34,34,"(3, 0, 1, 0, 0, 0)",23556.199849422315,16
35,35,"(4, 0, 1, 0, 0, 0)",23558.1806618638,28
