,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 0, 0, 0)",14.0,32
1,1,"(3, 0, 0, 1, 0, 1)",22417.324225451226,15
2,2,"(4, 0, 0, 1, 0, 1)",22419.445986490373,27
3,3,"(2, 0, 1, 1, 0, 1)",22419.90481453174,7
4,4,"(3, 0, 1, 1, 0, 1)",22420.981512430102,19
5,5,"(4, 0, 1, 1, 0, 1)",22421.418161996942,31
6,6,"(3, 0, 2, 1, 0, 1)",22426.566132822813,23
7,7,"(2, 0, 2, 1, 0, 1)",22426.657228015778,11
8,8,"(2, 0, 0, 1, 0, 1)",22445.442169935548,3
9,9,"(4, 0, 2, 1, 0, 1)",22449.093729723856,35
10,10,"(3, 0, 2, 1, 0, 0)",23420.707209750133,22
11,11,"(4, 0, 2, 1, 0, 0)",23458.64851135673,34
12,12,"(4, 0, 2, 0, 0, 1)",23475.488768817202,33
13,13,"(4, 0, 1, 1, 0, 0)",23760.56945293333,30
14,14,"(4, 0, 0, 1, 0, 0)",23762.001121432797,26
15,15,"(2, 0, 2, 1, 0, 0)",23762.2619886204,10
16,16,"(2, 0, 1, 1, 0, 0)",23762.47007613269,6
17,17,"(3, 0, 1, 1, 0, 0)",23763.694539754844,18
18,18,"(3, 0, 0, 1, 0, 0)",23764.393687017327,14
19,19,"(2, 0, 0, 1, 0, 0)",23770.5035106196,2
20,20,"(4, 0, 1, 0, 0, 1)",24024.89474036541,29
21,21,"(3, 0, 2, 0, 0, 1)",24027.842496794867,21
22,22,"(2, 0, 2, 0, 0, 1)",24027.9281187544,9
23,23,"(4, 0, 0, 0, 0, 1)",24029.625208422516,25
24,24,"(2, 0, 0, 0, 0, 1)",24040.24407712199,1
25,25,"(3, 0, 1, 0, 0, 1)",24040.967134819435,17
26,26,"(2, 0, 1, 0, 0, 1)",24042.18168564654,5
27,27,"(3, 0, 0, 0, 0, 1)",24042.203744017446,13
28,28,"(4, 0, 1, 0, 0, 0)",24492.126536034903,28
29,29,"(2, 0, 2, 0, 0, 0)",24494.724011550952,8
30,30,"(3, 0, 2, 0, 0, 0)",24494.883455880172,20
31,31,"(4, 0, 0, 0, 0, 0)",24497.10986813359,24
32,32,"(2, 0, 0, 0, 0, 0)",24515.76103485686,0
33,33,"(2, 0, 1, 0, 0, 0)",24515.833119455358,4
34,34,"(3, 0, 0, 0, 0, 0)",24516.49946946872,12
35,35,"(3, 0, 1, 0, 0, 0)",24518.237928684386,16
