,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",28374.46319723061,27
1,1,"(4, 0, 1, 1, 0, 1)",28375.883462462818,31
2,2,"(2, 0, 2, 1, 0, 1)",28378.18134945666,11
3,3,"(3, 0, 1, 1, 0, 1)",28378.57598233748,19
4,4,"(3, 0, 2, 1, 0, 1)",28384.0999587939,23
5,5,"(4, 0, 2, 1, 0, 1)",28390.58829816007,35
6,6,"(3, 0, 0, 1, 0, 1)",28397.645693471226,15
7,7,"(2, 0, 1, 1, 0, 1)",28404.83550046696,7
8,8,"(2, 0, 0, 1, 0, 1)",28404.994001064384,3
9,9,"(4, 0, 1, 1, 0, 0)",29036.577412331386,30
10,10,"(3, 0, 1, 1, 0, 0)",29039.607878827806,18
11,11,"(2, 0, 2, 1, 0, 0)",29040.296828280098,10
12,12,"(2, 0, 1, 1, 0, 0)",29044.773287117983,6
13,13,"(4, 0, 2, 1, 0, 0)",29046.365219842788,34
14,14,"(3, 0, 2, 1, 0, 0)",29047.710743840733,22
15,15,"(4, 0, 1, 0, 0, 1)",29089.831811780034,29
16,16,"(3, 0, 1, 0, 0, 1)",29092.931141911435,17
17,17,"(4, 0, 2, 0, 0, 1)",29095.70583052016,33
18,18,"(2, 0, 2, 0, 0, 1)",29096.59400840189,9
19,19,"(2, 0, 1, 0, 0, 1)",29099.688798458214,5
20,20,"(3, 0, 2, 0, 0, 1)",29103.331883235765,21
21,21,"(4, 0, 1, 0, 0, 0)",29266.462611091254,28
22,22,"(4, 0, 2, 0, 0, 0)",29269.119973323846,32
23,23,"(3, 0, 1, 0, 0, 0)",29269.353693138837,16
24,24,"(2, 0, 2, 0, 0, 0)",29270.490642898243,8
25,25,"(2, 0, 1, 0, 0, 0)",29275.250179416358,4
26,26,"(3, 0, 2, 0, 0, 0)",29276.641791884205,20
27,27,"(4, 0, 0, 1, 0, 0)",29478.763569207666,26
28,28,"(4, 0, 0, 0, 0, 1)",29550.60698154353,25
29,29,"(3, 0, 0, 1, 0, 0)",29596.18897817938,14
30,30,"(3, 0, 0, 0, 0, 1)",29670.045204176164,13
31,31,"(2, 0, 0, 1, 0, 0)",29720.673670721713,2
32,32,"(4, 0, 0, 0, 0, 0)",29749.1525488191,24
33,33,"(2, 0, 0, 0, 0, 1)",29803.89957328165,1
34,34,"(3, 0, 0, 0, 0, 0)",29870.409833071488,12
35,35,"(2, 0, 0, 0, 0, 0)",30016.18532588292,0
