,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",25443.832791817968,23
1,1,"(2, 0, 1, 1, 0, 1)",25482.13756755908,7
2,2,"(3, 0, 1, 1, 0, 1)",25482.576154538998,19
3,3,"(4, 0, 2, 1, 0, 1)",25483.096962654952,35
4,4,"(2, 0, 2, 1, 0, 1)",25483.139870315506,11
5,5,"(3, 0, 0, 1, 0, 1)",25486.309387143043,15
6,6,"(4, 0, 0, 1, 0, 1)",25487.681979877216,27
7,7,"(4, 0, 1, 1, 0, 1)",25490.305056076875,31
8,8,"(2, 0, 0, 1, 0, 1)",25521.48537338628,3
9,9,"(3, 0, 2, 1, 0, 0)",25736.633573043353,22
10,10,"(4, 0, 1, 1, 0, 0)",25762.72731512398,30
11,11,"(3, 0, 2, 0, 0, 1)",25765.96372069122,21
12,12,"(2, 0, 2, 1, 0, 0)",25768.775476224284,10
13,13,"(4, 0, 1, 0, 0, 1)",25783.27526381886,29
14,14,"(3, 0, 1, 1, 0, 0)",25786.62999615939,18
15,15,"(4, 0, 2, 1, 0, 0)",25790.277086299786,34
16,16,"(2, 0, 2, 0, 0, 1)",25796.18830176063,9
17,17,"(3, 0, 1, 0, 0, 1)",25814.77419046304,17
18,18,"(4, 0, 2, 0, 0, 1)",25817.28776262963,33
19,19,"(3, 0, 2, 0, 0, 0)",25909.776883811293,20
20,20,"(4, 0, 1, 0, 0, 0)",25924.091369014102,28
21,21,"(2, 0, 2, 0, 0, 0)",25937.58702558793,8
22,22,"(3, 0, 1, 0, 0, 0)",25953.42878133211,16
23,23,"(4, 0, 2, 0, 0, 0)",25956.92908190769,32
24,24,"(4, 0, 0, 1, 0, 0)",26044.27658109537,26
25,25,"(3, 0, 0, 1, 0, 0)",26048.309334979396,14
26,26,"(4, 0, 0, 0, 0, 1)",26080.617673835917,25
27,27,"(3, 0, 0, 0, 0, 1)",26086.86524507954,13
28,28,"(2, 0, 1, 1, 0, 0)",26103.818833988058,6
29,29,"(2, 0, 1, 0, 0, 1)",26145.71611749772,5
30,30,"(2, 0, 0, 1, 0, 0)",26170.275045649625,2
31,31,"(2, 0, 0, 0, 0, 1)",26211.018699567943,1
32,32,"(4, 0, 0, 0, 0, 0)",26232.993106339618,24
33,33,"(3, 0, 0, 0, 0, 0)",26245.80368623392,12
34,34,"(2, 0, 1, 0, 0, 0)",26307.07073384204,4
35,35,"(2, 0, 0, 0, 0, 0)",26369.65390697752,0
