,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",21113.100098241648,23
1,1,"(2, 0, 2, 1, 0, 1)",21114.668878176886,11
2,2,"(3, 0, 0, 1, 0, 1)",21119.07104888366,15
3,3,"(2, 0, 1, 1, 0, 1)",21120.955438469064,7
4,4,"(4, 0, 0, 1, 0, 1)",21121.15433161456,27
5,5,"(4, 0, 2, 1, 0, 1)",21122.97231372291,35
6,6,"(4, 0, 1, 1, 0, 1)",21123.080269019552,31
7,7,"(3, 0, 1, 1, 0, 1)",21125.54710679315,19
8,8,"(2, 0, 0, 1, 0, 1)",21139.41716033825,3
9,9,"(2, 0, 2, 0, 0, 1)",21179.953610135326,9
10,10,"(3, 0, 2, 0, 0, 0)",21185.30636586275,20
11,11,"(2, 0, 2, 0, 0, 0)",21185.43504759798,8
12,12,"(4, 0, 1, 1, 0, 0)",21186.857396927844,30
13,13,"(2, 0, 2, 1, 0, 0)",21186.936021152218,10
14,14,"(3, 0, 2, 0, 0, 1)",21187.257763243782,21
15,15,"(4, 0, 1, 0, 0, 0)",21196.757195504342,28
16,16,"(3, 0, 1, 0, 0, 1)",21200.884632067162,17
17,17,"(4, 0, 2, 0, 0, 1)",21201.719842124832,33
18,18,"(3, 0, 1, 0, 0, 0)",21203.81572434144,16
19,19,"(3, 0, 2, 1, 0, 0)",21206.185210832904,22
20,20,"(4, 0, 2, 0, 0, 0)",21213.03760738551,32
21,21,"(3, 0, 1, 1, 0, 0)",21214.92834619795,18
22,22,"(4, 0, 2, 1, 0, 0)",21230.035917132576,34
23,23,"(4, 0, 0, 1, 0, 0)",21299.8467882802,26
24,24,"(3, 0, 0, 1, 0, 0)",21299.91509228032,14
25,25,"(4, 0, 0, 0, 0, 1)",21300.309509127826,25
26,26,"(3, 0, 0, 0, 0, 1)",21300.387884016098,13
27,27,"(4, 0, 1, 0, 0, 1)",21303.97897406817,29
28,28,"(3, 0, 0, 0, 0, 0)",21304.137797806183,12
29,29,"(4, 0, 0, 0, 0, 0)",21304.210911109905,24
30,30,"(2, 0, 1, 1, 0, 0)",21310.215660983402,6
31,31,"(2, 0, 1, 0, 0, 1)",21310.719615535978,5
32,32,"(2, 0, 1, 0, 0, 0)",21314.991213725094,4
33,33,"(2, 0, 0, 1, 0, 0)",21339.86556011609,2
34,34,"(2, 0, 0, 0, 0, 1)",21340.54172400806,1
35,35,"(2, 0, 0, 0, 0, 0)",21346.406728247493,0
