,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",31439.352603862728,11
1,1,"(4, 0, 1, 1, 0, 1)",31442.469388370355,31
2,2,"(4, 0, 2, 1, 0, 1)",31451.080127437934,35
3,3,"(3, 0, 2, 1, 0, 1)",31452.985683209423,23
4,4,"(3, 0, 1, 1, 0, 1)",31458.494668566538,19
5,5,"(3, 0, 0, 1, 0, 1)",31461.371789645455,15
6,6,"(4, 0, 0, 1, 0, 1)",31462.435226116166,27
7,7,"(2, 0, 1, 1, 0, 1)",31470.244294895045,7
8,8,"(2, 0, 0, 1, 0, 1)",31493.700731589328,3
9,9,"(4, 0, 1, 1, 0, 0)",32246.96742499507,30
10,10,"(2, 0, 2, 1, 0, 0)",32253.999669375262,10
11,11,"(3, 0, 1, 1, 0, 0)",32260.368640548382,18
12,12,"(4, 0, 2, 1, 0, 0)",32267.423098572486,34
13,13,"(3, 0, 2, 1, 0, 0)",32338.415687762685,22
14,14,"(2, 0, 2, 0, 0, 1)",32363.0296286306,9
15,15,"(4, 0, 1, 0, 0, 1)",32365.264095369424,29
16,16,"(3, 0, 1, 0, 0, 1)",32379.568496874315,17
17,17,"(4, 0, 2, 0, 0, 1)",32384.066472186587,33
18,18,"(2, 0, 2, 0, 0, 0)",32630.337568480878,8
19,19,"(3, 0, 2, 0, 0, 0)",32633.051275290665,20
20,20,"(4, 0, 1, 0, 0, 0)",32635.692215979718,28
21,21,"(3, 0, 1, 0, 0, 0)",32650.83122341755,16
22,22,"(4, 0, 2, 0, 0, 0)",32660.839618231166,32
23,23,"(4, 0, 0, 1, 0, 0)",32771.264280711344,26
24,24,"(3, 0, 0, 1, 0, 0)",32835.842908103084,14
25,25,"(4, 0, 0, 0, 0, 1)",32912.390183581716,25
26,26,"(3, 0, 0, 0, 0, 1)",32977.619577240286,13
27,27,"(2, 0, 1, 1, 0, 0)",33002.01300169409,6
28,28,"(2, 0, 0, 1, 0, 0)",33036.48610631765,2
29,29,"(2, 0, 1, 0, 0, 1)",33140.40174843169,5
30,30,"(2, 0, 0, 0, 0, 1)",33185.481880023144,1
31,31,"(4, 0, 0, 0, 0, 0)",33196.201695832446,24
32,32,"(3, 0, 0, 0, 0, 0)",33254.56977923799,12
33,33,"(2, 0, 1, 0, 0, 0)",33407.17763945186,4
34,34,"(2, 0, 0, 0, 0, 0)",33471.094254486154,0
