,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",31817.257541994786,11
1,1,"(3, 0, 0, 1, 0, 1)",31825.191879118003,15
2,2,"(4, 0, 0, 1, 0, 1)",31826.3838908013,27
3,3,"(2, 0, 1, 1, 0, 1)",31827.000724996466,7
4,4,"(4, 0, 2, 1, 0, 1)",31827.516291405704,35
5,5,"(3, 0, 2, 1, 0, 1)",31828.739750935263,23
6,6,"(4, 0, 1, 1, 0, 1)",31829.164810611943,31
7,7,"(2, 0, 0, 1, 0, 1)",31835.102442507534,3
8,8,"(3, 0, 1, 1, 0, 1)",31836.577763403344,19
9,9,"(2, 0, 2, 1, 0, 0)",32421.383864317115,10
10,10,"(3, 0, 1, 1, 0, 0)",32422.88010204883,18
11,11,"(4, 0, 2, 1, 0, 0)",32427.863810372182,34
12,12,"(4, 0, 1, 1, 0, 0)",32465.059930018666,30
13,13,"(4, 0, 2, 0, 0, 1)",32467.351552994904,33
14,14,"(2, 0, 2, 0, 0, 1)",32472.520471169053,9
15,15,"(3, 0, 1, 0, 0, 1)",32473.591967589455,17
16,16,"(4, 0, 1, 0, 0, 1)",32480.458717759884,29
17,17,"(3, 0, 2, 0, 0, 1)",32487.273407748107,21
18,18,"(4, 0, 2, 0, 0, 0)",32626.54213966913,32
19,19,"(3, 0, 1, 0, 0, 0)",32639.949345934663,16
20,20,"(4, 0, 1, 0, 0, 0)",32643.98105257265,28
21,21,"(2, 0, 2, 0, 0, 0)",32644.562351978788,8
22,22,"(3, 0, 2, 0, 0, 0)",32768.359395993306,20
23,23,"(3, 0, 2, 1, 0, 0)",32834.886091175584,22
24,24,"(4, 0, 0, 1, 0, 0)",32909.38952791796,26
25,25,"(3, 0, 0, 1, 0, 0)",32928.78116379615,14
26,26,"(4, 0, 0, 0, 0, 1)",32978.11087803859,25
27,27,"(2, 0, 1, 1, 0, 0)",32987.16940145242,6
28,28,"(2, 0, 0, 1, 0, 0)",32988.883413612006,2
29,29,"(3, 0, 0, 0, 0, 1)",32994.595278874935,13
30,30,"(2, 0, 1, 0, 0, 1)",33043.185484034686,5
31,31,"(2, 0, 0, 0, 0, 1)",33048.18969944877,1
32,32,"(4, 0, 0, 0, 0, 0)",33170.80809639099,24
33,33,"(3, 0, 0, 0, 0, 0)",33180.551728341634,12
34,34,"(2, 0, 1, 0, 0, 0)",33213.5299878679,4
35,35,"(2, 0, 0, 0, 0, 0)",33224.791523959066,0
