,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",28294.41919723063,11
1,1,"(3, 0, 2, 1, 0, 1)",28296.356321685096,23
2,2,"(2, 0, 1, 1, 0, 1)",28298.05506620978,7
3,3,"(3, 0, 0, 1, 0, 1)",28298.854938470395,15
4,4,"(4, 0, 0, 1, 0, 1)",28299.871382126617,27
5,5,"(3, 0, 1, 1, 0, 1)",28299.963214665604,19
6,6,"(4, 0, 1, 1, 0, 1)",28301.898653187465,31
7,7,"(4, 0, 2, 1, 0, 1)",28303.765247748845,35
8,8,"(2, 0, 0, 1, 0, 1)",28310.79369215722,3
9,9,"(2, 0, 2, 1, 0, 0)",28840.503670234022,10
10,10,"(3, 0, 1, 1, 0, 0)",28857.102490811718,18
11,11,"(4, 0, 2, 1, 0, 0)",28859.585312585805,34
12,12,"(4, 0, 1, 1, 0, 0)",28862.11394056517,30
13,13,"(2, 0, 2, 0, 0, 1)",28889.484606464488,9
14,14,"(4, 0, 1, 0, 0, 1)",28900.10156291233,29
15,15,"(3, 0, 2, 0, 0, 1)",28903.889719216982,21
16,16,"(3, 0, 2, 1, 0, 0)",28906.997112634373,22
17,17,"(3, 0, 1, 0, 0, 1)",28907.132473707563,17
18,18,"(4, 0, 2, 0, 0, 1)",28911.02392042297,33
19,19,"(2, 0, 2, 0, 0, 0)",29057.063180936857,8
20,20,"(4, 0, 1, 0, 0, 0)",29074.188575739958,28
21,21,"(3, 0, 1, 0, 0, 0)",29080.39661362802,16
22,22,"(4, 0, 2, 0, 0, 0)",29084.92191904736,32
23,23,"(3, 0, 2, 0, 0, 0)",29087.731938549154,20
24,24,"(4, 0, 0, 1, 0, 0)",29218.006442562582,26
25,25,"(3, 0, 0, 1, 0, 0)",29222.264303306034,14
26,26,"(2, 0, 1, 1, 0, 0)",29258.057021829518,6
27,27,"(4, 0, 0, 0, 0, 1)",29284.0873792745,25
28,28,"(3, 0, 0, 0, 0, 1)",29288.01126667833,13
29,29,"(2, 0, 0, 1, 0, 0)",29306.30535582147,2
30,30,"(2, 0, 1, 0, 0, 1)",29328.305558677755,5
31,31,"(2, 0, 0, 0, 0, 1)",29382.92181333868,1
32,32,"(4, 0, 0, 0, 0, 0)",29474.75093428255,24
33,33,"(3, 0, 0, 0, 0, 0)",29477.3597434033,12
34,34,"(2, 0, 1, 0, 0, 0)",29525.099414271746,4
35,35,"(2, 0, 0, 0, 0, 0)",29594.755404086634,0
