,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",26500.13600773148,27
1,1,"(2, 0, 1, 1, 0, 1)",26501.934049579042,7
2,2,"(4, 0, 1, 1, 0, 1)",26502.1719109254,31
3,3,"(3, 0, 1, 1, 0, 1)",26502.828348905117,19
4,4,"(2, 0, 2, 1, 0, 1)",26502.996626817232,11
5,5,"(4, 0, 2, 1, 0, 1)",26503.715011218188,35
6,6,"(3, 0, 2, 1, 0, 1)",26505.957097769762,23
7,7,"(3, 0, 0, 1, 0, 1)",26506.66867996725,15
8,8,"(2, 0, 0, 1, 0, 1)",26517.433073582804,3
9,9,"(2, 0, 2, 1, 0, 0)",27114.31490235052,10
10,10,"(3, 0, 2, 1, 0, 0)",27143.898174700098,22
11,11,"(2, 0, 2, 0, 0, 1)",27202.244339336983,9
12,12,"(4, 0, 0, 1, 0, 0)",27266.087488423535,26
13,13,"(2, 0, 1, 1, 0, 0)",27267.37976016716,6
14,14,"(4, 0, 1, 1, 0, 0)",27268.039668420868,30
15,15,"(3, 0, 1, 1, 0, 0)",27268.42409605643,18
16,16,"(4, 0, 2, 1, 0, 0)",27269.70472596479,34
17,17,"(3, 0, 0, 1, 0, 0)",27272.525545189434,14
18,18,"(2, 0, 0, 1, 0, 0)",27285.517704166967,2
19,19,"(4, 0, 0, 0, 0, 1)",27365.643764746117,25
20,20,"(4, 0, 1, 0, 0, 1)",27367.638445426903,29
21,21,"(2, 0, 1, 0, 0, 1)",27368.273461788907,5
22,22,"(3, 0, 1, 0, 0, 1)",27369.03010459484,17
23,23,"(3, 0, 2, 0, 0, 1)",27369.139446710167,21
24,24,"(4, 0, 2, 0, 0, 1)",27369.631500111165,33
25,25,"(3, 0, 0, 0, 0, 1)",27373.54914033441,13
26,26,"(2, 0, 0, 0, 0, 1)",27386.163189193983,1
27,27,"(2, 0, 2, 0, 0, 0)",27485.820839751323,8
28,28,"(4, 0, 0, 0, 0, 0)",27657.482154233927,24
29,29,"(4, 0, 1, 0, 0, 0)",27659.23146596262,28
30,30,"(4, 0, 2, 0, 0, 0)",27660.753089699425,32
31,31,"(3, 0, 2, 0, 0, 0)",27661.389702453856,20
32,32,"(2, 0, 1, 0, 0, 0)",27662.33489817716,4
33,33,"(3, 0, 1, 0, 0, 0)",27662.351014145814,16
34,34,"(3, 0, 0, 0, 0, 0)",27668.08262388949,12
35,35,"(2, 0, 0, 0, 0, 0)",27681.30954890408,0
