,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",22146.60253859638,23
1,1,"(2, 0, 2, 1, 0, 1)",22147.00323757128,11
2,2,"(4, 0, 0, 1, 0, 1)",22161.2524832216,27
3,3,"(3, 0, 0, 1, 0, 1)",22161.47558779737,15
4,4,"(3, 0, 1, 1, 0, 1)",22161.478215491818,19
5,5,"(4, 0, 1, 1, 0, 1)",22163.633043114536,31
6,6,"(4, 0, 2, 1, 0, 1)",22164.55763058666,35
7,7,"(2, 0, 1, 1, 0, 1)",22169.53935257784,7
8,8,"(2, 0, 0, 1, 0, 1)",22192.314942491143,3
9,9,"(2, 0, 2, 1, 0, 0)",22768.1076794105,10
10,10,"(3, 0, 2, 1, 0, 0)",22776.56454584592,22
11,11,"(4, 0, 1, 1, 0, 0)",22783.014463533487,30
12,12,"(3, 0, 1, 1, 0, 0)",22794.630231205698,18
13,13,"(2, 0, 2, 0, 0, 1)",22863.690951899218,9
14,14,"(3, 0, 2, 0, 0, 1)",22864.225944283746,21
15,15,"(4, 0, 1, 0, 0, 1)",22866.625775674464,29
16,16,"(4, 0, 2, 0, 0, 1)",22871.20732066085,33
17,17,"(3, 0, 1, 0, 0, 1)",22880.62227601716,17
18,18,"(4, 0, 2, 1, 0, 0)",22910.254185015827,34
19,19,"(4, 0, 0, 1, 0, 0)",22981.595989767997,26
20,20,"(3, 0, 0, 1, 0, 0)",22992.27543699445,14
21,21,"(2, 0, 1, 1, 0, 0)",23015.695660470854,6
22,22,"(2, 0, 0, 1, 0, 0)",23052.995605644985,2
23,23,"(4, 0, 0, 0, 0, 1)",23093.23093997456,25
24,24,"(3, 0, 0, 0, 0, 1)",23101.63254911382,13
25,25,"(2, 0, 1, 0, 0, 1)",23126.006039569682,5
26,26,"(2, 0, 0, 0, 0, 1)",23170.231048099708,1
27,27,"(2, 0, 2, 0, 0, 0)",23183.869981499163,8
28,28,"(3, 0, 2, 0, 0, 0)",23184.115032108468,20
29,29,"(4, 0, 1, 0, 0, 0)",23188.076950459126,28
30,30,"(4, 0, 2, 0, 0, 0)",23204.631039444528,32
31,31,"(3, 0, 1, 0, 0, 0)",23213.22327960121,16
32,32,"(4, 0, 0, 0, 0, 0)",23423.62866094063,24
33,33,"(3, 0, 0, 0, 0, 0)",23426.812324403243,12
34,34,"(2, 0, 1, 0, 0, 0)",23454.662157428807,4
35,35,"(2, 0, 0, 0, 0, 0)",23521.75378280221,0
