,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",24756.37985703527,27
1,1,"(3, 0, 0, 1, 0, 1)",24757.54494185441,15
2,2,"(3, 0, 1, 1, 0, 1)",24757.724042621598,19
3,3,"(4, 0, 1, 1, 0, 1)",24759.305387539112,31
4,4,"(3, 0, 2, 1, 0, 1)",24759.81650883369,23
5,5,"(4, 0, 2, 1, 0, 1)",24761.149657016602,35
6,6,"(2, 0, 2, 1, 0, 1)",24777.874134291364,11
7,7,"(2, 0, 0, 1, 0, 1)",24782.89564544289,3
8,8,"(2, 0, 1, 1, 0, 1)",24816.822088314962,7
9,9,"(2, 0, 2, 1, 0, 0)",25557.719094646556,10
10,10,"(2, 0, 2, 0, 0, 1)",25647.664099519145,9
11,11,"(4, 0, 2, 1, 0, 0)",25738.915903708727,34
12,12,"(3, 0, 1, 1, 0, 0)",25872.26109212495,18
13,13,"(4, 0, 0, 1, 0, 0)",25872.549982244782,26
14,14,"(3, 0, 2, 1, 0, 0)",25873.423895738048,22
15,15,"(4, 0, 1, 1, 0, 0)",25873.708365103856,30
16,16,"(3, 0, 0, 1, 0, 0)",25883.97678497508,14
17,17,"(2, 0, 1, 1, 0, 0)",25924.61112028629,6
18,18,"(2, 0, 0, 1, 0, 0)",25948.015457016478,2
19,19,"(4, 0, 2, 0, 0, 1)",25984.577692917388,33
20,20,"(4, 0, 0, 0, 0, 1)",25984.857242492842,25
21,21,"(3, 0, 1, 0, 0, 1)",25985.487302067435,17
22,22,"(3, 0, 2, 0, 0, 1)",25986.439029401743,21
23,23,"(4, 0, 1, 0, 0, 1)",25986.820599035585,29
24,24,"(3, 0, 0, 0, 0, 1)",25990.223476478663,13
25,25,"(2, 0, 1, 0, 0, 1)",26022.709934765542,5
26,26,"(2, 0, 0, 0, 0, 1)",26048.56686006648,1
27,27,"(3, 0, 0, 0, 0, 0)",26241.84877186624,12
28,28,"(4, 0, 0, 0, 0, 0)",26242.77419123969,24
29,29,"(3, 0, 1, 0, 0, 0)",26242.96917294164,16
30,30,"(3, 0, 2, 0, 0, 0)",26244.32803614212,20
31,31,"(4, 0, 1, 0, 0, 0)",26244.64749013726,28
32,32,"(2, 0, 2, 0, 0, 0)",26245.502319530566,8
33,33,"(4, 0, 2, 0, 0, 0)",26246.100770107245,32
34,34,"(2, 0, 1, 0, 0, 0)",26260.75765029473,4
35,35,"(2, 0, 0, 0, 0, 0)",26289.240614815342,0
