,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",27064.18370497724,15
1,1,"(4, 0, 0, 1, 0, 1)",27065.97184302757,27
2,2,"(3, 0, 1, 1, 0, 1)",27067.52980678165,19
3,3,"(4, 0, 1, 1, 0, 1)",27068.80165779316,31
4,4,"(2, 0, 1, 1, 0, 1)",27073.937266604447,7
5,5,"(2, 0, 2, 1, 0, 1)",27075.926310685147,11
6,6,"(3, 0, 2, 1, 0, 1)",27077.360067879083,23
7,7,"(2, 0, 0, 1, 0, 1)",27077.56735027556,3
8,8,"(4, 0, 2, 1, 0, 1)",27084.5276701534,35
9,9,"(3, 0, 2, 1, 0, 0)",28317.179626982448,22
10,10,"(3, 0, 0, 1, 0, 0)",28317.58387747855,14
11,11,"(4, 0, 0, 1, 0, 0)",28317.7268703009,26
12,12,"(3, 0, 1, 1, 0, 0)",28318.038025144986,18
13,13,"(2, 0, 2, 1, 0, 0)",28319.00561538652,10
14,14,"(4, 0, 1, 1, 0, 0)",28319.563911287965,30
15,15,"(4, 0, 2, 1, 0, 0)",28321.61496681533,34
16,16,"(2, 0, 1, 1, 0, 0)",28341.63040019707,6
17,17,"(2, 0, 0, 1, 0, 0)",28351.13223086642,2
18,18,"(3, 0, 0, 0, 0, 1)",28455.66567469493,13
19,19,"(4, 0, 0, 0, 0, 1)",28457.54125589164,25
20,20,"(3, 0, 1, 0, 0, 1)",28457.586253867838,17
21,21,"(3, 0, 2, 0, 0, 1)",28457.98321777417,21
22,22,"(4, 0, 1, 0, 0, 1)",28459.182229915143,29
23,23,"(2, 0, 2, 0, 0, 1)",28459.215375667853,9
24,24,"(4, 0, 2, 0, 0, 1)",28459.780286132867,33
25,25,"(2, 0, 1, 0, 0, 1)",28469.976197949432,5
26,26,"(2, 0, 0, 0, 0, 1)",28482.753730199984,1
27,27,"(4, 0, 2, 0, 0, 0)",28773.98634278593,32
28,28,"(3, 0, 0, 0, 0, 0)",28794.351570389637,12
29,29,"(3, 0, 2, 0, 0, 0)",28794.77419366739,20
30,30,"(4, 0, 0, 0, 0, 0)",28795.14754606364,24
31,31,"(3, 0, 1, 0, 0, 0)",28795.79028520804,16
32,32,"(2, 0, 2, 0, 0, 0)",28796.92356290742,8
33,33,"(2, 0, 1, 0, 0, 0)",28798.09850693729,4
34,34,"(4, 0, 1, 0, 0, 0)",28798.32164356832,28
35,35,"(2, 0, 0, 0, 0, 0)",28813.042765066544,0
