,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",28027.055440386914,11
1,1,"(4, 0, 2, 1, 0, 1)",28031.5830586123,35
2,2,"(4, 0, 1, 1, 0, 1)",28033.840087677243,31
3,3,"(3, 0, 2, 1, 0, 1)",28036.54427210059,23
4,4,"(2, 0, 1, 1, 0, 1)",28036.833091084427,7
5,5,"(2, 0, 0, 1, 0, 1)",28037.094078682163,3
6,6,"(3, 0, 0, 1, 0, 1)",28037.09716079807,15
7,7,"(4, 0, 0, 1, 0, 1)",28038.070878069077,27
8,8,"(3, 0, 1, 1, 0, 1)",28039.11821498782,19
9,9,"(4, 0, 2, 1, 0, 0)",28393.64003267532,34
10,10,"(3, 0, 1, 1, 0, 0)",28418.061099192328,18
11,11,"(3, 0, 2, 1, 0, 0)",28420.19918584648,22
12,12,"(2, 0, 2, 1, 0, 0)",28423.557905438363,10
13,13,"(4, 0, 1, 1, 0, 0)",28423.584528091054,30
14,14,"(4, 0, 2, 0, 0, 1)",28453.881437077616,33
15,15,"(3, 0, 1, 0, 0, 1)",28489.033886295543,17
16,16,"(4, 0, 1, 0, 0, 1)",28491.471023664682,29
17,17,"(2, 0, 2, 0, 0, 1)",28494.19207959041,9
18,18,"(3, 0, 2, 0, 0, 1)",28545.80058137781,21
19,19,"(4, 0, 2, 0, 0, 0)",28714.771570370518,32
20,20,"(4, 0, 0, 1, 0, 0)",28744.877509238187,26
21,21,"(3, 0, 1, 0, 0, 0)",28767.44427370918,16
22,22,"(4, 0, 1, 0, 0, 0)",28768.81333079857,28
23,23,"(3, 0, 2, 0, 0, 0)",28769.218245170414,20
24,24,"(3, 0, 0, 1, 0, 0)",28770.364850479862,14
25,25,"(2, 0, 2, 0, 0, 0)",28775.849671559004,8
26,26,"(2, 0, 1, 1, 0, 0)",28787.211968256266,6
27,27,"(2, 0, 0, 1, 0, 0)",28796.607737367016,2
28,28,"(4, 0, 0, 0, 0, 1)",28835.767658759658,25
29,29,"(3, 0, 0, 0, 0, 1)",28874.053685409537,13
30,30,"(2, 0, 1, 0, 0, 1)",28896.174838646763,5
31,31,"(2, 0, 0, 0, 0, 1)",28905.35510761992,1
32,32,"(4, 0, 0, 0, 0, 0)",29134.560002159847,24
33,33,"(3, 0, 0, 0, 0, 0)",29197.342599284435,12
34,34,"(2, 0, 1, 0, 0, 0)",29224.02033021317,4
35,35,"(2, 0, 0, 0, 0, 0)",29231.374420683886,0
