,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",25859.14413953368,35
1,1,"(2, 0, 2, 1, 0, 1)",25859.328888214786,11
2,2,"(4, 0, 0, 1, 0, 1)",25860.284303830118,27
3,3,"(4, 0, 1, 1, 0, 1)",25862.321042081723,31
4,4,"(3, 0, 1, 1, 0, 1)",25868.783543339054,19
5,5,"(3, 0, 0, 1, 0, 1)",25869.14439431293,15
6,6,"(2, 0, 0, 1, 0, 1)",25873.957050252306,3
7,7,"(2, 0, 1, 1, 0, 1)",25875.113147146996,7
8,8,"(3, 0, 2, 1, 0, 1)",25890.42959323104,23
9,9,"(2, 0, 2, 1, 0, 0)",26846.41986268189,10
10,10,"(2, 0, 1, 1, 0, 0)",26847.76811293998,6
11,11,"(3, 0, 1, 1, 0, 0)",26848.260166416334,18
12,12,"(3, 0, 2, 1, 0, 0)",26848.823122541835,22
13,13,"(4, 0, 1, 1, 0, 0)",26849.039528646957,30
14,14,"(3, 0, 2, 0, 0, 1)",26967.497175644552,21
15,15,"(4, 0, 2, 0, 0, 1)",26969.175725828452,33
16,16,"(2, 0, 1, 0, 0, 1)",26969.682034360918,5
17,17,"(2, 0, 2, 0, 0, 1)",26969.714844421847,9
18,18,"(3, 0, 1, 0, 0, 1)",26970.008322942867,17
19,19,"(4, 0, 1, 0, 0, 1)",26971.203954042885,29
20,20,"(4, 0, 2, 0, 0, 0)",27256.84966209404,32
21,21,"(3, 0, 2, 0, 0, 0)",27258.710792468348,20
22,22,"(4, 0, 1, 0, 0, 0)",27260.458276099613,28
23,23,"(2, 0, 2, 0, 0, 0)",27261.62083209752,8
24,24,"(3, 0, 1, 0, 0, 0)",27261.926177905152,16
25,25,"(2, 0, 1, 0, 0, 0)",27263.247807708765,4
26,26,"(4, 0, 0, 1, 0, 0)",27341.4282157004,26
27,27,"(3, 0, 0, 1, 0, 0)",27423.945712696528,14
28,28,"(4, 0, 0, 0, 0, 1)",27482.717327464903,25
29,29,"(2, 0, 0, 1, 0, 0)",27529.84335970269,2
30,30,"(3, 0, 0, 0, 0, 1)",27560.11641226083,13
31,31,"(2, 0, 0, 0, 0, 1)",27674.241121811705,1
32,32,"(4, 0, 0, 0, 0, 0)",27780.040147063744,24
33,33,"(3, 0, 0, 0, 0, 0)",27846.148239485352,12
34,34,"(2, 0, 0, 0, 0, 0)",27972.83865764685,0
