,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",28205.5505435657,11
1,1,"(3, 0, 1, 1, 0, 1)",28209.510265178236,19
2,2,"(4, 0, 1, 1, 0, 1)",28215.16381816939,31
3,3,"(4, 0, 0, 1, 0, 1)",28215.28867156956,27
4,4,"(4, 0, 2, 1, 0, 1)",28215.531546501537,35
5,5,"(3, 0, 0, 1, 0, 1)",28219.354497384877,15
6,6,"(3, 0, 2, 1, 0, 1)",28223.153857237565,23
7,7,"(2, 0, 1, 1, 0, 1)",28233.088499772657,7
8,8,"(2, 0, 0, 1, 0, 1)",28236.75079324722,3
9,9,"(4, 0, 2, 1, 0, 0)",28759.393004752,34
10,10,"(3, 0, 2, 1, 0, 0)",28774.71772444999,22
11,11,"(4, 0, 2, 0, 0, 1)",28788.293709673697,33
12,12,"(4, 0, 1, 1, 0, 0)",28790.29262671881,30
13,13,"(2, 0, 2, 1, 0, 0)",28796.592535327818,10
14,14,"(3, 0, 1, 1, 0, 0)",28798.441692322198,18
15,15,"(3, 0, 2, 0, 0, 1)",28800.54431073891,21
16,16,"(2, 0, 1, 1, 0, 0)",28816.852522030797,6
17,17,"(4, 0, 1, 0, 0, 1)",28820.962197336034,29
18,18,"(2, 0, 2, 0, 0, 1)",28831.677681570265,9
19,19,"(3, 0, 1, 0, 0, 1)",28833.428608251288,17
20,20,"(2, 0, 1, 0, 0, 1)",28842.206686013964,5
21,21,"(4, 0, 2, 0, 0, 0)",28915.152357960116,32
22,22,"(3, 0, 2, 0, 0, 0)",28929.774736227133,20
23,23,"(4, 0, 1, 0, 0, 0)",28965.4858515993,28
24,24,"(2, 0, 2, 0, 0, 0)",28977.00805990005,8
25,25,"(3, 0, 1, 0, 0, 0)",28978.488398994938,16
26,26,"(4, 0, 0, 1, 0, 0)",29152.561659305284,26
27,27,"(4, 0, 0, 0, 0, 1)",29196.184954516066,25
28,28,"(3, 0, 0, 1, 0, 0)",29208.952626462127,14
29,29,"(3, 0, 0, 0, 0, 1)",29256.490284351636,13
30,30,"(2, 0, 0, 1, 0, 0)",29325.69432305569,2
31,31,"(4, 0, 0, 0, 0, 0)",29347.42473394273,24
32,32,"(2, 0, 0, 0, 0, 1)",29378.41969153977,1
33,33,"(3, 0, 0, 0, 0, 0)",29418.001170921278,12
34,34,"(2, 0, 1, 0, 0, 0)",29508.068129561445,4
35,35,"(2, 0, 0, 0, 0, 0)",29546.671471877882,0
